,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,2020_performance,2019_performance,2018_performance,2017_performance,2016_performance,2015_performance,2014_performance,2013_performance,2020_avg_numb_insp,2019_avg_numb_insp,2018_avg_numb_insp,2017_avg_numb_insp,2016_avg_numb_insp,2015_avg_numb_insp,2014_avg_numb_insp,2013_avg_numb_insp,numb_revs,rate,Home Additions,New Constructions,Garage Constructions,< $5k,$5k-$20k,$20k-$50k,$50k-$100k,$250k-$500k,experience,non_ADU_proj_count,non_ADU_avg_insp,w_avg_time_per_insp,avg_construction_time,non_ADU_avg_time_per_insp,ADU_proj_count,non_ADU_avg_eval,BusinessType,BusinessName,Address,City,State,ZIP Code,County,PhoneNumber,IssueDate,ExpirationDate,Classification(s),Status,SuretyCompany,ContractorBondNumber,BondEffectiveDate,BondCancellationDate,WorkersCompCoverageType,WorkersCompInsuranceCompany,WorkersCompPolicyNumber,EffectiveDate,ExpirationDate1,CancellationDate,WorkersCompSuspendDate
10,989530.0,True,9.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,27.916666666666664,23.5625,0.0,0.0,0.0,0.0,4.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.0,3.0,10.666666666666666,26.765585970024983,277.6666666666667,26.465277777777775,1.0,356600.0,Sole Owner,LIZARRAGA GUILLERMO CONSTRUCTION,8251 4TH ST,DOWNEY,CA,90241.0,Los Angeles,(562) 572 1882,01/06/2014,01/31/2022,B,CLEAR,WESTERN SURETY COMPANY,62157243,01/01/2016,,Exempt,,,01/17/2020,,,
11,1021751.0,True,25.24937343358396,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.507936507936506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,1.0,7.0,37.285714285714285,261.0,37.285714285714285,2.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,
12,1025507.0,True,25.48048953630349,9.0,2.0,116.0,0.0,5.0,71.0,51.0,0.0,0.0,0.0,0.0,0.0,17.11604251012146,20.576414537128723,20.924250527476257,0.0,0.0,0.0,0.0,0.0,16.6,16.197183098591548,17.705882352941178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0,124.0,16.741935483870968,20.38544180006624,325.1532258064516,20.509449400139843,3.0,342498.5806451613,,,,,,,,,,,,,,,,,,,,,,,
13,832632.0,True,21.757933772090933,4.0,2.0,15.0,0.0,5.0,5.0,7.0,3.0,0.0,1.0,0.0,0.0,15.853327067669174,24.33047619047619,27.126190476190477,29.21712962962963,0.0,23.8,0.0,0.0,16.6,8.8,12.714285714285714,11.666666666666666,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,8.0,9.75,22.151768145329463,219.375,23.20861516955267,13.0,43312.5,,,,,,,,,,,,,,,,,,,,,,,
14,965193.0,True,16.7481002895996,3.0,9.0,14.0,1.0,2.0,3.0,2.0,3.0,7.0,3.0,5.0,16.75,40.07142857142857,17.654545454545453,16.104166666666668,25.15897435897436,28.283034425891568,22.93452380952381,21.03,4.0,7.5,12.333333333333334,7.0,9.666666666666666,9.428571428571429,9.666666666666666,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2736.0,23.0,8.608695652173912,26.388802138419354,210.56521739130434,25.06923788771615,3.0,75750.26086956522,Sole Owner,GOLDEN POINT CONSTRUCTION,731 EAST 75TH STREET,LOS ANGELES,CA,90001.0,Los Angeles,(323) 240 7914,09/02/2011,09/30/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100362483,08/22/2017,,Exempt,,,10/09/2019,,,
15,908306.0,True,25.98418239597868,1.0,4.0,10.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,22.75808080808081,26.20265029088559,0.0,0.0,0.0,0.0,13.302083333333332,0.0,9.833333333333334,14.571428571428571,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619.0,6.0,11.833333333333334,19.62568277435061,190.66666666666666,17.421064814814816,9.0,29833.333333333332,Sole Owner,OCHOA VICTOR MANUEL,13700 FOOTHILL BLVD #920151,SYLMAR,CA,91342.0,Los Angeles,(818) 259 8696,12/20/2007,12/31/2021,B,CLEAR,WESTERN SURETY COMPANY,64467812,03/05/2019,,Exempt,,,03/17/2020,,,
16,654729.0,True,15.804374144646802,1.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17.125,24.857142857142858,24.6,0.0,41.53846153846154,0.0,0.0,0.0,12.0,14.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.0,3.0,7.333333333333333,27.902658382102935,253.0,30.046153846153846,2.0,64333.333333333336,Corporation,R G RENOVATIONS INC,10517 DES MOINES AVENUE,NORTHRIDGE,CA,91326.0,Los Angeles,(818) 360 3562,09/23/1992,02/28/2021,B| C36,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC1039210,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,3012781,01/01/2008,01/01/2021,,
17,1023605.0,True,15.058249873252528,1.0,21.0,8.0,0.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,11.112647334839847,18.239985453143348,0.0,0.0,0.0,0.0,0.0,0.0,13.272727272727273,12.263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,2.0,7.0,12.799745708836618,86.0,12.8,28.0,20930.0,Corporation,ULTIMATE GREEN CONSTRUCTION INC,13302 FILMORE ST,PACOIMA,CA,91331.0,Los Angeles,(818) 686 2626,02/09/2017,02/28/2021,B,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G90228850100,02/28/2019,,Workers' Compensation Insurance,FALLS LAKE FIRE AND CASUALTY COMPANY,FL014083,04/10/2020,04/10/2021,,
18,1026633.0,True,15.994635036496353,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,26.1,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,2.0,4.5,42.16449562317633,189.0,42.175,2.0,25000.0,Corporation,OMEGA CONTRACTORS INC,8039 FULTON AVENUE,NORTH HOLLYWOOD,CA,91605.0,Los Angeles,(818) 582 3528,05/09/2017,05/31/2021,B| A,CLEAR,OLD REPUBLIC SURETY COMPANY,W1503413388,04/26/2019,,Workers' Compensation Insurance,EVEREST PREMIER INSURANCE COMPANY,7600018134191,10/01/2019,10/01/2020,,
19,617148.0,True,14.136963446562836,3.0,53.0,16.0,0.0,9.0,19.0,9.0,9.0,16.0,6.0,4.0,0.0,16.881172839506174,19.072600250626568,16.032335257335255,18.673456790123456,15.270551843989344,28.527777777777782,11.958333333333334,0.0,8.333333333333334,10.0,11.0,6.444444444444445,9.3125,5.833333333333333,4.5,53.0,5.0,128.0,18.0,0.0,162.0,384.0,109.0,28.0,4.0,2596.0,67.0,7.835820895522388,18.134534604328817,132.59701492537314,18.161596860850587,5.0,23905.985074626864,Corporation,TREEIUM INC,5352 LAUREL CANYON BLVD #200,VALLEY VILLAGE,CA,91607.0,Los Angeles,(855) 833 8733,04/02/1991,04/30/2021,B| C54| C33| D06| D12,CLEAR,HUDSON INSURANCE COMPANY,10054764,04/03/2017,,Workers' Compensation Insurance,CAROLINA CASUALTY INSURANCE COMPANY,BNUWC0144084,05/18/2018,05/18/2021,,
20,993102.0,True,9.25656365806168,414.0,12.0,23.0,0.0,63.0,87.0,77.0,94.0,92.0,36.0,0.0,0.0,14.77408819764195,18.069585793611626,17.756551439962333,19.542271478850516,14.226019579732649,21.065166324234948,0.0,0.0,14.365079365079366,12.977011494252874,12.142857142857142,9.957446808510639,13.293478260869565,9.083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2197.0,445.0,12.049438202247192,17.201838846199315,182.17752808988763,17.38304354067295,4.0,306053.17235955055,,,,,,,,,,,,,,,,,,,,,,,
21,773770.0,True,23.01320078379599,1.0,6.0,7.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,28.271616541353385,16.93173202614379,19.375452488687785,23.8,0.0,11.31578947368421,0.0,0.0,17.5,16.0,10.25,20.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2596.0,8.0,12.75,19.652818953297857,219.75,18.917477706332196,6.0,74208.5,Sole Owner,SOUMEKH MICHAEL N,1140 SOUTH ALFRED STREET,LOS ANGELES,CA,90035.0,Los Angeles,(310) 345 3342,01/20/2000,03/31/2022,B,CLEAR,WESTERN SURETY COMPANY,63548998,05/02/2018,,Exempt,,,02/06/2020,,,
22,573067.0,True,14.520242029290902,9.0,19.0,15.0,3.0,16.0,11.0,3.0,2.0,4.0,2.0,2.0,13.78095238095238,19.76358225108225,18.197938451766202,23.230936819172115,20.083333333333332,26.09828431372549,10.630952380952381,17.25,5.666666666666667,9.75,15.545454545454545,10.0,8.0,9.25,6.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735.0,31.0,9.161290322580646,21.15472981251856,177.4516129032258,20.949140654833258,12.0,75790.32258064517,Sole Owner,ARROW CONSTRUCTION CO,18729 CLARK DALE AVE #C,ARTESIA,CA,90701.0,Los Angeles,(562) 674 6171,07/18/1989,05/31/2022,C-9| B| C35,CLEAR,NAVIGATORS INSURANCE COMPANY,NAV00022396,04/22/2020,,Exempt,,,05/19/2020,,,
23,509594.0,True,11.166666666666666,1.0,5.0,19.0,0.0,1.0,3.0,1.0,8.0,3.0,4.0,5.0,0.0,11.166666666666666,23.603333333333335,43.1875,29.869893483709276,24.2437343358396,20.014285714285716,18.05777777777778,0.0,18.0,18.333333333333332,16.0,10.625,15.0,9.0,10.2,0.0,-1.0,29.0,6.0,0.0,8.0,11.0,5.0,4.0,11.0,2679.0,24.0,12.0,27.516515846548952,289.625,24.83474510930103,1.0,151958.33333333334,Corporation,PAGAN ROBERT M CONSTRUCTION COMPANY,8125 LOYOLA BLVD,LOS ANGELES,CA,90045.0,Los Angeles,(310) 649 6187,04/24/1987,05/31/2022,B,CLEAR,SURETEC INDEMNITY COMPANY,457723,06/01/2018,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,3005116,01/01/2017,01/01/2021,,
24,1007078.0,True,20.902118270079438,1.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,26.82142857142857,17.96010101010101,41.1875,0.0,0.0,0.0,0.0,0.0,8.5,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,4.0,9.5,27.42776284059706,290.5,27.985998376623375,2.0,60769.25,Sole Owner,JKC CONSTRUCTION & DESIGN,18880 WELLS DRIVE,TARZANA,CA,91356.0,Los Angeles,(310) 804 6418,09/03/2015,09/30/2021,B,CLEAR,WESTERN SURETY COMPANY,62412618,01/01/2016,,Exempt,,,08/05/2019,,,
25,605391.0,True,12.999216650646074,3.0,11.0,7.0,0.0,15.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,15.33747389865037,20.266666666666666,0.0,13.5,0.0,20.8,0.0,0.0,11.733333333333333,4.666666666666667,0.0,4.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.0,9.0,4.555555555555555,21.86643431461549,95.88888888888889,21.23888888888889,12.0,34038.88888888889,,,,,,,,,,,,,,,,,,,,,,,
26,801955.0,True,12.58417553948642,56.0,1.0,6.0,0.0,5.0,18.0,14.0,7.0,16.0,3.0,0.0,0.0,19.022222222222222,21.275507002171086,18.534630565512916,21.67083333333333,22.319127911830602,19.02910052910053,0.0,0.0,11.4,14.722222222222221,11.357142857142858,10.714285714285714,12.75,11.333333333333334,0.0,4.0,5.0,12.0,90.0,0.0,50.0,22.0,13.0,4.0,51.0,2203.0,61.0,12.327868852459016,20.802257078173675,238.21311475409837,20.95037856936299,2.0,238637.29508196723,Sole Owner,ADVANCED CONSTRUCTION,18841 PASADERO DRIVE,TARZANA,CA,91356.0,Los Angeles,(818) 970 2072,12/10/2001,12/31/2021,B,CLEAR,RLI INSURANCE COMPANY,LSM0530960,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,1980505,03/17/2012,03/17/2021,,
27,886862.0,True,16.666666666666668,1.0,7.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,10.25,30.436507936507937,16.666666666666668,17.2,0.0,16.428571428571427,28.416666666666668,27.045454545454547,4.0,8.0,24.0,5.0,0.0,14.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2562.0,10.0,8.7,22.904182607799683,206.4,24.409249639249637,1.0,62550.0,Corporation,GABOR & ALLEN INC,4587 DON FELIPE DR,LOS ANGELES,CA,90008.0,Los Angeles,(323) 903 6313,11/08/2006,11/30/2020,B| C27,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC1043491,01/01/2016,,Workers' Compensation Insurance,BENCHMARK INSURANCE COMPANY,CST5019096,05/01/2020,05/01/2021,,
28,864461.0,True,21.11764705882353,26.0,3.0,4.0,0.0,6.0,9.0,3.0,6.0,5.0,2.0,2.0,0.0,13.602281746031744,16.762664559000985,22.497549019607845,27.161904761904765,24.65529411764706,16.920454545454547,13.6875,0.0,14.666666666666666,14.88888888888889,9.666666666666666,8.666666666666666,9.6,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2414.0,32.0,11.40625,18.75288543107146,193.34375,19.572389992430384,1.0,189746.1875,Sole Owner,NEW WORLD CONSTRUCTION,838 E 93RD STREET,LOS ANGELES,CA,90002.0,Los Angeles,(323) 240 3085,09/20/2005,09/30/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,10131224,01/01/2016,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9240270,10/25/2018,10/25/2020,,
29,649194.0,True,23.90909090909091,5.0,3.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,27.218253968253965,16.883116883116884,20.39835164835165,0.0,0.0,0.0,39.75,0.0,7.666666666666667,9.0,13.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2711.0,7.0,8.714285714285714,22.662136226148803,204.42857142857142,24.579801151229724,1.0,89007.85714285714,Sole Owner,NELSON GENERAL BUILDING CONTRACTOR,4227 S WESTERN AVE,LOS ANGELES,CA,90062.0,Los Angeles,(323) 533 0555,07/02/1992,07/31/2020,B,CLEAR,HUDSON INSURANCE COMPANY,30027657,04/24/2018,,Exempt,,,06/27/2018,,,
30,1030973.0,True,16.166666666666668,10.0,2.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,23.79185520361991,30.417613636363637,14.011904761904763,0.0,0.0,0.0,0.0,0.0,15.0,12.375,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1021.0,11.0,12.363636363636363,27.86646483825784,331.27272727272725,27.52561475957198,1.0,381629.1818181818,Corporation,VISION BUILDERS,9000 SUNSET BLVD 11TH FL,WEST HOLLYWOOD,CA,90069.0,Los Angeles,(323) 363 7597,09/13/2017,09/30/2021,B,CLEAR,STATE NATIONAL INSURANCE COMPANY INC,SSI06019,08/17/2017,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9220001,10/18/2017,10/18/2020,,
31,882749.0,True,13.171428571428573,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13.17142857142857,0.0,0.0,0.0,21.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2438.0,2.0,9.0,16.78544061302682,112.0,15.5,1.0,51500.0,Corporation,GERONIMO CONSTRUCTION INC,17544 MINNEHAHA STREET,GRANADA HILLS,CA,91344.0,Los Angeles,(818) 974 9390,08/16/2006,08/31/2020,B,CLEAR,HUDSON INSURANCE COMPANY,10054818,03/24/2017,,Exempt,,,12/14/2018,,,
32,957756.0,True,13.470968908170644,0.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.283333333333335,21.46153846153846,17.805555555555557,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,3.0,13.333333333333334,19.13730974907445,282.6666666666667,19.024216524216524,2.0,39500.0,Sole Owner,RESQUARE ARCHITECTURE AND CONSTRUCTION,3489 MAPLEWOOD AVE,LOS ANGELES,CA,90230.0,Los Angeles,(310) 491 9962,02/15/2011,02/28/2021,B,CLEAR,SURETEC INDEMNITY COMPANY,462651,02/02/2019,,Exempt,,,10/07/2019,,,
33,990795.0,True,13.138630316698729,4.0,2.0,8.0,0.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,21.55238095238095,30.21666666666667,24.3025641025641,27.83916396103896,19.8,0.0,0.0,0.0,13.0,15.0,7.666666666666667,11.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,12.0,10.0,28.017155157541715,252.58333333333334,27.36722132034632,2.0,23773.416666666668,,,,,,,,,,,,,,,,,,,,,,,
