,index,adu_performance_prediction,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,2020_performance,2019_performance,2018_performance,2017_performance,2016_performance,2015_performance,2014_performance,2013_performance,2020_avg_numb_insp,2019_avg_numb_insp,2018_avg_numb_insp,2017_avg_numb_insp,2016_avg_numb_insp,2015_avg_numb_insp,2014_avg_numb_insp,2013_avg_numb_insp,numb_revs,rate,Home Additions,New Constructions,Garage Constructions,< $5k,$5k-$20k,$20k-$50k,$50k-$100k,$250k-$500k,experience,non_ADU_proj_count,non_ADU_avg_insp,w_avg_time_per_insp,avg_construction_time,non_ADU_avg_time_per_insp,ADU_proj_count,non_ADU_avg_eval,BusinessType,BusinessName,Address,City,State,ZIP Code,County,PhoneNumber,IssueDate,ExpirationDate,Classification(s),Status,SuretyCompany,ContractorBondNumber,BondEffectiveDate,BondCancellationDate,WorkersCompCoverageType,WorkersCompInsuranceCompany,WorkersCompPolicyNumber,EffectiveDate,ExpirationDate1,CancellationDate,WorkersCompSuspendDate
10,372,24.45648695032821,523164.0,False,0.0,18.0,0.0,0.0,0.0,1.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,16.0,25.07217261904762,27.926254518901573,22.35192307692308,15.561352438411262,0.0,0.0,0.0,22.0,11.0,12.5,16.5,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1857.0,18.0,14.444444444444445,23.53185069717343,316.6111111111111,22.575379218639018,0.0,367998.0,Corporation,CRESCENTA VALLEY ENGINEERING INC,2801 E FOOTHILL BLVD,PASADENA,CA,91107.0,Los Angeles,(626) 568 8900,01/23/1988,01/31/2022,B| A,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6316093,01/01/2016,,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,WSA504996200,08/01/2019,08/01/2020,,
11,325,24.645069925300422,315237.0,False,0.0,117.0,1.0,0.0,0.0,8.0,22.0,19.0,19.0,25.0,7.0,18.0,0.0,10.936487339891231,18.324191456118704,15.030354629890235,18.652758936969466,14.785478647599394,22.545751633986928,8.731045838501977,0.0,20.625,13.818181818181818,13.526315789473685,9.789473684210526,13.04,10.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2627.0,118.0,14.008474576271187,16.12699340895135,188.27966101694915,15.383214586822069,0.0,440167.0,,,,,,,,,,,,,,,,,,,,,,,
12,1175,24.840914102519307,966911.0,True,22.357142857142858,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,22.357142857142858,0.0,0.0,27.5,20.13888888888889,0.0,0.0,0.0,14.0,0.0,0.0,8.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.0,3.0,9.666666666666666,22.631588096231397,208.33333333333334,22.592592592592595,1.0,54666.666666666664,,,,,,,,,,,,,,,,,,,,,,,
13,1300,25.297217168653543,905702.0,False,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.736842105263158,25.11111111111111,0.0,14.4,0.0,0.0,0.0,0.0,19.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0,3.0,11.0,15.711958704116121,154.66666666666666,16.082651072124758,0.0,44666.666666666664,Corporation,ARMSCRAFT CONSTRUCTION INC,1125 E BROADWAY #15,GLENDALE,CA,91205.0,Los Angeles,(866) 857 4700,10/26/2007,11/30/2021,B,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,201212179337,01/01/2016,,Exempt,,,10/03/2019,,,
14,1418,25.31902775026414,890424.0,True,11.421052631578947,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,11.421052631578947,0.0,0.0,0.0,27.780555555555555,0.0,19.75,0.0,19.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701.0,4.0,7.0,27.878419226957384,193.75,25.772916666666667,1.0,27350.0,Sole Owner,D L T CONSTRUCTION,6000 S AVALON BLVD,LOS ANGELES,CA,90003.0,Los Angeles,(323) 823 3432,01/30/2007,01/31/2021,B,CLEAR,SURETEC INDEMNITY COMPANY,460774,08/09/2018,,Exempt,,,02/04/2019,,,
15,425,25.440745305489177,941130.0,True,12.3,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.195454545454545,0.0,9.5,31.25,0.0,0.0,0.0,0.0,15.5,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.0,3.0,9.666666666666666,20.32516005121639,167.0,20.9469696969697,1.0,39073.333333333336,Sole Owner,G A DESIGN BUILD,8449 EVEREST ST,DOWNEY,CA,90242.0,Los Angeles,(562) 449 0181,12/17/2009,12/31/2021,B,CLEAR,SURETEC INDEMNITY COMPANY,451576,12/10/2017,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9215793,08/09/2017,08/09/2020,,
16,1489,25.481007760100457,583386.0,True,18.823529411764707,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,18.823529411764707,23.066666666666666,0.0,0.0,24.48611111111111,0.0,0.0,0.0,17.0,15.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1882.0,3.0,9.333333333333334,23.73604107016409,247.66666666666666,24.012962962962963,1.0,190833.33333333334,Sole Owner,DAVINCI BUILDERS,6230 WILSHIRE BLVD STE 53,LOS ANGELES,CA,90048.0,Los Angeles,(310) 515 7605,12/21/1989,12/31/2021,B,CLEAR,HUDSON INSURANCE COMPANY,10100123,12/12/2019,,Exempt,,,12/02/2019,,,
17,1071,25.61449535617921,650862.0,True,8.625,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.895833333333332,31.2,0.0,0.0,28.8,0.0,15.636363636363637,0.0,18.0,15.0,0.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,4.0,10.75,22.603717447810233,235.5,22.200757575757578,1.0,28150.75,Sole Owner,GREEN WORKS CONSTRUCTION,P O BOX 47470,LOS ANGELES,CA,90047.0,Los Angeles,(323) 600 6966,07/24/1992,07/31/2020,B,CLEAR,STATE NATIONAL INSURANCE COMPANY INC,SWI07548,07/31/2019,,Exempt,,,07/05/2018,,,
18,1344,25.71932869754231,1029735.0,True,10.130434782608695,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.773550724637682,39.4,0.0,0.0,0.0,0.0,0.0,0.0,17.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,2.0,8.5,28.739754572817784,215.0,29.40833333333333,1.0,33000.0,Corporation,ART NOBLE CONSTRUCTION INC,16930 BLACK HAWK ST #20,GRANADA HILLS,CA,91344.0,Los Angeles,(818) 606 5790,08/04/2017,04/30/2021,B,CLEAR,HUDSON INSURANCE COMPANY,30034921,04/19/2019,,Exempt,,,04/15/2019,,,
19,1251,25.789861555313173,996729.0,False,0.0,4.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.157894736842104,0.0,30.711325863678802,0.0,0.0,0.0,0.0,0.0,19.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.0,6.0,11.666666666666666,26.216937062547007,315.0,27.119087342539355,0.0,671800.0,Corporation,MOORE FOUNDATIONS INC,7046 DARBY AVE,RESEDA,CA,91335.0,Los Angeles,(818) 698 4737,09/15/2014,09/30/2020,B| C-8,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100255256,01/01/2016,,Workers' Compensation Insurance,STARSTONE NATIONAL INSURANCE COMPANY,T10200659,01/29/2020,01/29/2021,,
20,308,25.860298129571138,1027463.0,False,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.559392507002801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,4.0,15.5,11.542687758286496,178.0,11.559392507002801,0.0,345000.0,Corporation,LEV CONSTRUCTION,340 S CLOVERDALE AVE #404,LOS ANGELES,CA,90036.0,Los Angeles,(212) 363 0400,06/01/2017,06/30/2021,B,CLEAR,BUSINESS ALLIANCE INSURANCE COMPANY,G100505028417,05/26/2020,,Workers' Compensation Insurance,BENCHMARK INSURANCE COMPANY,CST5016752,07/27/2019,07/27/2020,,
21,1371,25.865518379492727,557720.0,True,13.058823529411763,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.058823529411764,0.0,8.875,0.0,0.0,0.0,14.2,0.0,17.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.0,2.0,6.5,9.513793103448275,71.0,11.5375,1.0,12500.0,Sole Owner,ARMER TIM CONSTRUCTION,11460 RUGGIERO AVENUE,LAKE VIEW TERRACE,CA,91342.0,Los Angeles,(818) 899 4838,02/21/1989,02/28/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC550639,01/01/2016,,Exempt,,,02/28/2019,,,
22,345,25.906238209379694,653077.0,True,16.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,16.5,0.0,0.0,33.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1989.0,2.0,12.0,17.798206278026907,246.0,23.0,1.0,75000.0,Sole Owner,DELLOS NICK CREATIONS,10411 HASKELL AVE,GRANADA HILLS,CA,91344.0,Los Angeles,(818) 620 1515,08/27/1992,08/31/2020,B| C10,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100200298,01/01/2016,,Exempt,,,08/31/2018,,,
23,1206,25.977978939864357,547455.0,True,10.5,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.357142857142858,0.0,0.0,0.0,18.6,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,18.0,8.0,1.0,1.0,0.0,1954.0,2.0,12.0,18.31572818325586,220.5,18.40714285714286,1.0,115000.0,Corporation,SHAFRAN CONSTRUCTION INC,21781 VENTURA BLVD #454,WOODLAND HILLS,CA,91364.0,Los Angeles,(818) 735 0509,11/11/1988,12/31/2020,B| C10| C33| D06,CLEAR,SURETEC INDEMNITY COMPANY,462682,12/27/2018,,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9006904,03/09/2018,03/09/2021,,
24,172,26.014268944154324,866335.0,False,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,10.642857142857142,15.525252525252526,0.0,0.0,0.0,13.923076923076923,0.0,0.0,14.0,10.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2035.0,4.0,11.75,13.744098435751656,160.5,13.90410977910978,0.0,273536.25,Sole Owner,RIOS WILLIAM A,P O BOX 1061,DOWNEY,CA,90240.0,Los Angeles,(562) 622 2242,10/24/2005,10/31/2021,B,CLEAR,WESTERN NATIONAL MUTUAL INSURANCE COMPANY,W70531701786,07/09/2017,,Exempt,,,09/30/2019,,,
25,125,26.078625789607923,1028796.0,False,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.510594132389798,16.418866819455054,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,10.0,16.2,15.203119364316942,236.7,15.464730475922426,0.0,292600.0,Sole Owner,ZEPEDA JUAN,9525 HUNT AVE,SOUTH GATE,CA,90280.0,Los Angeles,(323) 519 4776,07/10/2017,07/31/2021,B,CLEAR,ACCREDITED SURETY AND CASUALTY COMPANY INC,10098846,06/23/2019,06/25/2020,Workers' Compensation Insurance,STATE COMPENSATION INSURANCE FUND,9239701,10/12/2018,10/12/2020,,
26,1167,26.107388808384776,962357.0,True,16.833333333333332,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.833333333333332,0.0,0.0,0.0,0.0,32.44444444444444,0.0,0.0,18.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2147.0,2.0,8.0,31.81062951496388,267.0,32.44444444444444,1.0,16500.0,Corporation,COHEN CONSTRUCTION CO INC,1306 N SYCAMORE AVE,LOS ANGELES,CA,90028.0,Los Angeles,(310) 694 6584,06/21/2011,06/30/2021,B,CLEAR,WESTERN SURETY COMPANY,64870471,11/07/2019,,Workers' Compensation Insurance,NORGUARD INSURANCE COMPANY,COWC082302,09/13/2019,09/13/2020,,
27,1501,26.230475098408906,747583.0,False,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.444444444444445,0.0,0.0,22.77777777777778,0.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,2.0,13.5,15.648257022388503,205.5,17.11111111111111,0.0,240000.0,,,,,,,,,,,,,,,,,,,,,,,
28,1205,26.24543375643803,875480.0,True,13.23529411764706,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.925339366515837,0.0,0.0,16.22222222222222,0.0,0.0,0.0,0.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0,2.0,11.0,16.46698455209094,181.0,16.41880341880342,1.0,35500.0,Corporation,CAL - MOR CONSTRUCTION INC,22287 MULHOLLAND HWY #155,CALABASAS,CA,91302.0,Los Angeles,(818) 999 9911,04/03/2006,04/30/2022,B,CLEAR,HUDSON INSURANCE COMPANY,30041274,03/01/2020,,Workers' Compensation Insurance,INSURANCE COMPANY OF THE WEST,WSA503811602,11/01/2019,11/01/2020,,
29,1321,26.259485327455142,823584.0,False,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,18.642857142857142,34.666666666666664,0.0,0.0,12.571428571428571,0.0,0.0,0.0,14.0,12.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,3.0,11.0,23.35779932813589,255.0,21.96031746031746,0.0,67333.33333333333,,,,,,,,,,,,,,,,,,,,,,,
30,989,26.262737429623343,1034381.0,False,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,2.0,15.0,29.20247327604276,297.0,29.0,0.0,10000.0,Corporation,CALIFORNIA BUILDERS GROUP INC,324 SOUTH BEVERLY DR #528,BEVERLY HILLS,CA,90210.0,Los Angeles,(818) 818 4444,12/26/2017,12/31/2021,B,CLEAR,WESTERN SURETY COMPANY,63450683,12/11/2017,,Exempt,,,12/10/2019,,,
31,332,26.269567213065546,1040753.0,False,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.504524886877828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,2.0,15.0,28.504524886877824,421.5,28.504524886877828,0.0,584000.0,Partnership,A M G CAPITAL,4911 GENISTA AVE,ENCINO,CA,91316.0,Los Angeles,(818) 373 7733,06/15/2018,06/30/2020,B,CLEAR,SURETEC INDEMNITY COMPANY,459113,06/04/2018,,Exempt,,,06/08/2018,,,
32,230,26.272636517071263,703664.0,False,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.8125,0.0,0.0,0.0,11.857142857142858,0.0,0.0,0.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1890.0,2.0,11.5,16.185520986745214,184.0,14.834821428571429,0.0,74463.5,,,,,,,,,,,,,,,,,,,,,,,
33,1018,26.299387196473905,834973.0,False,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.88235294117647,0.0,0.0,41.285714285714285,0.0,37.44444444444444,0.0,0.0,17.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,3.0,11.0,31.53232840896492,344.0,34.20417055711173,0.0,544666.6666666666,Corporation,R V DEVELOPMENT COMPANY INC,16655 ADDISON STREET,ENCINO,CA,91436.0,Los Angeles,(310) 210 0590,03/29/2004,03/31/2022,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,SC6333135,01/01/2016,,Exempt,,,02/03/2020,,,
34,1390,26.424495201875942,1025578.0,False,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.071428571428573,15.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,2.0,10.0,19.412557422339297,208.0,19.285714285714285,0.0,44000.0,Corporation,DREAMERS GENERAL CONSTRUCTION INC,4238 W 105TH STREET,INGLEWOOD,CA,90304.0,Los Angeles,(310) 936 6887,04/07/2017,04/30/2021,B,CLEAR,AMERICAN CONTRACTORS INDEMNITY COMPANY,100342932,03/22/2017,,Workers' Compensation Insurance,NORGUARD INSURANCE COMPANY,DRWC146723,01/22/2020,01/22/2021,,
