,License #,is_ADU_builder,ADU_performance_score,Bldg-New_count,Bldg-Alter/Repair_count,Bldg-Addition_count,2020_proj_count,2019_proj_count,2018_proj_count,2017_proj_count,2016_proj_count,2015_proj_count,2014_proj_count,2013_proj_count,2020_performance,2019_performance,2018_performance,2017_performance,2016_performance,2015_performance,2014_performance,2013_performance,2020_avg_numb_insp,2019_avg_numb_insp,2018_avg_numb_insp,2017_avg_numb_insp,2016_avg_numb_insp,2015_avg_numb_insp,2014_avg_numb_insp,2013_avg_numb_insp,numb_revs,rate,Home Additions,New Constructions,Garage Constructions,< $5k,$5k-$20k,$20k-$50k,$50k-$100k,$250k-$500k,experience,non_ADU_proj_count,non_ADU_avg_insp,w_avg_time_per_insp,avg_construction_time,non_ADU_avg_time_per_insp,ADU_proj_count,non_ADU_avg_eval,Assessor Book,Assessor Page,Assessor Parcel,Tract,Block,Lot,Reference # (Old Permit #),PCIS Permit #,Status,Status Date,Permit Type,Permit Sub-Type,Permit Category,Project Number,Event Code,Initiating Office,Issue Date,Address Start,Address Fraction Start,Address End,Address Fraction End,Street Direction,Street Name,Street Suffix,Suffix Direction,Unit Range Start,Unit Range End,Zip Code,Work Description,Valuation,Floor Area-L.A. Zoning Code Definition,# of Residential Dwelling Units,# of Stories,Contractor's Business Name,Contractor Address,Contractor City,Contractor State,License Type,Principal First Name,Principal Middle Name,Principal Last Name,License Expiration Date,Applicant First Name,Applicant Last Name,Applicant Business Name,Applicant Address 1,Applicant Address 2,Applicant Address 3,Zone,Occupancy,Floor Area-L.A. Building Code Definition,Census Tract,Latitude/Longitude,permit_ID,is_ADU,Inspection Date,Inspection Result,Inspection Type,insp_count,construction_time,norm_construction_time,t0,freshness_score,proj_final_score
10,1035397.0,True,8.24,,3.0,,1.0,1.0,1.0,,,,,,24.25,8.24,34.2,,,,,,4.0,25.0,5.0,,,,,,,,,,,,,,,,583.0,2.0,4.5,28.776546337344314,134.0,29.225,1.0,34250.0,4106.0,2.0,031,TR 13419,,53,19VN93336,18016-30000-39303,CofO Issued,2019-12-05,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,WEST LA,2019-05-07,7419.0,,7419.0,,S,NAYLOR,AVE,,,,90045.0,conversion of (e) garage to accessory dwelling unit (adu) per ab 494 a,15000.0,323.0,,1.0,WHITESTONE BUILDERS INC,14340 ADDISON ST APT 117,SHERMAN OAKS,CA,B,PJERIN,,PRENGA,01/31/2020,VASILY,SHESTOPALOU,,,,,R1-1,,0.0,2760.0,"(33.97331, -118.39389)",18016-30000-39303,True,2019-05-13,Partial Approval,PLUMBING-Rough,25,206,8.24,2017-01-01,0.7962790697674419,6.561339534883722
11,1024554.0,True,18.333333333333332,,4.0,,1.0,1.0,1.0,1.0,,,,,10.8,18.0,18.333333333333332,26.6,,,,,5.0,4.0,9.0,5.0,,,,,0.0,-1.0,5.0,0.0,0.0,2.0,11.0,10.0,0.0,0.0,1030.0,3.0,4.666666666666667,17.39825417961237,86.33333333333333,18.46666666666667,1.0,40167.0,2040.0,3.0,021,TR 3558,,18,18VN72601,18016-20000-23685,Permit Finaled,2019-03-26,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-07-25,22611.0,,22611.0,,W,CALIFA,ST,,,,91367.0,"remodel the (e) bathroom and laundry room, convert (e) study into a ne",15000.0,,,,AMERBUILD INC,22108 VANOWEN STREET,WOODLAND HILLS,CA,B,SAMI,,ASSOULINE,03/31/2019,AMERBUILD,,,,,,RA-1,,,1372.01,"(34.17751, -118.61925)",18016-20000-23685,True,2018-10-12,Insp Scheduled,BUILDING-Rough-Frame,9,165,18.333333333333332,2017-01-01,0.5302325581395348,9.720930232558139
12,875130.0,True,10.270791421522109,,10.0,4.0,,4.0,4.0,3.0,1.0,1.0,,1.0,,18.36931818181818,15.775,26.583333333333332,25.75,48.55555555555556,,28.53846153846154,,8.25,9.0,4.333333333333333,4.0,9.0,,13.0,1.0,5.0,7.0,0.0,0.0,8.0,18.0,9.0,0.0,1.0,2535.0,11.0,6.181818181818182,24.796164410984723,170.1818181818182,26.26763791763792,3.0,30933.272727272728,2075.0,005,006,TR 6170,,1232,18VN68405,18016-20000-08830,CofO Issued,2018-11-02,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-05-30,22526.0,,22526.0,,W,AVENUE SAN LUIS,,,,,91364.0,convert (e) 20' x 24' detached garage to (n) accessory dwelling unit p,22000.0,450.0,,1.0,KARMA REMODEL & DEVELOPMENT INC,20301 CELTIC ST,CHATSWORTH,CA,B,ARNON,,MALKA,03/31/2020,ILAN,DEMBSKY,,5739 KANAN RD,#133,"AGOURA HILLS, CA",R1-1,R3 Occ. Group,0.0,1374.01,,18016-20000-08830,True,2018-06-20,Partial Approval,PLUMBING-Rough,15,135,9.0,2017-01-01,0.4781395348837209,4.303255813953488
13,875130.0,True,10.270791421522109,,10.0,4.0,,4.0,4.0,3.0,1.0,1.0,,1.0,,18.36931818181818,15.775,26.583333333333332,25.75,48.55555555555556,,28.53846153846154,,8.25,9.0,4.333333333333333,4.0,9.0,,13.0,1.0,5.0,7.0,0.0,0.0,8.0,18.0,9.0,0.0,1.0,2535.0,11.0,6.181818181818182,24.796164410984723,170.1818181818182,26.26763791763792,3.0,30933.272727272728,4112.0,15.0,002,TR 11321,,153,19LA27473,19016-10000-18335,CofO Issued,2020-02-05,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,METRO,2019-06-24,8414.0,,8414.0,,S,MCCONNELL,AVE,,,,90045.0,conversion of detached garage to accessory dwelling unit per ab 494 an,15000.0,334.0,,,KARMA REMODEL & DEVELOPMENT INC,21610 VENTURA BLVD,WOODLAND HILLS,CA,B,ARNON,,MALKA,03/31/2020,FRANK,VALENTINO,,138 N. HAMILTON DR,#6,BEVERLY HILLS,R1V2,,0.0,2764.0,"(33.96169, -118.41067)",19016-10000-18335,True,2019-09-11,Partial Approval,Footing/Foundation/Slab,14,147,10.5,2017-01-01,0.8409302325581396,8.829767441860465
14,875130.0,True,10.270791421522109,,10.0,4.0,,4.0,4.0,3.0,1.0,1.0,,1.0,,18.36931818181818,15.775,26.583333333333332,25.75,48.55555555555556,,28.53846153846154,,8.25,9.0,4.333333333333333,4.0,9.0,,13.0,1.0,5.0,7.0,0.0,0.0,8.0,18.0,9.0,0.0,1.0,2535.0,11.0,6.181818181818182,24.796164410984723,170.1818181818182,26.26763791763792,3.0,30933.272727272728,4401.0,1.0,027,TR 6517,,1,19VN02882,19016-20000-27202,CofO Issued,2020-01-22,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-09-05,11825.0,,11825.0,,W,KEARSARGE,ST,,,,90049.0,convert (e) det. garage to accessory dwelling unit per ab 494 and sb,20000.0,321.0,,0.0,KARMA REMODEL & DEVELOPMENT INC,21610 VENTURA BLVD,WOODLAND HILLS,CA,B,ARNON,,MALKA,03/31/2020,ILAN,DEMBSKY,,,,,RS-1,,0.0,2640.0,"(34.06078, -118.47125)",19016-20000-27202,True,2019-09-26,Corrections Issued,Footing/Foundation/Slab,11,118,10.727272727272727,2017-01-01,0.9088372093023256,9.749344608879492
15,835794.0,True,12.833333333333334,,1.0,2.0,,1.0,1.0,,,1.0,,,,12.833333333333334,22.466666666666665,,,37.54545454545455,,,,12.0,15.0,,,11.0,,,,,,,,,,,,,1835.0,2.0,13.0,27.065162260906938,375.0,30.006060606060608,1.0,120000.0,2156.0,7.0,006,TR 16552,,39,19VN89171,18016-20000-38361,CofO Issued,2019-10-04,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-03-13,5846.0,,5846.0,,N,BECKFORD,AVE,,,,91356.0,convert detached garage (92vn11357) to accessory dwelling unit per ab4,27000.0,539.0,,,4 CORNERS REMODELING INC,7045 CANOGA AVENUE,CANOGA PARK,CA,B,KHATCHIG,ARCHIE,TITIZIAN,04/30/2020,SHANT,SHAHBAZ,,15445 VENTURA BLVD,,"SHERMAN OAKS, CA",R1-1,,0.0,1393.01,,18016-20000-38361,True,2019-05-03,Corrections Issued,BUILDING-Rough-Frame,12,154,12.833333333333334,2017-01-01,0.7451162790697674,9.56232558139535
16,538538.0,True,15.251354529143107,,26.0,10.0,,3.0,6.0,8.0,6.0,6.0,4.0,3.0,,21.375,20.166645622895626,29.44265422077922,22.82004662004662,23.526556776556777,15.845833333333331,15.285714285714286,,5.333333333333333,16.333333333333332,6.375,9.5,7.0,5.25,10.666666666666666,,,,,,,,,,,2578.0,32.0,7.53125,25.137266767982776,169.9375,23.450527684121433,4.0,30576.3125,4122.0,8.0,009,TR 12076,,42,18WL87198,17014-30000-06263,CofO Issued,2019-04-24,Bldg-Addition,1 or 2 Family Dwelling,Plan Check,,,WEST LA,2018-02-02,6521.0,,6521.0,,W,87TH,ST,,,,90045.0,convert detached garage to accessory dwelling unit per ab 494 & sb 229,25000.0,689.0,,1.0,H A S CONSTRUCTION INC,11272 WASHINGTON PL,CULVER CITY,CA,B,ANDRE,LEE,VIAULT,10/31/2018,MAX,VIAULT,,-,-,-,R1-1,,311.0,2780.01,"(33.9587, -118.40242)",17014-30000-06263,True,2018-02-14,Approved,Sewer,32,434,13.5625,2017-01-01,0.36930232558139536,5.008662790697675
17,538538.0,True,15.251354529143107,,26.0,10.0,,3.0,6.0,8.0,6.0,6.0,4.0,3.0,,21.375,20.166645622895626,29.44265422077922,22.82004662004662,23.526556776556777,15.845833333333331,15.285714285714286,,5.333333333333333,16.333333333333332,6.375,9.5,7.0,5.25,10.666666666666666,,,,,,,,,,,2578.0,32.0,7.53125,25.137266767982776,169.9375,23.450527684121433,4.0,30576.3125,4259.0,015,016,TR 3298,,15,18WL86342,17016-20000-34114,CofO Issued,2018-06-22,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2018-01-03,1842.0,,1842.0,,S,ARMACOST,AVE,,,,90025.0,"convert the (e) 18'-0"" x 20'-0"" detached garage into new accessory dwe",25000.0,330.0,,0.0,H A S CONSTRUCTION INC,11272 WASHINGTON PL,CULVER CITY,CA,B,ANDRE,LEE,VIAULT,10/31/2018,KEVIN,BOND,,23919 CAPISTRANO CT.,,VALENCIA CA,R1-1,,0.0,2676.0,,17016-20000-34114,True,2018-01-17,Corrections Issued,BUILDING-Rough-Frame,11,156,14.181818181818182,2017-01-01,0.3413953488372093,4.841606765327695
18,538538.0,True,15.251354529143107,,26.0,10.0,,3.0,6.0,8.0,6.0,6.0,4.0,3.0,,21.375,20.166645622895626,29.44265422077922,22.82004662004662,23.526556776556777,15.845833333333331,15.285714285714286,,5.333333333333333,16.333333333333332,6.375,9.5,7.0,5.25,10.666666666666666,,,,,,,,,,,2578.0,32.0,7.53125,25.137266767982776,169.9375,23.450527684121433,4.0,30576.3125,4255.0,25.0,007,TR 13037,,76,18WL91723,18016-30000-11923,CofO Issued,2020-01-13,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,WEST LA,2018-07-18,10762.0,,10762.0,,W,CUSHDON,AVE,,,,90064.0,convert existing detached 1-story type vb 2-car garage into accessory,16000.0,368.0,,1.0,H A S CONSTRUCTION INC,11272 WASHINGTON PL,CULVER CITY,CA,B,ANDRE,LEE,VIAULT,10/31/2018,MAX,VIAULT,,,,,R1-1-O,,0.0,2678.0,"(34.03887, -118.42519)",18016-30000-11923,True,2018-08-01,Approved,Sewer,25,530,21.2,2017-01-01,0.5237209302325582,11.102883720930233
19,538538.0,True,15.251354529143107,,26.0,10.0,,3.0,6.0,8.0,6.0,6.0,4.0,3.0,,21.375,20.166645622895626,29.44265422077922,22.82004662004662,23.526556776556777,15.845833333333331,15.285714285714286,,5.333333333333333,16.333333333333332,6.375,9.5,7.0,5.25,10.666666666666666,,,,,,,,,,,2578.0,32.0,7.53125,25.137266767982776,169.9375,23.450527684121433,4.0,30576.3125,5516,010,002,TR 704,B,3,17WL85884,17016-30000-36781,Permit Finaled,2018-03-01,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,WEST LA,2017-12-12,248.0,,248.0,,S,VAN NESS,AVE,,,,90004.0,repair front of (e) 2 story accessory building. interior cantilever co,8000.0,,,,H A S CONSTRUCTION INC,11272 WASHINGTON PL,CULVER CITY,CA,B,ANDRE,LEE,VIAULT,10/31/2018,MAXIM,VIAULT,,,,,R1-1-HPOZ,,,2115.0,"(34.06976, -118.31543)",17016-30000-36781,True,2017-12-22,Insp Scheduled,Footing/Foundation/Slab,8,69,8.625,2017-01-01,0.3209302325581395,2.7680232558139535
20,993435.0,True,17.0,,6.0,1.0,,5.0,,1.0,,,1.0,,,23.205000000000002,,17.0,,,16.25,,,7.4,,17.0,,,12.0,,,,,,,,,,,,2077.0,6.0,8.166666666666666,22.885779007296925,180.83333333333334,22.045833333333334,1.0,50424.666666666664,5469.0,23.0,002,HIGHLAND HEIGHTS,,22,17LA95357,17016-10000-26370,CofO Issued,2018-11-07,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,METRO,2017-12-29,524.0,,524.0,,N,AVENUE 53,,,,,90042.0,convert portion of existing 3-car garage 34'x20' to an accessory dwell,25000.0,440.0,,1.0,CASA BONITA BUILDERS INC,1866 E CALAVERAS ST,ALTADENA,CA,B,JACK,,RAMIREZ,06/30/2018,APNIESZKA,KALEK,,2955 E. ORANGE GROVE,,"PASADENA, CA",R1-1-HPOZ,,0.0,1835.2,"(34.11269, -118.20172)",17016-10000-26370,True,2018-01-22,Not Ready for Inspection,Footing/Foundation/Slab,17,289,17.0,2017-01-01,0.33674418604651163,5.724651162790698
21,1030887.0,True,44.42857142857143,,3.0,,1.0,2.0,,,,,,,9.2,28.521978021978022,,,,,,,5.0,10.0,,,,,,,22.0,5.0,0.0,3.0,0.0,2.0,7.0,0.0,0.0,0.0,446.0,2.0,9.0,10.827192710593192,105.0,10.907692307692308,1.0,28500.0,2667.0,1.0,006,TR 16246,,17,19VN91452,19016-20000-10412,CofO Issued,2020-03-19,Bldg-Alter/Repair,1 or 2 Family Dwelling,Plan Check,,,VAN NUYS,2019-04-12,11008.0,,11008.0,,N,WOODLEY,AVE,,,,91344.0,convert the (e) garage into a (n) accessory dwelling unit per ab 494 a,19000.0,341.0,,,TRIG BUILDERS INC,6442 COLDWATER CANYON AVE 111,NORTH HOLLYWOOD,CA,B,YOSSI,,MALUL,09/30/2019,GEOVANNI,RODRIGUEZ,,7540 BALBOA BL.,#9,VAN NUYS CA,RS-1,,0.0,1093.0,,19016-20000-10412,True,2019-05-13,Corrections Issued,Footing/Foundation/Slab,7,311,44.42857142857143,2017-01-01,0.7730232558139535,34.34431893687708
