,permit_ID,section,date,status,inspector
38,19016-20000-10124,Underground Mechanical,9/5/2019,Not Ready for Inspection,CHRISTOPHE COCHRAN
39,19016-20000-10124,BUILDING-Rough-Frame,9/10/2019,Approved,CHRISTOPHE COCHRAN
40,19016-20000-10124,Green Building Rough,9/10/2019,Approved,CHRISTOPHE COCHRAN
41,19016-20000-10124,Interior/Exterior Lathing,9/13/2019,Not Ready for Inspection,CHRISTOPHE COCHRAN
42,19016-20000-10124,Insulation,9/18/2019,Partial Approval,CHRISTOPHE COCHRAN
43,19016-20000-10124,HVAC-Rough,9/26/2019,Approved,CHRISTOPHE COCHRAN
44,19016-20000-10124,Insulation,9/26/2019,Approved,CHRISTOPHE COCHRAN
45,19016-20000-10124,Shower Pan,9/26/2019,Approved,CHRISTOPHE COCHRAN
46,19016-20000-10124,Interior/Exterior Lathing,10/1/2019,Approved,CHRISTOPHE COCHRAN
47,19016-20000-10124,Drywall Nailing,10/4/2019,Approved,CHRISTOPHE COCHRAN
48,19016-20000-10124,Final,1/13/2020,Corrections Issued,CHRISTOPHE COCHRAN
49,19016-20000-10124,Green Building Final,1/13/2020,Not Ready for Inspection,CHRISTOPHE COCHRAN
50,19016-20000-10124,SGSOV-Seismic Gas S/O Valve,1/13/2020,SGSOV Not Ready,CHRISTOPHE COCHRAN
51,19016-20000-10124,Smoke Detectors,1/13/2020,Approved,CHRISTOPHE COCHRAN
52,19016-20000-10124,Final,2/3/2020,Not Ready for Inspection,CHRISTOPHE COCHRAN
53,19016-20000-10124,Green Building Final,2/3/2020,Approved,CHRISTOPHE COCHRAN
54,19016-20000-10124,SGSOV-Seismic Gas S/O Valve,2/3/2020,SGSOV Approved,CHRISTOPHE COCHRAN
55,19016-20000-10124,Final,2/6/2020,OK to Issue CofO,CHRISTOPHE COCHRAN
56,18016-30000-33740,Pre-Inspection,4/2/2019,Not Ready for Inspection,KEVIN BEAULIEU
57,18016-30000-33740,Footing/Foundation/Slab,4/9/2019,Approved,KEVIN BEAULIEU
58,18016-30000-33740,Underground Mechanical,4/15/2019,OK to Expire Permit,KEVIN BEAULIEU
59,18016-30000-33740,ELECTRICAL-Rough,4/25/2019,Approved,ROBERT VORHIS
60,18016-30000-33740,PLUMBING-Rough,4/25/2019,Not Ready for Inspection,ROBERT VORHIS
61,18016-30000-33740,ELECTRICAL-Rough,4/30/2019,Not Ready for Inspection,KEVIN BEAULIEU
62,18016-30000-33740,PLUMBING-Rough,4/30/2019,Not Ready for Inspection,KEVIN BEAULIEU
63,18016-30000-33740,ELECTRICAL-Rough,5/3/2019,Approved,EVAN COOPER
64,18016-30000-33740,PLUMBING-Rough,5/3/2019,Partial Approval,EVAN COOPER
65,18016-30000-33740,BUILDING-Rough-Frame,5/8/2019,Approved,KEVIN BEAULIEU
66,18016-30000-33740,Drywall Nailing,5/15/2019,Approved,KEVIN BEAULIEU
67,18016-30000-33740,Interior/Exterior Lathing,5/20/2019,Not Ready for Inspection,EVAN COOPER
68,18016-30000-33740,Interior/Exterior Lathing,5/24/2019,Conditional Approval,KEVIN BEAULIEU
69,18016-30000-33740,Interior/Exterior Lathing,5/30/2019,Partial Approval,KEVIN BEAULIEU
70,18016-30000-33740,Interior/Exterior Lathing,6/4/2019,Not Ready for Inspection,KEVIN BEAULIEU
71,18016-30000-33740,Interior/Exterior Lathing,6/25/2019,Approved,KEVIN BEAULIEU
72,18016-30000-33740,Final,7/9/2019,Corrections Issued,EVAN COOPER
73,18016-30000-33740,SGSOV-Seismic Gas S/O Valve,7/9/2019,SGSOV Not Ready,EVAN COOPER
74,18016-30000-33740,Smoke Detectors,7/9/2019,Approved,EVAN COOPER
75,18016-30000-33740,Final,7/15/2019,Not Ready for Inspection,KEVIN BEAULIEU
76,18016-30000-33740,SGSOV-Seismic Gas S/O Valve,7/15/2019,SGSOV Not Ready,KEVIN BEAULIEU
77,18016-30000-33740,Final,7/22/2019,Partial Approval,EVAN COOPER
78,18016-30000-33740,SGSOV-Seismic Gas S/O Valve,7/22/2019,SGSOV Approved,EVAN COOPER
79,18016-30000-33740,Final,9/3/2019,Partial Approval,KEVIN BEAULIEU
80,18016-30000-33740,Final,9/11/2019,Partial Approval,KEVIN BEAULIEU
81,18016-30000-33740,Final,9/12/2019,OK to Issue CofO,KEVIN BEAULIEU
82,18014-20000-05176,PLUMBING-Rough,10/30/2018,Corrections Issued,DAVID FEILER
83,18014-20000-05176,PLUMBING-Rough,11/2/2018,Partial Approval,ALEJANDRO DE ARTOLA
84,18014-20000-05176,Underground Mechanical,11/2/2018,Partial Approval,ALEJANDRO DE ARTOLA
85,18014-20000-05176,Footing/Foundation/Slab,11/5/2018,Approved,WILLIAM ROSE
86,18014-20000-05176,Floor/Roof Diaphrgm/Shear Wall,12/4/2018,Partial Approval,DAVID FEILER
87,18014-20000-05176,ELECTRICAL-Rough,12/12/2018,Not Ready for Inspection,ANSON MAGLASANG
88,18014-20000-05176,Floor/Roof Diaphrgm/Shear Wall,12/12/2018,Partial Approval,ANSON MAGLASANG
89,18014-20000-05176,PLUMBING-Rough,12/12/2018,Not Ready for Inspection,ANSON MAGLASANG
90,18014-20000-05176,BUILDING-Rough-Frame,1/9/2019,Corrections Issued,DAVID FEILER
91,18014-20000-05176,Green Building Rough,1/9/2019,Approved,DAVID FEILER
92,18014-20000-05176,Interior/Exterior Lathing,1/9/2019,Corrections Issued,DAVID FEILER
93,18014-20000-05176,MERV13>=Rough,1/9/2019,Approved,DAVID FEILER
94,18014-20000-05176,Rough-Elec/Plmb/HVAC,1/9/2019,Approved,DAVID FEILER
95,18014-20000-05176,BUILDING-Rough-Frame,1/14/2019,Partial Approval,DAVID FEILER
96,18014-20000-05176,Insulation,1/16/2019,Approved,DAVID FEILER
97,18014-20000-05176,Drywall Nailing,1/18/2019,Approved,DAVID FEILER
98,18014-20000-05176,Interior/Exterior Lathing,1/18/2019,Partial Approval,DAVID FEILER
99,18014-20000-05176,Interior/Exterior Lathing,1/23/2019,Partial Approval,DAVID FEILER
100,18014-20000-05176,SGSOV-Seismic Gas S/O Valve,7/22/2019,SGSOV Not Ready,JOHN KLARIN
101,18014-20000-05176,BUILDING-Rough-Frame,8/21/2019,Not Ready for Inspection,EUGENE CASSIDY
102,18014-20000-05176,Final,8/21/2019,Not Ready for Inspection,EUGENE CASSIDY
103,18014-20000-05176,Green Building Final,8/21/2019,Corrections Issued,EUGENE CASSIDY
104,18014-20000-05176,MERV13>=Final,8/21/2019,Not Ready for Inspection,EUGENE CASSIDY
105,18014-20000-05176,SGSOV-Seismic Gas S/O Valve,8/21/2019,SGSOV Not Ready,EUGENE CASSIDY
106,18014-20000-05176,Smoke Detectors,8/21/2019,Approved,EUGENE CASSIDY
107,18014-20000-05176,BUILDING-Rough-Frame,8/23/2019,Approved,EUGENE CASSIDY
108,18014-20000-05176,Final,8/23/2019,Partial Approval,EUGENE CASSIDY
109,18014-20000-05176,Green Building Final,8/23/2019,Approved,EUGENE CASSIDY
110,18014-20000-05176,MERV13>=Final,8/23/2019,Approved,EUGENE CASSIDY
111,18014-20000-05176,SGSOV-Seismic Gas S/O Valve,8/23/2019,SGSOV Approved,EUGENE CASSIDY
112,18014-20000-05176,Final,8/30/2019,No Access for Inspection,WILLIAM ROSE
113,18014-20000-05176,Final,9/3/2019,Not Ready for Inspection,EUGENE CASSIDY
114,18014-20000-05176,Final,9/6/2019,OK to Issue CofO,EUGENE CASSIDY
115,17014-10000-02893,Footing/Foundation/Slab,8/16/2018,Approved,ENRIQUE MIRELES
116,17014-10000-02893,PLUMBING-Rough,8/24/2018,Corrections Issued,RUBEN SALAS
117,17014-10000-02893,PLUMBING-Rough,8/31/2018,Partial Approval,RUBEN SALAS
118,17014-10000-02893,Floor/Roof Diaphrgm/Shear Wall,9/10/2018,Partial Approval,ENRIQUE MIRELES
119,17014-10000-02893,Reinforced Concrete Frame,9/10/2018,Partial Approval,ENRIQUE MIRELES
120,17014-10000-02893,ELECTRICAL-Rough,11/14/2018,Approved,ENRIQUE MIRELES
121,17014-10000-02893,HVAC-Rough,11/14/2018,Approved,ENRIQUE MIRELES
122,17014-10000-02893,PLUMBING-Rough,11/14/2018,Approved,ENRIQUE MIRELES
123,17014-10000-02893,Wood Frame,11/14/2018,Approved,ENRIQUE MIRELES
124,17014-10000-02893,BUILDING-Rough-Frame,11/20/2018,Approved,OSVALDO PARAMO
125,17014-10000-02893,Green Building Rough,11/20/2018,Approved,OSVALDO PARAMO
126,17014-10000-02893,Insulation,11/20/2018,Approved,OSVALDO PARAMO
127,17014-10000-02893,Shower Pan,11/20/2018,Approved,OSVALDO PARAMO
128,17014-10000-02893,Drywall Nailing,12/3/2018,Approved,OSVALDO PARAMO
129,17014-10000-02893,Final,8/9/2019,Corrections Issued,ENRIQUE MIRELES
130,17014-10000-02893,Green Building Final,8/9/2019,Approved,ENRIQUE MIRELES
131,17014-10000-02893,SGSOV-Seismic Gas S/O Valve,8/9/2019,SGSOV Approved,ENRIQUE MIRELES
132,17014-10000-02893,Smoke Detectors,8/9/2019,Approved,ENRIQUE MIRELES
133,17014-10000-02893,Final,9/19/2019,OK to Issue CofO,ENRIQUE MIRELES
134,19043-20000-01270,Overhead Hydro,3/18/2019,Approved,JOSEPH TAYLOR
135,19043-20000-01270,Rough,3/18/2019,Approved,JOSEPH TAYLOR
136,19043-20000-01270,Final,9/10/2019,Corrections Issued,KARIN IZUMI
137,19043-20000-01270,Final,9/18/2019,Permit Finaled,KARIN IZUMI
138,17014-30000-05005,Footing/Foundation/Slab,4/27/2018,Approved,SALVADOR GONZALEZ
139,17014-30000-05005,METHANE-Barrier,4/27/2018,Approved,SALVADOR GONZALEZ
140,17014-30000-05005,METHANE-Subgrade,4/27/2018,Approved,SALVADOR GONZALEZ
141,17014-30000-05005,Floor/Roof Diaphrgm/Shear Wall,5/7/2018,Approved,SALVADOR GONZALEZ
142,17014-30000-05005,Floor/Roof Diaphrgm/Shear Wall,7/6/2018,Approved,SALVADOR GONZALEZ
143,17014-30000-05005,Green Building Rough,7/6/2018,Not Ready for Inspection,SALVADOR GONZALEZ
144,17014-30000-05005,METHANE-Rough,7/6/2018,Approved,SALVADOR GONZALEZ
145,17014-30000-05005,Wood Frame,7/6/2018,Approved,SALVADOR GONZALEZ
146,17014-30000-05005,ELECTRICAL-Rough,7/12/2018,Approved,SALVADOR GONZALEZ
147,17014-30000-05005,HVAC-Rough,7/12/2018,Not Ready for Inspection,SALVADOR GONZALEZ
148,17014-30000-05005,Interior/Exterior Lathing,7/12/2018,Partial Approval,SALVADOR GONZALEZ
149,17014-30000-05005,PLUMBING-Rough,7/12/2018,Approved,SALVADOR GONZALEZ
150,17014-30000-05005,BUILDING-Rough-Frame,7/25/2018,Approved,SALVADOR GONZALEZ
151,17014-30000-05005,Green Building Rough,7/25/2018,Approved,SALVADOR GONZALEZ
152,17014-30000-05005,HVAC-Rough,7/25/2018,Approved,SALVADOR GONZALEZ
153,17014-30000-05005,Shower Pan,7/25/2018,Approved,SALVADOR GONZALEZ
154,17014-30000-05005,Drywall Nailing,7/30/2018,Approved,SALVADOR GONZALEZ
155,17014-30000-05005,Insulation,7/30/2018,Approved,SALVADOR GONZALEZ
156,17014-30000-05005,Interior/Exterior Lathing,7/31/2018,Approved,AJA COLLAY
157,17014-30000-05005,ELECTRICAL-Final,11/13/2018,Not Ready for Inspection,AJA COLLAY
158,17014-30000-05005,Final,11/13/2018,Not Ready for Inspection,AJA COLLAY
159,17014-30000-05005,Green Building Final,11/13/2018,Approved,AJA COLLAY
160,17014-30000-05005,HVAC-Final,11/13/2018,Corrections Issued,AJA COLLAY
161,17014-30000-05005,PLUMBING-Final,11/13/2018,Approved,AJA COLLAY
162,17014-30000-05005,SGSOV-Seismic Gas S/O Valve,11/13/2018,SGSOV Approved,AJA COLLAY
163,17014-30000-05005,Smoke Detectors,11/13/2018,Not Ready for Inspection,AJA COLLAY
164,17014-30000-05005,Final,2/19/2019,Corrections Issued,DANIEL GONZALEZ
165,17014-30000-05005,ELECTRICAL-Final,2/27/2019,Approved,DANIEL GONZALEZ
166,17014-30000-05005,Final,2/27/2019,OK to Issue CofO,DANIEL GONZALEZ
167,17014-30000-05005,HVAC-Final,2/27/2019,Approved,DANIEL GONZALEZ
168,17014-30000-05005,Smoke Detectors,2/27/2019,Approved,DANIEL GONZALEZ
169,19043-20000-03161,Overhead Hydro,7/9/2019,Approved,KARIN IZUMI
170,19043-20000-03161,Rough,7/9/2019,Approved,KARIN IZUMI
171,19043-20000-03161,Final,9/17/2019,Permit Finaled,JASON WILSON
172,19016-20000-19042,Deputy Drilled-In Anchors,7/8/2019,Partial Approval,JOHN COLEMAN
173,19016-20000-19042,Footing/Foundation/Slab,7/9/2019,Approved,JOHN COLEMAN
174,19016-20000-19042,BUILDING-Rough-Frame,7/25/2019,Corrections Issued,JOHN COLEMAN
175,19016-20000-19042,ELECTRICAL-Rough,7/25/2019,Approved,JOHN COLEMAN
176,19016-20000-19042,Green Building Rough,7/25/2019,Approved,JOHN COLEMAN
177,19016-20000-19042,PLUMBING-Rough,7/25/2019,Corrections Issued,JOHN COLEMAN
178,19016-20000-19042,BUILDING-Rough-Frame,8/5/2019,Approved,JOHN COLEMAN
179,19016-20000-19042,Drywall Nailing,8/13/2019,Approved,JOHN COLEMAN
180,19016-20000-19042,Interior/Exterior Lathing,8/15/2019,Approved,JOHN COLEMAN
181,19016-20000-19042,Final,9/13/2019,Corrections Issued,JOHN COLEMAN
182,19016-20000-19042,Green Building Final,9/13/2019,Approved,JOHN COLEMAN
183,19016-20000-19042,SGSOV-Seismic Gas S/O Valve,9/13/2019,SGSOV Not Ready,JOHN COLEMAN
184,19016-20000-19042,Smoke Detectors,9/13/2019,Approved,JOHN COLEMAN
185,19016-20000-19042,Final,9/19/2019,OK to Issue CofO,JOHN COLEMAN
186,19016-20000-19042,SGSOV-Seismic Gas S/O Valve,9/19/2019,SGSOV Approved,JOHN COLEMAN
187,17016-10000-27298,Footing/Foundation/Slab,12/18/2017,Approved,RUBEN SALAS
188,17016-10000-27298,Floor/Roof Diaphrgm/Shear Wall,1/5/2018,Partial Approval,ENRIQUE MIRELES
189,17016-10000-27298,Underground Mechanical,1/5/2018,Partial Approval,ENRIQUE MIRELES
190,17016-10000-27298,Floor/Roof Diaphrgm/Shear Wall,3/5/2018,Approved,ENRIQUE MIRELES
191,17016-10000-27298,BUILDING-Rough-Frame,4/6/2018,Corrections Issued,RUBEN SALAS
192,17016-10000-27298,Green Building Rough,4/6/2018,Not Ready for Inspection,RUBEN SALAS
193,17016-10000-27298,ELECTRICAL-Rough,7/12/2018,Partial Approval,ENRIQUE MIRELES
194,17016-10000-27298,HVAC-Rough,7/12/2018,Partial Approval,ENRIQUE MIRELES
195,17016-10000-27298,PLUMBING-Rough,7/12/2018,Partial Approval,ENRIQUE MIRELES
196,17016-10000-27298,BUILDING-Rough-Frame,7/17/2018,Corrections Issued,OSVALDO PARAMO
197,17016-10000-27298,ELECTRICAL-Rough,7/17/2018,Corrections Issued,OSVALDO PARAMO
198,17016-10000-27298,Green Building Rough,7/17/2018,Not Ready for Inspection,OSVALDO PARAMO
199,17016-10000-27298,HVAC-Rough,7/17/2018,Approved,OSVALDO PARAMO
200,17016-10000-27298,PLUMBING-Rough,7/17/2018,Partial Inspection,OSVALDO PARAMO
201,17016-10000-27298,ELECTRICAL-Rough,7/25/2018,Approved,RUBEN SALAS
202,17016-10000-27298,HVAC-Rough,7/25/2018,Not Ready for Inspection,RUBEN SALAS
203,17016-10000-27298,PLUMBING-Rough,7/25/2018,Partial Approval,RUBEN SALAS
204,17016-10000-27298,Insulation,8/1/2018,Approved,RUBEN SALAS
205,17016-10000-27298,Drywall Nailing,8/6/2018,Approved,RUBEN SALAS
206,17016-10000-27298,BUILDING-Rough-Frame,2/4/2019,Approved,OSVALDO PARAMO
207,17016-10000-27298,Final,2/4/2019,Corrections Issued,OSVALDO PARAMO
208,17016-10000-27298,Green Building Final,2/4/2019,Not Ready for Inspection,OSVALDO PARAMO
209,17016-10000-27298,Green Building Rough,2/4/2019,Approved,OSVALDO PARAMO
210,17016-10000-27298,SGSOV-Seismic Gas S/O Valve,2/4/2019,SGSOV Approved,OSVALDO PARAMO
211,17016-10000-27298,Smoke Detectors,2/4/2019,Approved,OSVALDO PARAMO
212,17016-10000-27298,Final,2/12/2019,Not Ready for Inspection,OSVALDO PARAMO
213,17016-10000-27298,Green Building Final,2/12/2019,Not Ready for Inspection,OSVALDO PARAMO
214,17016-10000-27298,Final,4/9/2019,Corrections Issued,BRIAN SULLIVAN
215,17016-10000-27298,Green Building Final,4/9/2019,Approved,BRIAN SULLIVAN
216,17016-10000-27298,Final,6/3/2019,Corrections Issued,CRAIG VAUGHAN
217,17016-10000-27298,Final,6/10/2019,Not Ready for Inspection,BRIAN SULLIVAN
218,17016-10000-27298,Final,10/16/2019,Conditional Approval,RUBEN SALAS
219,19014-20001-04449,No Data Available.,,,
220,19016-30000-33933,BUILDING-Rough-Frame,11/25/2019,Not Ready for Inspection,DAVID SANDOVAL
221,19016-30000-33933,ELECTRICAL-Rough,11/25/2019,Not Ready for Inspection,DAVID SANDOVAL
222,19016-30000-33933,Footing/Foundation/Slab,11/25/2019,Corrections Issued,DAVID SANDOVAL
223,19016-30000-33933,PLUMBING-Rough,11/25/2019,Corrections Issued,DAVID SANDOVAL
224,19016-30000-33933,ELECTRICAL-Rough,12/2/2019,Corrections Issued,DAVID SANDOVAL
225,19016-30000-33933,Footing/Foundation/Slab,12/2/2019,Not Ready for Inspection,DAVID SANDOVAL
226,19016-30000-33933,PLUMBING-Rough,12/2/2019,Corrections Issued,DAVID SANDOVAL
227,19016-30000-33933,BUILDING-Rough-Frame,12/5/2019,Not Ready for Inspection,DAVID SANDOVAL
228,19016-30000-33933,Footing/Foundation/Slab,12/5/2019,Approved,DAVID SANDOVAL
229,19016-30000-33933,PLUMBING-Rough,12/5/2019,Partial Approval,DAVID SANDOVAL
230,19016-30000-33933,BUILDING-Rough-Frame,12/12/2019,Not Ready for Inspection,DAVID SANDOVAL
231,19016-30000-33933,ELECTRICAL-Rough,12/12/2019,Not Ready for Inspection,DAVID SANDOVAL
232,19016-30000-33933,Shower Pan,12/12/2019,Approved,DAVID SANDOVAL
233,19016-30000-33933,ELECTRICAL-Rough,12/19/2019,Approved,DAVID SANDOVAL
234,19016-30000-33933,Floor/Roof Diaphrgm/Shear Wall,12/19/2019,Approved,DAVID SANDOVAL
235,19016-30000-33933,PLUMBING-Rough,12/19/2019,Approved,DAVID SANDOVAL
236,19016-30000-33933,Shower Pan,12/19/2019,Approved,DAVID SANDOVAL
237,19016-30000-33933,Insulation,12/24/2019,Corrections Issued,DAVID SANDOVAL
238,19016-30000-33933,Interior/Exterior Lathing,12/24/2019,Not Ready for Inspection,DAVID SANDOVAL
239,19016-30000-33933,Insulation,12/30/2019,Not Ready for Inspection,DAVID SANDOVAL
240,19016-30000-33933,Interior/Exterior Lathing,12/30/2019,Corrections Issued,DAVID SANDOVAL
241,19016-30000-33933,BUILDING-Rough-Frame,1/23/2020,Corrections Issued,DAVID SANDOVAL
242,19016-30000-33933,Insulation,1/23/2020,Approved,DAVID SANDOVAL
243,19016-30000-33933,Interior/Exterior Lathing,1/23/2020,Not Ready for Inspection,DAVID SANDOVAL
244,19016-30000-33933,BUILDING-Rough-Frame,1/31/2020,Approved,VINCENT HANLEY
245,19016-30000-33933,Drywall Nailing,1/31/2020,Approved,VINCENT HANLEY
246,19016-30000-33933,Green Building Rough,1/31/2020,Approved,VINCENT HANLEY
247,19016-30000-33933,Interior/Exterior Lathing,1/31/2020,Approved,VINCENT HANLEY
248,19016-30000-33933,Floor/Roof Diaphrgm/Shear Wall,2/4/2020,Partial Approval,HENRY KIM
249,19016-30000-33933,Final,2/13/2020,Corrections Issued,VINCENT HANLEY
250,19016-30000-33933,SGSOV-Seismic Gas S/O Valve,2/13/2020,SGSOV Not Ready,VINCENT HANLEY
251,19016-30000-33933,Smoke Detectors,2/13/2020,Approved,VINCENT HANLEY
252,19016-30000-33933,ELECTRICAL-Final,2/19/2020,Approved,VINCENT HANLEY
253,19016-30000-33933,Final,2/19/2020,OK to Issue CofO,VINCENT HANLEY
254,19016-30000-33933,HVAC-Final,2/19/2020,Approved,VINCENT HANLEY
255,19016-30000-33933,PLUMBING-Final,2/19/2020,Approved,VINCENT HANLEY
256,19016-30000-33933,SGSOV-Seismic Gas S/O Valve,2/19/2020,SGSOV Approved,VINCENT HANLEY
257,19014-20000-06387,Wood Frame,1/22/2020,Corrections Issued,DAVID CHAN
258,19014-20000-06387,Wood Frame,1/27/2020,Not Ready for Inspection,AJA COLLAY
259,19014-20000-06387,Footing/Foundation/Slab,2/13/2020,Approved,AJA COLLAY
260,19014-20000-06387,Wood Frame,2/13/2020,Approved,AJA COLLAY
261,19014-20000-06387,Drywall Nailing,2/18/2020,Approved,AJA COLLAY
262,19014-20000-06387,Interior/Exterior Lathing,2/18/2020,Approved,AJA COLLAY
263,19014-20000-06387,Final,2/25/2020,Permit Finaled,AJA COLLAY
264,19014-20000-06387,Smoke Detectors,2/25/2020,Approved,AJA COLLAY
265,17014-10000-02027,PLUMBING-Rough,9/27/2017,Corrections Issued,NEWTON GERHARDT
266,17014-10000-02027,Sewer,10/4/2017,Partial Approval,DAVID HEINE
267,17014-10000-02027,Excavation/Setback/Form/Re-Bar,10/16/2017,Corrections Issued,MICHAEL PELHAM
268,17014-10000-02027,Excavation/Setback/Form/Re-Bar,10/31/2017,Conditional Approval,MICHAEL PELHAM
269,17014-10000-02027,Footing/Foundation/Slab,10/31/2017,Approved,MICHAEL PELHAM
270,17014-10000-02027,Floor/Roof Diaphrgm/Shear Wall,12/21/2017,Partial Approval,MICHAEL PELHAM
271,17014-10000-02027,Deputy Wood Construction,1/12/2018,Conditional Approval,MICHAEL PELHAM
272,17014-10000-02027,BUILDING-Rough-Frame,1/22/2018,Partial Inspection,MICHAEL PELHAM
273,17014-10000-02027,PLUMBING-Rough,1/22/2018,Partial Approval,MICHAEL PELHAM
274,17014-10000-02027,Sewer,1/22/2018,Approved,MICHAEL PELHAM
275,17014-10000-02027,BUILDING-Rough-Frame,1/29/2018,No Access for Inspection,MICHAEL PELHAM
276,17014-10000-02027,PLUMBING-Rough,3/1/2018,No Access for Inspection,MICHAEL PELHAM
277,17014-10000-02027,BUILDING-Rough-Frame,4/30/2018,Corrections Issued,ANDREW NAVE
278,17014-10000-02027,Green Building Rough,4/30/2018,Not Ready for Inspection,ANDREW NAVE
279,17014-10000-02027,PLUMBING-Rough,4/30/2018,Corrections Issued,ANDREW NAVE
280,17014-10000-02027,Deputy Drilled-In Anchors,5/3/2018,Conditional Approval,ANDREW NAVE
281,17014-10000-02027,ELECTRICAL-Rough,5/18/2018,Approved,ANDREW NAVE
282,17014-10000-02027,PLUMBING-Rough,5/18/2018,Approved,ANDREW NAVE
283,17014-10000-02027,BUILDING-Rough-Frame,5/24/2018,Conditional Approval,ANDREW NAVE
284,17014-10000-02027,Green Building Rough,5/24/2018,Not Ready for Inspection,ANDREW NAVE
285,17014-10000-02027,Insulation,6/26/2018,Conditional Approval,ANDREW NAVE
286,17014-10000-02027,Interior/Exterior Lathing,6/26/2018,Approved,ANDREW NAVE
287,17014-10000-02027,Drywall Nailing,7/3/2018,Approved,ANDREW NAVE
288,17014-10000-02027,Green Building Rough,7/3/2018,Approved,ANDREW NAVE
289,17014-10000-02027,BUILDING-Rough-Frame,3/4/2020,Approved,KEVIN BEAULIEU
290,17014-10000-02027,Final,3/4/2020,Not Ready for Inspection,KEVIN BEAULIEU
291,17014-10000-02027,Green Building Final,3/4/2020,Not Ready for Inspection,KEVIN BEAULIEU
292,17014-10000-02027,SGSOV-Seismic Gas S/O Valve,3/4/2020,SGSOV Approved,KEVIN BEAULIEU
293,17014-10000-02027,Smoke Detectors,3/4/2020,Approved,KEVIN BEAULIEU
294,17014-10000-02027,Final,3/27/2020,Partial Approval,EVAN COOPER
295,17014-10000-02027,Green Building Final,3/27/2020,Approved,EVAN COOPER
