,permit_ID,full_description
17,14016-10000-15930,"CONVERT EXISTING DUPLEX INTO SINGLE FMAILY DWELLING, REMOVE ROOF AND ENCLOSURE TO CONVERT (E) ENCLOSED PATIO/SUNROOM (10'X11') INTO OPEN DECK. COMPLETE INTERIOR RENOVATION."
18,19016-20000-25413,CONVERT (E) DETACHED 20' X 18' 2-CAR GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK DONE PER WFPP.
19,17016-20000-38526,CONVERT THE (E) DETACHED GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069
20,18043-20000-06460,"NEW 13D SYSTEM FOR AN ADU. 1 INCH METER, NO BACKFLOW"
21,15016-20000-03823,CONVERT (E) CLOSET TO BATHROOM SHOWER PER WFP.P
22,17016-20000-34812,"CONVERT THE EXIST. IRR. 20' x 21'-3"" ATTACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069."
23,14020-10002-02318,SUPPLEMENTAL PERMTI TO # 14020-10000-02318 TO CONVERT PORTION OF AREA UNDER VEHICLE LIFT PAD AT BSEMENT LEVEL # 2 INTO EQUIPMENT MAINTENANCE  ROOM WITH RESTROOM .
24,13016-10000-00422,"REMODEL (E) KITCHEN & BATHROOM.  CONVERT (E) POWDER RM TO LAUNDRY RM.  CREATE NEW M. BATH & CLOSET IN (E) MASTER BED.  REPLACE ALL WINDOWS, SAME SIZE AND LOCATION.  REPLACE ROOF SHINGLE, REPLACE STUCCO.  ALL WORK PER WFPP....(see additional comments)"
25,15016-20000-14724,CONVERT (E) REAR SFD INTO SECOND DWELLING UNIT PER ZA MEMO 120. SEE COMMENTS.
26,13016-20000-04166,CONVERT (E) LAUNDRY ROOM TO 1/2 BATH AND LAUNDRY ROOM ( NO STRUCTURAL CHANGES)
27,15016-70000-16925,Convert garage back to permitted use as garage.  (NO STRUCTURAL CHANGES).  (Permit #3 of 3)
28,16016-20000-00939,"REPLACE ALL (E) DOORS AND WINDOWS SAME SIZE AND TYPE.  CONVERT 5'-6"" X 8'-9"" OF (E) BEDROOM TO FULL BATHROOM IN BOTH UNITS. KITCHEN REMODEL."
29,14010-30000-04185,New accessory living quarters
30,14016-30000-10605,"Convert protion of existing attached garage to habitable space, extension of  deck on second level and remodel to (E) SFD."
31,15014-20000-03906,2 STORY ADDITION (E) SFD  AND CONVERT DUPLEX.
32,18016-30000-27937,"Interior remodel to (e) SFD. Convert kitchen to bedroom, convert living room to kitchen, convert dining room to bedroom. New laundry room and remodel existing bathroom."
33,17016-10000-19843,"CONVERT ( E ) DETACHED GARAGE TO ( N ) ACCESSORY DWELLING UNIT (ADU) , PER AB 2299 AND SB 1069 ."
34,18043-10000-06646,"NFPA 13D system for ADU. 1"" meter, 1 1/4"" underground."
35,15016-70000-12820,CONVERT EXISTING 4-CAR GARAGE TO 2-CAR GARAGE WITH REC-ROOM AND LAUNDRY. NEW 2-CAR CARPORT UNDER SEPARATE PERMIT.
36,15014-20000-04552,"CONVERT (E) DETACHED GARAGE TO STORAGE ROOM AND ATTACH TO (E) DWELLING WITH (N) 20'-0"" X 27'-0"" ALUMINUM CARPORT ADD 6'-0"" X 10'-0"" ALUMINUM PATIO COVERS PER LA CITY STANDARD PLAN #20."
37,18014-20000-06389,"Add 17' X 17'4"" to detached garage and convert to recreation room per WFPP"
38,16016-20000-05722,CONVERT (E) DETACHED GARAGE TO RECREATION ROOM AND LAUNDRY ROOM (EXTERIOR ACCESS) PER WFPP.
39,17014-70000-05146,ONE STORY ADDITION TO (E) GARAGE FOR AN A.D.U. PER AB2299 AND SB1069
40,15010-20002-00927,SUPPLEMENT TO PERMIT 15010-20000-00927 TO CONVERT PORTION OF GARAGE TO RECREATION ROOM  ( OPTION 265116 ON TRACT)  STANDARD PLAN 642.
41,17016-20000-37951,"RELOCATE SFD FROM OUTSIDE LA CITY TO CREATE ACCESSORY DWELLING UNIT PER AB2299 & SB1069, WFPP PART OF THE PLANS."
42,16014-20000-05885,"Convert the (e) garage into two bedrooms, 3/4 bathroom and convert (e) bedroom to a family room;  add a  x 18'0""x 22'  att. 2-car carport.  All work per WFPP and city STD details."
43,13016-70000-15396,"Interior alteration to existing single family dwelling to convert existing bedroom into kitchen, convert kitchen into bedroom, convert dining room into bedroom, create two new bathrooms, and new closet in existing bedroom. Related electrical, plumbing, and hvac. Six new windows (dual glazed low-e)"
44,18014-20000-06377,"CONVERT GARAGE AND ADD 14' X 10'-5"" TO CREATE AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 ""COMPLY WITH DEPARTMENT ORDER effective date 08/01/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
45,15016-70000-01479,Remove all unpermitted construction and convert the building back to its permitted use as a  detached garage with laundry room. Add a new half bath room.
46,18016-20000-35162,"CONVERT (E) (17'-7"" X 20'-4"") ATTACHED GARAGE INTO A (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 PER WFPP"
47,16043-20000-00131,"CONVERT (E) STORAGE ROOM TO (N) SECOND DWELLING.  NFPA 13D, 16'X16' MAX SPRINKLER SPACING. EXISTING 1"" WATER METER"
48,14016-40000-21016,Remodeling of existing kitchen and convert laundry room to a new bathroom
49,14016-70000-20324,"Interior remodel to existing single family dwelling to convert portion of existing screen room into walk-in closet, remodel the existing kitchen, bathroom, and laundry space."
50,18016-10000-00696,REPLACE EXTERIOR STAIRWAY ATTACHED TO ( E ) TWO STORY ACCESSORY BUILDING WITH GARAGE AT 1 ST FLOOR AND STORAGE AT 2 ND FLOOR . ( See comment ) .
51,18016-20000-10620,CONVERT (E) 18'X20' GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
52,14010-30000-03754,1-story detached accessory living quarter.
53,12041-10000-31139,PV1 SINGLE STORY HOUSE. 55 MODULES AND USING 2 DIFFERENT TYPES OF INVERTERS ONE OF EACH. [MODULE: SUN TECH {STP190S}] [INVERTER: POWER-ONE {PVI-5000-OUTD-US} AND {PVI-6000-OUTD-US}]
54,17016-10000-34550,CONVERT GARAGE INTO ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069
55,15010-10000-02188,DETACHED 200S.F. ACCESSORY STORAGE STRUCTURE AT THE REAR OF SFD (BLDG 1)
56,14010-20000-00038,NEW 20'x23' ACCESSORY LIVING QUARTER PER WFPP.
57,16016-20000-22794,"RELOCATE AND REMODEL (E) KITCHEN AND CONVERT PORTION OF (E) DINING ROOM TO A BATHROOM. ""COMPLY WITH DEPARTMENT ORDER effective date 09/09/2016. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
58,17016-70000-14867,"INTERIOR REMODEL OF SINGLE FAMILY DWELLING.  CONVERT (E) DEN INTO BEDROOM, CONVERT WALK-IN CLOSET INTO BATHROOM"
59,18016-20000-37107,"CONVERT (E) 20'-9"" X 21'-6"" ATTACHED BEDROOM TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ""COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 10/8/18. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."""
60,17010-10000-02036,"(N) ONE-STORY ACCESSORY DWELLING UNIT (24' x 30', 720 SF) PER AB2299 AND SB1069"
61,17014-20000-05972,"NEW 14' X 12' ADDITION  TO (E) SFD TO CREATE NEW BEDROOM, CONVERT (E) BEDROOM TO (N) BATHROOM AND CLOSET, REMODEL (E) KITCHEN, ALL WORK PER ENGINEERING"
62,18016-10000-23017,convertion of existing attached garage to ADU perAB 494 and SB 229 per  WFPP
63,18016-10000-20084,"GARAGE CONVERSION TO AN ACCESSORY DWELLING UNIT PER AB 494&SB229(19'x17'-3"") & CONVERT PORTION OF (E) GARAGE TO MAIN DWELLING(19'x6'-10"")"
64,14016-10000-07645,INTERIOR ALTERATION TO CONVERT CLOSET INTO BATHROOM; ADD  CLOSET INSIDE BEDROOM AT SECOND FLOOR AND ADD SHOWER TO EXISTING HALF BATH AT FIRST FLOOR TO EXISTING SINGLE FAMILY DWELLING
65,18014-10000-04153,CONVERT EXISTING DETACHED GARAGE INTO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229; SCOPE TO ALSO INCLUDE PATIO COVER (144 SF) ATTACHED TO ADU AND EXISTING SINGLE FAMILY DWELLING.
66,18016-20000-22421,"INTERIOR REMODEL AND ALTERATIONS, CONVERT THE (E) LAUNDRY ROOM INTO A (N) BATHROOM, REMODEL THE (E) KITCHEN AND (E) BATHROOMS. NO STRUCTURAL ALTERATIONS."
67,17016-20000-13147,"CONVERT (E) 15'-4"" X 22'-4"" DETACHED GARGAE TO  ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069 AND ATTACH 8'3"" X 18'4"" COVERED DECK. ALL WORK PER ENGINEERING."
68,19016-20000-03744,"CONVERT (E) 20'-4"" X 21'-0"" ATTACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229, CONVERT 4'-0"" X 7'-0"" PORTION OF (E) GARAGE  TO LAUNDRY ROOM AS PART OF (E) SFD . ALL WORK PER ENGINEERING."
69,14016-10000-24431,CONVERT GARAGE @ 1ST FLOOR TO POOL CABANA INSIDE (E) 2-STORY ACCESSORY LIVING QTR (COMPLY WITH HOUSING DEPT ORDER DATED 6/23/2014 FOR CHANGE OF USE)
70,18016-10000-00596,"CONVERT (E) GARAGE (18' X 20') TO A.D.U. AS PER AB 2299 & SB 1069. SCOPE INCLUDE NEW INTERIOR NON-BEARING PARTITONS, NEW BATHROOM, NEW BEDROOM AND KITCHEN. WORK DONE PER WOOD FRAME PRESCRIPTIVE."
71,13010-10000-00189,NEW DETACHED 2 CAR GARAGE ACCESSORY TO SINGLE FAMILY DWELLING...SEE COMMENT
72,13016-10000-25062,"RE-HAB OF (E) S.F.D. 3 BEDROOM 1 BATHROOM, CONVERT PORTION OF LAUNDRY AND (E) CLOSET INTO NEW BATHROOM, REMODEL KITCHEN AND BATHROOM TO CREATE A NEW CLOSETS BY WFPP."
73,16014-20000-03295,"CONVERT (E) 14'-0"" X 20'-0"" 1-CAR GARAGE INTO (N) 9'-11"" x 18'-6"" RECREATION ROOM W/  1/2   BATH AND ADD 10'-4"" X 18'-0"" 1-CAR CARPORT PER ENGINEERING"
74,17016-30000-22938,Convert existing storage to accessory dwelling unit per AB2299 and SB1069.
75,15014-10000-05687,CONVERT GROUND FLOOR BEDROOM 1 (E) TO DINING ROOM (N) + ENLARGE BEDROOM 2. = 56 SQ. FT ADDITION TO GROUND FLOOR.  ADD NEW 2ND FLOOR TO CREATE 3 ADDITIONAL BEDROOMS + 2 BATHS (799 SQ. FT.).   TOTAL ADDITION: 855 SQ.FT.
76,15016-20000-04092,ADD (N) SINK TO (E) ACCESSORY LIVING QUARTERS **** COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 02/20/2015. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE ****
77,14016-10000-10549,EXTERIOR ALTERATION AND INTERIOR REMODEL OF (E) ACCESSORY BUILDING (RECREATION ROOM) WITH GARAGE.
78,14016-10000-04155,"CONVERT EXISTING THREE CAR GARAGE TO RECREATION ROOM WITH HALF BATHROOM, TWO-CAR GARAGE AND STORAGE ROOM. INSTALL SHOWER STALL WITH EXTERIOR DOOR FOR EXISTING SWIMMING POOL USE ONLY."
79,14014-20000-04889,"CONVERT 21.5' X 18' ATTACHED GARAGE TO MASTER BED/BATHROOM  ADD 18' X 18' ATTACHED CARPORT AND REPLACE TANKLESS WATER  HEATER.  ALL WORKS PER ENGINEERING. COMPLY WITH DEPARTMENT ORDER EFFECTIVE DATE 9/15/2004, PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."
80,17016-10000-16858,CONVERT ATTACHED GARAGE TO ADU PER AB 2099	AND SB 1069
81,13016-20000-01919,"INTERIOR REMODEL TO (E) SFD - CONVERT (E) BATHROOM INTO (2) BATHROOMS, KITCHEN REMODEL - NEW CABINETS/COUNTER, REMOVE AND REPLACE (11) WINDOWS AND (2) SLIDING DOORS (SAME SIZE/SAME LOCATION)"
82,16016-10000-00367,"1. CONVERT (E) SFD TO DUPLEX PER STATE ASSEMBLY BILL 1866. 2. STRIP TWO OPEN PARKING SPACES.  COMPLY WITH DEPARTMENT ORDER effective date 10/26/2015. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
83,18016-20000-16515,CONVERT (E) GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 292 (NFPA-13D FIRE SPRINKLERS THROUGHOUT)
84,18016-20000-13310,CONVERT 20' X 20' DETTACHED GARAGE (09010-30000-00314) TO  ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ALL WORKS ARE PER WFPP.
85,13014-20001-00348,"Supplemental permit to: 13014-20000-00348.  Convert basement: bedroom  on south side to playroom, re-configurate bedroom on north side , relocate mechanical room to laundry room; first story level: revise door to window on west side of dining room, expand kitch on west side; second story level: relocate east side bedroom, re-configurate door framing in master bathroom."
86,14014-20000-00185,"CONVERT (E) GARAGE TO BEDROOM, BATH AND CLOSET, ADD NEW CARPORT PER CITY STANDARDS."
87,14047-20000-00616,REMODEL OF EXISTING SWIMMING POOL AND CONVERT SHAPE TO ROUNDED EDGES PER STANDARD PLAN # 268.
88,17014-10000-03784,"ADDITION (15.19' X 15.25') TO REAR OF (E) SFD AND CONVERT TO ADU AS PER AB 2299 AND SB 1069 .  ""COMPLY WITH DEPARTMENT ORDER effective date 03/30/2015. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
89,14014-20000-03216,"Convert (e) 1-car garage to a recreation room with 1/2 bath and laundry room; Add 14'-7"" x 21'-8"" 1-car carport; Convert (e) 1/2 bath on 2nd floor to a full bathroom Remove (5) doors and replace with (5) windows; Changeout (2) doors and (7) windows same size and location;"
90,13030-10000-00915,SITE GRADING FOR NEW ACCESSORY RECRATION ROOM AND RETAINING WALL  ***permit 3 of 3***
91,14030-20000-01230,"BACK-FILL (E)  SPA,  SHELL TO REMAIN AND UNCERTIFIED FILL ONLY."
92,13016-20000-17149,"CONVERT EXISTING ATT 384 SF GARAGE TO NEW BEDROOM, BATHROOM AND WALK-IN-CLOSET PER ENGR'S DETAILS;  ADD NEW ATTACHED 23' X 18' (414 SF) CARPORT PER LA STD PLN #112."
93,13014-30000-01124,"Converting garage to bedroom and open area, and convert (E) bedroom to  a family room and add new attached carport (26'0""x16'-6"") per std pln #112"
94,18016-20000-38285,"CONVERT 10'7"" x 20'2"" PORTION OF DETACHED  GARAGE (1966VN91314) TO RECREATION ROOM AND CONVERT REMAINING AREA TO  ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  All 	WORKS ARE PER DESIGN.   ---- Comply with department order effective date 11/16/2017, permit will expire 30 days from issuance date ---"
95,16041-10000-20659,PC FOR PV SYSTEM 4.09KW AC USING 19 MODULES AND USING MICROINVERTER SYSTEM.
96,16016-20000-05088,REMODEL (1) BATHROOM AND CONVERT LAUNDRY ROOM TO (N) 3/4 BATHROOM PER WFPP.
97,13014-20000-03515,add 2 bedrooms and bathroom to rear of (e) sfd and convert existing bedroom to be par of the living /family room
98,18016-20000-04510,"INTERIOR NON-STRUCTURAL REMODEL, CONVERT PORTION OF THE (E) KITCHEN INTO A (N) BEDROOM (70.2 SQ.FT.).	WORK PER WFPP."
99,17014-10000-06445,PROPOSED ACCESSORY DWELLING UNIT ADDITION TO EXISTING GARAGE  PER AB 494 AND SB 229
100,14016-20000-01084,"CONVERT EXISTING FAMILY ROOM INTO MASTER BEDROOM WITH FULL BATH AND REPLACE ALL 13 WINDOWS (SAME SIZE AND LOCATION, DUAL GLAZING AND CERTIFIED BY NFRC)."
101,16016-10000-26061,"CONVERT 15'X15' PORTION OF (E) 1ST FLOOR AREA TO STORAGE,  LAUNDRY, HALF BATH, AND ADD  NEW INTERIOR STAIRS PER ENGINEER'S DESIGN."
102,18014-20000-01366,"ADD 13'-0"" X 18'-0"" TO DETACHED GARAGE AND CONVERT INTO ACCESSORY DWELLING UNIT PER AB494 & SB 229.  ALL WORK ARE PER WFPP."
103,18016-10000-24744,CONVERT (E) GARAGE TO ADU PER AB 494 AND SB 229 PER WFPP
104,13014-20003-03419,Supplemental permit to convert 501sqft of (E) SFD to 2nd dwelling unit per ZA MEMORANDUM NO. 120
105,13016-10000-08747,INTERIOR REMODEL OF EXISTING 1 STORY SFD TO CONVERT EXISTING KITCHEN TO MASTER BEDROOM; EXISTING BEDROOM TO MASTER BATH; CONVERT DINING ROOM TO KITCHEN AND REMODEL EXISTING BATH; REPLACE ELECT SERVICE PANEL WITH NEW 200 AMP <SEE COMMENTS>
106,18016-20000-25311,CONVERT 18'-4''X 20'-4''GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. WORK PER ENGINEERING.
107,15014-20000-02114,"CONVERT (E) BEDROOM INTO BATHROOM & ADD (N) MASTER BEDROOM (18' X 16'-6"") TO (E) 1-STORY SFD W/ ATTACHED GARAGE; INTERIOR REMODEL"
108,13016-20000-19240,CONVERT MODEL TO SINGLE FAMILY DWELLING
109,13016-20000-18138,Interior remodeling and adding new ceiling beam and convert 21sf patio to portion of living room.Remodel kitchen.
110,15016-20000-01338,Remodel.  Remodel 2 bathrooms and convert portion of one bedroom into a full bathroom and walking closet and laundry room to 1/2 bath; remove 1 kitchen wall to open to dining room;  interior remodel of bedrooms  and hallway.  Replace all windows.  All work per wfpp
111,17016-20000-07689,"CONVERT (E) 21' X 21'-6"" ATTACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069 PER WFPP"
112,13016-20000-24591,"Interior remodel of 2 bathrooms, kitchen cabinets, convert existing closet into bathroom & change all windows same type & size of existing one store single family dwelling."
113,17016-20000-08063,"REMOVE LAUNDRY AREA FROM KITCHEN AREA, CONVERT CLOSET TO LAUNDRY ROOM AND PROVIDE (1) NEW WINDOW AT KITCHEN."
114,13016-20000-04537,Convert Ex. walking closet into closet and bathroom.
115,16016-20000-21529,"BATHROOM REMODEL, CONVERT TWO BATHROOMS INTO ONE BATHROOM., ENLARGE OPENING BETWEEN KITCHEN AND DINING ROOM TO 3'X4'.   ALL WORKS ARE NON-BEARING WALLS AND NON-SHEAR WALLS."
116,15014-20000-01952,"CONVERT (E) 15'-9"" X 21'-2"" UNDERFLOOR AREA INTO TWO (N) BEDROOMS ON THE FIRST STORY OF (E) SINGLE FAMILY DWELLING W/ATT 2-CAR GARAGE."
117,19016-20000-19702,"CONVERT (E) 18'-2"" X 20'-3"" DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
118,15016-70000-22821,Interior alteration to existing single family dwelling to convert portion of the existing living room into a master bedroom with bathroom and closet.
119,13014-20000-05132,CONVERT PORTION OF UNDER FLOOR SPACE (12.5'X20.25' IRREGULAR)  INTO HABITABLE SPACE BY EXPANDING BATHROOM AND CONVERT EXISTING UTILITY ROOM TO WALK IN CLOSET.
120,16016-20000-03726,NON STRUCTURAL INTERIOR REMODEL; CONVERT (E) BEDROOM CLOSET TO A HALF BATHROOM AND CONVERT (E) BATHROOM TO  (N) CLOSET; REDUCE SIZE OF (E) CLOSET
121,16010-30000-02136,"NEW ACCESSORY LIVING QUARTER WITH ATTACHED GARAGE ON 1ST FLOOR. (NO PLAN CHECK FEES REQ, PAID UNDER 15010-30000-04433)"
122,19043-10000-01447,VOLUNTARY NFPA 13D SYSTEM FOR ADU. CONNECTION TO 1 INCH DOMESTIC WATER METER.
123,18016-10000-20216,CONVERT DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494- AND SB 229.
124,15043-10000-00563,"NEW NFPA 13D (2013ED) SPRINKELR SYSETM WITHIN ACCESSORY BUILDING, MAX SPACING 16'X16'.  NEW 1"" WATER METER, NO BACKFLOW REQUIRED."
125,15014-20000-04628,"CONVERT (E) GARAGE TO A (N) MASTER BEDROOM AND MASTER BATHROOM WITH A WALK-IN CLOSET, NEW 18 X 18 CARPORT; ALL WORK PER WFPP"
126,14014-30000-01181,CONVERT EXIST REAR OPEN LATTICE PATIO COVER TO AN ELEVATED WALKING DECK SAME SIZE  10.58' X 24.67' AND LOCATION.
127,17016-20001-01422,"SUPPLEMENTAL PERMIT TO ADD 7' X 3'-10"" LAUNDRY ROOM TO ACCESSORY DWELLING UNIT; REVISE FRAMING AND FOUNDATION PLAN; INCREASE HEIGHT OF STRUCTURE FROM 8'-10"" TO 11'-8"""
128,15016-10000-03184,REMOVE PARTITION WALL BETWEEN TWO BEDROOMS TO  CONVERT TO ONE BEDROOM INSIDE UNIT # 1913 OF ( E ) ONE STORY DUPLEX .
129,16010-10000-04354,New two story accessory dwelling unit with attached garage per AB 2299 & SB 1069
130,18016-20000-25862,CONVERT (E) 18' X 20' DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
131,16016-20000-07881,"CONVERT (E) 21'-4"" X 21'-4"" ATTACHED GARAGE TO A (N) BEDROOM WITH FULL BATHROOM  AND CONVERT A PORTION OF THE (E) BEDROOM TO (N) HALLWAY."
132,18014-10000-04982,PROPOSED ADDITION TO AND CONVERSION OF GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
133,17016-30000-28296,Interior remodel to convert closet in the SFD to 1/2 bath.
134,17014-30000-03431,convert existing duplex to 2-story s.f.d. with attached 2-car garage keeping only 2-ft of wall.
135,17016-20000-00712,"CONVERT GARAGE AND ADD TO CREATE A BEDRM, BATHRM, AND PLAY RM. 	AND ADD TWO CAR CARPORT 8.5' X 33'."
136,16019-10000-01033,"DEMO A DUPLEX AND ACCESSORY DETACHED GARAGE.  HANDWRECK, CAP SEWER, CLEAR LOT AND FENCE"
137,17014-20000-05660,"CONVERT TWO CAR CARPORT INTO LIVING ROOM; ADD 10'0"" X  36'0"" CARPORT; ADD 2'0"" X 20'10"" TO EXTEND KITCHEN AND RELOCATE KITCHEN, ADD 5'5"" x 3'5"" TO EXTEND ENTRYWAY, AND ADD NEW BEDROOM; INTERIOR REMODEL. ALL WORK PER WFPP."
138,12016-70000-24383,CONVERT SINGLE FAMILY DWELLING TO DUPLEX AND  ATTACHED TO 2-CAR GARAGE.
139,14016-10000-08316,CONVERT TWO BEDROOMS AND TWO BATHROOMS INTO ONE BEDROOM AND ONE BATHROOM ON 2ND FLOOR (412 S.F.);  REPLACE EXTERIOR CURVE WINDOW ON BEDROOM; AND REPLACE LOUVERS ON EXTERIOR OF BEDROOM; ADD SKYLIGHT. NO SQUARE FOOTAGE ADDED. NO FOUNDATION WORK.
140,18016-30000-35424,"Interior remodel, convert (E) den to bedroom and bathroom. work per Std WFPP."
141,13014-20000-04166,"BUILDING ADDITION TO (E) SFD (1718 SQ FT), CONVERT PORTION OF EX. SFD TO GARAGE, NEW COVERED PATIO (202 SQ FT) AND CONVERT PORTION OF SFD INTO COVERED PORCH."
142,15016-10000-08612,"Interior remodel to include (1) convert (E) laundry room to half bath, (2) convert (E) bedroom to den and install washer/dryer in converted den"
143,13016-20000-04893,"CONVERT OF 8'5"" x 21'7"" (E) PATiO  FOR DEN EXTENSION (181 SF) AND INTERIOR REMODEL OF (E) SFD; REMODEL KITCHEN, POWDER ROOM, LIBRARY REMODEL 2ND FLR. ADD & REMODEL BATH"
144,13014-10000-00859,CONVERT ATTIC INTO A NEW SECOND UNIT AND ADD TWO UNCOVERED PARKING STALLS.
145,14014-20000-04487,"Remolel kitchen, dining room, laundry room,  convert bedroom to dining room and convert portion of e bedroom to bathroom, add 12'3"" x 12'3"" to expand bedroom and add  22'0"" x 18'7"" irregular shape patio  cover at rear.  All works per engineering."
146,15016-10000-13306,INTERIOR REMODEL OF EXISTING 1 STORY SFD TO CONVERT EXISTING SCREENED PORCH TO NEW WALK IN CLOSET
147,17016-20000-35374,CONVERT GROUND FLOOR STORAGE ROOM TO 3/4 BATHROOM WITH LAUNDRY AREA PER WFPP
148,13016-10000-12355,"Convert existing attic area of SFD to duplex. Add new steel stairs to second floor for new duplex and new 1-car carport at rear. Remodel kitchen, bathrooms, create new landing/doorway at laundry room and replace all windows on first floor. New stucco over existing siding."
