,permit_ID,full_description
63,18014-20000-05538,"ADD 12' x 20'-6"" AND CONVERT GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229"
64,17016-30001-30201,"supplemental permit to 17016-30000-30201 to revise the ADU layout, proide new continuous foundation and change the roof framing, Existing walls to be maintained. No Increase in height or floor area. change the parking location on site."
65,19014-20000-01385,"CONVERT (E) 18'-1"" X 20'-1"" DETACHED GARAGE AND ADD 5'-0"" X 18'-1"" FOR (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING."
66,17014-10000-00412,30'X22' ADDITION TO SFD TO CONNECT SFD TO ACCESSORY BLDG.
67,16010-10000-04677,"NEW 2-STORY ACCESSORY BUILDING CONSISTING OF 3-CAR GARAGE, RECREATION ROOM, STORAGE ROOM AND ATTACHED PATIO COVER"
68,18016-20000-36341,CONVERT DETACHED GARAGE TO  ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.  ALL WORKS ARE PER WFPP
69,19043-20000-03896,"NEW 13D SYSTEM FOR 2 STORY SINGLE DWELLING WITH ADU. BUILDING PERMIT UNDER 18014-30000-06062. 1 INCH DOMESTIC METER, NO BACKFLOW"
70,19016-10000-04186,CONVERT (E) 20'X18' GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
71,18014-20000-06413,"CONVERT (16'-9.5"" X 30'-8"") IRREGULAR SHAPED (E) PORTION OF SFD AND ADD (11'-6"" X 30'-8"")  TO CREATE A (N)  ACCESSORY DWELLING UNIT PER AB494 AND SB229 &NEW (4' X 7') ATTACHED COVERED PORCH ALL WORK PER ENGINEERING"
72,19016-20000-38040,"INTERIOR REMODEL TO CONVERT 7-6"" X 2' OF (E) BEDROOM TO ENLARGE BATHROOM AND 4' x 3' (E) BEDROOM TO ENLARGE CLOSET."
73,13010-20000-02511,NEW 2-STORY-GARAGE/ ACCESSORY LIVING QUARTER
74,19014-20000-01289,"Remodel kitchen, convert closet to 1/2 bathroom, add irregular shape 43.75' x 26.75' at rear for new master bed/bathroom, family room extension; add 10.25' x 5'1"" at front for 3-sides enclosed porch, entry foyer and add irregular shape 21.58' x 13.92' attached patio cover to the rear.  All works are per design"
75,19042-10000-21639,NEW DUPLEX SUMP PUMP SYSTEM FOR  2-STORY ADU.
76,19014-40000-00281,Interior/Exterior alteration to (E) SFD to enclose/convert (E) covered patio (214 SF) to create conditioned habitable space.  All work per engineered design.
77,19014-20000-05259,"CONVERT 18'-8"" X 23'-2"" GARAGE FOR (N) BEDROOM, BATHROOM, CLOSET, & LAUNDRY ROOM PER ENGINEERING AND ADD  25'-1"" X 19'-8"" ATTACHED CARPORT PER STANDARD PLAN #20."
78,18014-20000-05533,"Add 21'-5"" x 27'-3"" Irr.  Accessory Dwelling Unit over (E) detached. 2-Car Garage per AB 494 & SB 229."
79,15010-30000-02291,1-story accessory storage.
80,19010-20001-01614,"Convert ALQ to Rec. Room with full bath access to sw. pool,  199 sf."
81,19014-10000-01261,CONVERT 435 SF OF (E) SINGLE FAMILY DWELLING TO (N) ADU PER SB 229 AND AB 494.
82,18010-10000-00526,NEW ONE STORY ACCESSORY DWELLING UNIT AT REAR OF LOT PER AB 494 AND SB 229.
83,18016-20000-28340,CONVERT EX ATT 4-CAR GARAGE INTO REC RM. AND CONVERT EX BREEZEWAY INTO 2-CAR CARPORT. SEE COMMENTS.
84,18030-30001-07327,Supplemental to 18030-30000-07327 to revise grading plan and update quantities
85,18016-20000-33504,"CONVERT (E) 19'-10""X20'-3"" DETACHED GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
86,19016-10000-07898,CONVERSION OF (E) GARAGE TO AN ACCESSORY DWELLING UNIT PER AB494 & SB229 USING WOOD FRAME PRESCRIPTIVE PROVISIONS
87,15019-30000-03346,Demo sfd & detached garage/accessory building(Clear lot).
88,18019-30000-04576,"Demolish SFD, Detached Garage and accessory bldg to clear lot. Sewer cap required."
89,19043-10000-03089,"NFPA 13D SYSTEM FOR AN ADU. 1"" WATER METER."
90,19016-70000-28969,"SUPPLEMENTAL TO INCLUDE CONVERTING CLOSET TO BATHROOM. INFILLING SECOND DOOR AT BATHROOM AND INFILLING DEMO OF CHIMMENY.  ""COMPLY WITH DEPARTMENT ORDER effective date 07/24/2019. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
91,18014-20000-00121,"CONVERT (E) ATTACHED GARAGE TO BEDROOM AND BATHROOM AND ADD 23'-10"" X 10'-10"" FOR A GARAGE. REMODEL (E) KITCHEN, BATHROOM AND BEDROOMS. ALL WORK PER ENGINEERING."
92,18010-20000-01560,(N) 1-STORY ACCESSORY DWELLING UNIT PER AB494 & SB229 & AA-2016-4436-PMLA (NFPA-13D FIRE SPRINKLERS THROUGHOUT)
93,19016-20000-11916,"CONVERT TWO WALK IN CLOSETS INTO (N) BATHROOMS, ORDER TO COMPLY, ISSUED DATE 04/16/2019; PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."
94,17016-20001-32343,SUPPL. PERMIT TO 17016-20000-32343 TO REPAIR THE SLAB FOR CONVERTING GARAGE TO ACCESSORY DWELLING UNIT.
95,17010-10000-02837,"NEW DETACHED 3 CAR GARAGE ACCESSORY TO DUPLEX 17010-10000-02792 32' X 20', AND 14.67' HEIGHT"
96,18010-20000-03157,"NEW 30'-2"" x 29'-9"" ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
97,16014-20000-05256,"17'8"" x 12'5"" ADDITION TO ADD MASTER BATHROOM, CONVERT (E) BATHROOM TO WALK-IN-CLOSET, AND REMODEL BEDROOM. ALL WORK PER ENGINEERING."
98,17014-10000-00220,ADDITION TO ACCESSORY LIVING QUARTERS AND CONVERT TO ADU.
99,19016-20000-03232,NONSTRUCT INT REMODEL - CONVERT EX BATHRM INTO POR OF EX BEDRM (ENLARGE EX BEDRM). ALL WORK PER WFPP.
100,18014-10000-03038,SECOND FLOOR ADDITION TO (E) GARAGE AND REC. ROM.  CONVERT REC. ROOM AND NEW ADDITION TO A NEW ADU PER AB 494 AND SB 229 / GARAGE.
101,18010-10000-01148,"NEW 25'-0"" X 21'-6"" DETACHED ACCESSORY DWELLING UNIT (403 SQ FT) PER AB 494 AND SB 229.   approved factory built housing"
102,18014-20000-05883,"(N) 14'1""X10' ADDITION TO AND CONVERT THE (E) 20'X17'11"" GARAGE INTO A (N) ADU PER AB 494 AND SB 229 FOR ACCESSORY DWELLING UNITS."
103,18019-10000-00043,"DEMO 1-STORY SFD + ACCESSORY STORAGE.  HANDWRECK, CAP SEWER, CLEAR LOT AND FENCE."
104,17014-10000-00922,Convert existing detached garage to Accessory Dwelling Unit and Addition per AB 2299 & SB 1069
105,18014-20000-01658,"CONVERT EXISTING GARAGE AND ADD 7'-1"" X 8' TO CREATE AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229"
106,17014-10000-00219,"FIRST FLOOR STAIRWELL ADDITION. CONVERT UNDERFLOOR SPACE INTO HABITABLE SPACE, ADD NEW DECK."
107,18016-20000-37037,CONVERT (E) ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
108,17016-20000-32343,"CONVERT THE EXIST. 20'-9"" x 21'-10"" ATTACHED GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069."
109,17010-30000-02840,"New detached ADU per AB 2299 and SB 1069 with attached deck 18"" high max"
110,17043-20000-05706,"NEW 13D SYSTEM FOR ACCESSORY LIVING QUARTERS. 1 INCH METER, NO BACKFLOW"
111,17014-20000-01666,"15'-0"" x 18'-5"" SECOND STORY ACCESSORY DWELLING UNIT ADDITION ABOVE (E) DETACHED GARAGE PER AB 2299 AND SB 1069."
112,19016-20000-07225,CONVERT DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORKS ARE PER DESIGN
113,18016-20000-13430,"CONVERT THE (E) 18'-5"" X 26'-1"" GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB494 AND SB229"
114,13014-20000-00793,"convert irr. shape 16'3""x40' (+ 499 s.f)  under crawl space into a basement habitable space w/sprial stairway leading to 1st floor per std stairway#111"
115,16010-20001-03850,"CONVERT (E) RECREATION ROOM TO (N) ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069 AND ADD 8'-11"" X 20' TO EXPAND THE ACCESSORY DWELLING UNIT. ALL WORK PER WFPP."
116,18016-20000-22875,"CONVERT (E) 20'-3"" x 40'-0"" DETACHED GARAGE/STORAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
117,17010-20000-01240,"NEW 38' X 24'-6"" ACCESSORY DWELLING UNIT WITH ATTACHED GARAGE PER AB2299 AND SB1069; COMPLY WITH DEPARTMENT ORDER effective date 09/24/2013. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"
118,17014-20000-04712,"Add 19'-5"" x 19'-3"" (N) Accessory Dwelling Unit per AB 2299 & SB 1069 on 2nd floor over (E) detached Two-Car Garage."
119,18014-30000-04750,CONVERSION & ADDITION TO (E) GARAGE TO (N) ACCESSORY DWELLING UNIT PER AB 494 & SB 229. ALL WORK PER IB/P/BC 2017-004
120,16030-30000-02923,site grading for new s.f.d. and detached accessory building. 977 c.y
121,19016-20000-12444,"CONVERT 18' X 20"" DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB494 AND SB229  ------ COMPLY WITH DEPARTMENT ORDER effective date 1/30/2018. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE."
122,19016-20000-32092,"REMODEL (E) 1-STORY SFD: CONVERT PORTION OF (E) BEDROOM TO (N) FULL BATH, REMODEL (E) BEDROOMS. ALL WORK PER WFPP."
123,20016-20000-00219,Convert existing bedroom closet into a (n) full bathroom to (E) Single Family Dwelling.
124,19010-20000-00595,"NEW 21'7"" X 31'9"" DETACHED 2-STORY ACCESSORY DWELLING UNIT PER AB 494 AND SB 229. ALL WORK PER ENGINEERING"
125,19041-20000-13811,INSTALLING A ROOFTOP PV SYSTEM TO EXISTING SFD TO FEED AN ADU. SYSTEM SIZE IS 2.17KW DC/1.68KW AC/1.93KW AC CEC. SCOPE OF WORK INCLUDES (7) MISSION SOLAR PV MODULES AND (7) ENPHASE IQ6 MICROINVERTERS.
126,18014-20000-05378,ADD 22' X 20' TO DETACHED GARAGE AND CONVERT TO ACCESSORY DWELLING UNIT PER AB494 AND SB229.  ALL WORKS ARE PER WFPP.
127,19014-20000-00429,ECPC WALK IN: 21X13' IRREGULAR SHAPED ADDITION TO AND CONVERT THE (E) GARAGE INTO A (N) ADU PER AB 494 AND SB 229 FOR ACCESSORY DWELLING UNITS. ALL WORK PER WFPP
128,19016-20001-08852,Suppl. permit to 19016-20000-08852 to revise floor plan to convert portion of the garage into a laundry room for the (e) sfd and revise window/door schedule.
129,13016-20000-17073,"REMODEL SFD & CONVERT GARAGE TO HABITABLE AREA, ADD 20 SF TO (E) SFD"
130,19016-20000-40695,"INTERIOR REMODEL ON-BEARING PARTITIONS TO (E) DUPLEX TO CONVERT THE (E) DINING ROOM INTO A (N) BEDROOM IN ONE OF THE UNITS ,  ALL WORK PER WFPP."
131,18010-20000-01439,"PROPOSEIRREG. 17'X40' ACCESSORY DWELLING UNIT (PER AB 494 & SB 229) WITH TRELLIS, AND  ATTACHED RECREATION ROOM WITH EXTERIOR ACCESS"
132,19019-10000-05403,"HANDWRECK DEMOLITION OF 1-STORY SFR (1,920 SF) A ND ACCESSORY GARAGE STRUCTURES.  CLEAR LOT"
133,19016-10000-16724,CONVERT EXISTING GARAGE  INTO A  RECREATION ROOM WITH 1/2 BATH. ALL WORK PER TYPE V SHEET.
134,19014-10000-01820,"CONVERT EXISTING 20'X20' DETACHED GARAGE TO ACCESSORY DWELLING UNIT WITH 5'6""X19'6"" ADDITION PER AB 494 AND SB 229. WORK PER WOOD FRAME PRESCRIPTIVE PROVISIONS."
135,19043-20000-04361,"NFPA 13D system for accessory dwelling uniut. 1 1/2"" domestic water meter with 2"" underground. No backflow preventer."
136,17010-70000-04786,NEW ONE STORY DETACHED A.D.U. PER AB2299 AND SB1069. see comment.
137,17010-20000-04873,NEW 30'-0''x 40'-0'' ACCESSORY DWELLING UNIT	 WITH ATT. 2'-0''x 5'-0'' Porch PER AB 2299 AND SB 1069. Work per wood frame prescriptive provisions.
138,18010-20000-01813,"(N) 21'9"" X 42'5"" DETACHED ACCESSORY DWELLLING UNIT PER AB 494 AND SB 229 . ALL WORK PER ENGINEERING"
139,17010-20000-03697,"NEW 26'-0"" x 20'-0"" ONE STORY IRREGULAR SHAPED ACCESSORY DWELING UNIT PER AB 2299 AND SB 1069 (ALL WORK DONE PER WFPP)"
140,18016-10000-28543,"REMODEL (E) SFD & CONVERT IRR. 31'-5"" X 23'-8"" PORTION TO (N) ATTACHED ACCESSORY DWELLING UNIT (ADU) PER AB 494 & SB 229.  ALSO ATTACH (N) IRR. 16'-4"" X 17'-7"" DECK @ REAR (SEE COMMENTS)."
141,18016-70000-01058,CONVERT (E) GARAGE ATTCH TO SINGLE FAMILY DWELLING INTO AN ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069. (The address for the new ADU is 8553 N. Haddon Ave.)
142,13010-10000-00672,NEW DETACHED ACCESSORY STRUCTURE (POOL CABANA) SUPPORTED ON RETAINING WALLS.
143,18043-20000-04559,"NEW 13D SYSTEM FOR 2 STORY ACCESSORY DWELLING UNIT. 1 INCH METER, NO BACKFLOW"
144,16016-20000-05655,"REPLACE WINDOWS IN TWO BEDROOMS INTO DOORS, AND CONVERT PORTION OF LIVING ROOM TO A NEW BEDROOM."
145,18016-20000-39496,"CONVERT (E) 15'-10"" X 16'-11"" DETACHED GARAGE TO (N) ACCESSORY DWELING UNIT PER AB 494 AND SB 229. ALL WORK PER DESIGN."
146,16016-10000-17328,"CONVERT EXISTING GARAGE INTO STORAGE/RECREATION ROOM. 2 OF 2, SEE COMMENTS."
147,17010-10000-00634,ADDITION AND CONVERTION OF (E) GARAGE TO ADU PER AB229 494
148,18016-20000-34348,ECPC APPOINTMENT 10/26/18 AT 9AM****** CONVERT GARAGE / REC ROOM INTO ADU PER AB494 AND SB229
149,17016-30000-31714,"add 2-walls to convert (e) enclosed carport to garage (enclosed on three sides), no new foundation, no new roof, wall infill only between existing posts."
150,19016-20000-06366,INTERIOR ALTERATION TO CONVERT THE (E) CLOSET INTO A (N) 3/4 BATHROOM
151,18016-10000-26700,GARAGE CONVERSION TO AN ACCESSORY DWELLING UNIT AND STORAGE. PER AB 494 AND SB 229.
152,18016-10000-32354,CONVERT (E) GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 & SB 229.
153,19014-20000-01127,"CONVERT PLAY ROOM TO BEDROOM AND ADD IRREGULAR SHAPED 41'-1"" X 20'-10"" TO THE REAR FOR NEW PLAYROOM, LAUNDRY ROOM, BATHROOM AND BEDROOM EXPANSION. ALL WORKS ARE PER WFPP."
154,17010-20000-02600,"NEW 35'0"" x 21'6""ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069. ALL WORK PER WFPP."
155,17016-20000-05701,NON-STRUCTURAL INTERIOR REMODEL; CONVERT PORTION OF EXIST. BEDROOM ON 2ND FLOOR TO 3/4 BATHROOM.
156,19016-20000-08227,INTERIOR REMODEL; CONVERT THE (E) STORAGE ROOM TO A (N) BEDROOM AND RE-ROOF WITH CLASS A ROOFTING MATERIAL; RECCONFIGURE FLOOR PLAN
157,19043-10000-02357,"Voluntary NFPA 13D system for 2-story ADU. 1"" meter."
158,18016-30000-26763,"Add 18'0"" x 26'0"" Accessory Dwelling Unit to (e) 2-car garage per AB 494 and SB 229."
159,19016-20000-01188,CONVERT DETACHED GARAGE TO ACCESSORY DWELLING UNIT  PER AB494 AND SB229.  ALL WORKS ARE PER DESIGN.
160,19016-20000-18192,"Interior remodel to the (e) kitchen and bathroom, convert closet to utility room, and relocate washer and dryer. Remove wall between kitchen and dining room. Close out two windows. All work per engineering."
161,19010-10000-00458,(N) detached 1-story Accessory Dwelling Unit per AB 494 and SB 229.
162,19016-20000-23018,INTERIOR REMODEL TO (E) SINGLE FAMILY DWELLING TO CONVERT DINING ROOM TO BEDROOM. ALL WORK DONE PER STRUCTURAL ENGINEERING.
163,19016-20000-23150,"INTERIOR REMODEL TO (E) SFD TO RELOCATE AND REMODEL KITCHEN , CONVERT BREAKFAST ROOM TO NEW BEDROOM , CREATE NEW BATHROOM , CONVERT CLOSET TO PANTRY , REMODEL (3) BEDROOMS, SISTERING ROOF RAFTERS IN FAMILY ROOM AND KITCHEN AREA , REMOVE FIREPLACE , NEW EXTERIOR WINDOWS AND DOORS , ALL WORK PER ENGINEERING"
164,18010-20000-02138,"(N) 21'-6"" X  30' (1)-STORY ACCESSORY DWELLING UNIT PER AB 494 AND SB 229 WITH 6' X 10' PATIO COVER"
165,19043-10000-03049,"VOLUNTARY NFPA 13D SYSTEM FOR ADU. 1 INCH DOMESTIC WATER METER, NO BACKFLOW PREVENTER."
166,19016-10000-24075,-CONVERT (E) DUPLEX TO SFD -REMOVE INT WALLS TO RECONFIGURE FLOOR PLAN
167,18010-40000-01768,New accessory dwelling unit per AB494 and SB229
168,17014-30000-04769,Convert 187 sq ft of underfloor area to family room.
169,17016-20000-31801,CONVERT (E) ATTACHED GARAGE INTO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069.
170,18016-10000-37308,CONVERT  (E) 360 S.F. STORAGE ROOM ABOVE AN (E) DETACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229.
171,19016-10000-31965,CONVERT SINGLE FAMILY DWELLING AND LIGHT HOUSEKEEPING ROOM TO SINGLE FAMILY DWELLING. INTERIOR REMODEL.
172,19014-20000-03986,"16'-3"" x 19'-2"" ADDITION TO AND CONVERT THE DET. GARAGE INTO AN ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
173,18010-30000-02682,2-story ADU addition to existing garage and attach to SFD with 10' solid roof per SB229 and AB494
174,18016-20000-12043,"CONVERT EXISTING ATTACHED  19'-4""X18'-0"" GARAGE TO  ACCESSORY DWELLING UNIT PER AB 494 AND SB 229."
175,18014-10000-07344,GARAGE CONVERSION AND ADDITION TO ADU PER SB 229 AND AB 494.
176,19016-20000-18458,CONVERT ATTACHED GARAGE TO ACCESSORY DWELLING UNIT PER AB 494 AND SB 229
