,permit_ID,section,date,status,inspector
49,17010-10000-01491,BUILDING-Rough-Frame,6/16/2017,Conditional Approval,OSVALDO PARAMO
50,17010-10000-01491,ELECTRICAL-Rough,6/16/2017,Approved,OSVALDO PARAMO
51,17010-10000-01491,Gas Test,6/16/2017,Approved,OSVALDO PARAMO
52,17010-10000-01491,PLUMBING-Rough,6/16/2017,Approved,OSVALDO PARAMO
53,17010-10000-01491,Insulation,6/23/2017,Approved,OSVALDO PARAMO
54,17010-10000-01491,Interior/Exterior Lathing,6/23/2017,Approved,OSVALDO PARAMO
55,17010-10000-01491,Drywall Nailing,7/6/2017,Approved,OSVALDO PARAMO
56,17010-10000-01491,Green Building Rough,7/6/2017,Approved,OSVALDO PARAMO
57,17010-10000-01491,HVAC-Rough,7/7/2017,Approved,DOMINIC DANERI
58,17010-10000-01491,BUILDING-Rough-Frame,7/26/2017,Approved,OSVALDO PARAMO
59,17010-10000-01491,Final,7/26/2017,Corrections Issued,OSVALDO PARAMO
60,17010-10000-01491,Footing/Foundation/Slab,7/26/2017,Approved,OSVALDO PARAMO
61,17010-10000-01491,Green Building Final,7/26/2017,Not Ready for Inspection,OSVALDO PARAMO
62,17010-10000-01491,Pre-Inspection,7/26/2017,Partial Inspection,DOMINIC DANERI
63,17010-10000-01491,SGSOV-Seismic Gas S/O Valve,7/26/2017,SGSOV Not Ready,OSVALDO PARAMO
64,17010-10000-01491,Service/Power Release,7/26/2017,Not Ready for Inspection,OSVALDO PARAMO
65,17010-10000-01491,Smoke Detectors,7/26/2017,Not Ready for Inspection,OSVALDO PARAMO
66,17010-10000-01491,Verify Sprinkler Sign Off,7/26/2017,Approved,OSVALDO PARAMO
67,17010-10000-01491,ELECTRICAL-Final,8/3/2017,Approved,OSVALDO PARAMO
68,17010-10000-01491,Final,8/3/2017,Conditional Approval,OSVALDO PARAMO
69,17010-10000-01491,Green Building Final,8/3/2017,Approved,OSVALDO PARAMO
70,17010-10000-01491,SGSOV-Seismic Gas S/O Valve,8/3/2017,SGSOV Approved,OSVALDO PARAMO
71,17010-10000-01491,Smoke Detectors,8/3/2017,Approved,OSVALDO PARAMO
72,17010-10000-01491,Final,8/14/2017,Partial Approval,OSVALDO PARAMO
73,17010-10000-01491,Service/Power Release,8/14/2017,Approved,OSVALDO PARAMO
74,17010-10000-01491,Final,8/24/2017,Conditional Approval,OSVALDO PARAMO
75,13014-10000-02233,BUILDING-Rough-Frame,8/22/2013,Not Ready for Inspection,ENRIQUE MIRELES
76,13014-10000-02233,Final,8/22/2013,Not Ready for Inspection,ENRIQUE MIRELES
77,13014-10000-02233,Footing/Foundation/Slab,8/22/2013,Not Ready for Inspection,ENRIQUE MIRELES
78,13014-10000-02233,Green Building Final,8/22/2013,Not Ready for Inspection,DEROLD HAUFF
79,13014-10000-02233,Green Building Rough,8/22/2013,Not Ready for Inspection,DEROLD HAUFF
80,13014-10000-02233,SGSOV-Seismic Gas S/O Valve,8/22/2013,SGSOV Not Ready,ENRIQUE MIRELES
81,13014-10000-02233,Smoke Detectors,8/22/2013,No Access for Inspection,ENRIQUE MIRELES
82,13014-10000-02233,Footing/Foundation/Slab,8/28/2013,Corrections Issued,DALE CARNEY
83,13014-10000-02233,Floor/Roof Diaphrgm/Shear Wall,9/6/2013,Not Ready for Inspection,ENRIQUE MIRELES
84,13014-10000-02233,Footing/Foundation/Slab,9/6/2013,Not Ready for Inspection,ENRIQUE MIRELES
85,13014-10000-02233,Excavation/Setback/Form/Re-Bar,9/9/2013,Approved,VINCENT COTTON
86,13014-10000-02233,BUILDING-Rough-Frame,9/10/2013,Partial Approval,ENRIQUE MIRELES
87,13014-10000-02233,Green Building Rough,9/10/2013,Not Ready for Inspection,MICHAEL TUCK
88,13014-10000-02233,Insulation,9/10/2013,Partial Approval,ENRIQUE MIRELES
89,13014-10000-02233,Drywall Nailing,9/13/2013,Approved,ENRIQUE MIRELES
90,13014-10000-02233,Green Building Rough,9/16/2013,Approved,MICHAEL TUCK
91,13014-10000-02233,BUILDING-Rough-Frame,9/25/2013,Approved,DALE CARNEY
92,13014-10000-02233,Final,9/25/2013,Not Ready for Inspection,DALE CARNEY
93,13014-10000-02233,Footing/Foundation/Slab,9/25/2013,Approved,DALE CARNEY
94,13014-10000-02233,Green Building Final,9/25/2013,Approved,MICHAEL TUCK
95,13014-10000-02233,SGSOV-Seismic Gas S/O Valve,9/25/2013,SGSOV Approved,DALE CARNEY
96,13014-10000-02233,Smoke Detectors,9/25/2013,Approved,DALE CARNEY
97,13014-10000-02233,Final,10/30/2013,No Access for Inspection,DALE CARNEY
98,13014-10000-02233,Final,2/23/2017,OK to Issue CofO,JAVIER ALIPIO
99,16016-20000-01388,BUILDING-Rough-Frame,2/25/2016,Corrections Issued,MARK FERRARI
100,16016-20000-01388,PLUMBING-Rough,2/25/2016,Approved,MARK FERRARI
101,16016-20000-01388,BUILDING-Rough-Frame,3/3/2016,Approved,MARK FERRARI
102,16016-20000-01388,ELECTRICAL-Rough,3/3/2016,Approved,MARK FERRARI
103,16016-20000-01388,Insulation,3/7/2016,Corrections Issued,MARK FERRARI
104,16016-20000-01388,Drywall Nailing,3/11/2016,Approved,MARK FERRARI
105,16016-20000-01388,Footing/Foundation/Slab,4/7/2016,Partial Approval,JOEL LAUNCHBAUGH
106,16016-20000-01388,Excavation/Setback/Form/Re-Bar,4/13/2016,Approved,ROBERT VORHIS
107,16016-20000-01388,Final,6/30/2016,Permit Finaled,ROBERT VORHIS
108,16016-20000-01388,Smoke Detectors,6/30/2016,Approved,ROBERT VORHIS
109,13016-10000-20763,ELECTRICAL-Rough,11/15/2013,Approved,JOSE COLON
110,13016-10000-20763,PLUMBING-Rough,11/15/2013,Approved,JOSE COLON
111,13016-10000-20763,Drywall Nailing,11/19/2013,Approved,ROBERT MCDOWELL
112,13016-10000-20763,Shower Pan,11/19/2013,Approved,ROBERT MCDOWELL
113,13016-10000-20763,Final,9/11/2014,No Access for Inspection,DAVID CHAN
114,13016-10000-20763,Final,9/25/2014,Not Ready for Inspection,CHARLES BOGHOSKHAN
115,13016-10000-20763,Smoke Detectors,9/25/2014,Approved,CHARLES BOGHOSKHAN
116,13016-10000-20763,Final,9/26/2014,Permit Finaled,CHARLES BOGHOSKHAN
117,18016-20000-03162,Deputy Drilled-In Anchors,5/8/2018,Conditional Approval,MATTHEW NUCKOLLS
118,18016-20000-03162,Footing/Foundation/Slab,5/11/2018,Approved,MATTHEW NUCKOLLS
119,18016-20000-03162,ELECTRICAL-Rough,6/11/2018,Partial Approval,KATHRYN BUTTERWORTH
120,18016-20000-03162,PLUMBING-Rough,6/11/2018,Partial Approval,KATHRYN BUTTERWORTH
121,18016-20000-03162,Wood Frame,6/11/2018,Approved,KATHRYN BUTTERWORTH
122,18016-20000-03162,BUILDING-Rough-Frame,6/29/2018,Partial Approval,SALVADOR GONZALEZ
123,18016-20000-03162,ELECTRICAL-Rough,6/29/2018,Approved,SALVADOR GONZALEZ
124,18016-20000-03162,PLUMBING-Rough,6/29/2018,Approved,SALVADOR GONZALEZ
125,18016-20000-03162,Insulation,8/21/2018,Approved,RAUL BARAJAS
126,18016-20000-03162,Interior/Exterior Lathing,8/21/2018,Approved,RAUL BARAJAS
127,18016-20000-03162,Drywall Nailing,8/27/2018,Approved,RAUL BARAJAS
128,18016-20000-03162,Sewer,8/31/2018,Approved,KATHRYN BUTTERWORTH
129,18016-20000-03162,Shower Pan,8/31/2018,Approved,KATHRYN BUTTERWORTH
130,18016-20000-03162,Interior/Exterior Lathing,9/10/2018,No Access for Inspection,KATHRYN BUTTERWORTH
131,18016-20000-03162,Interior/Exterior Lathing,9/12/2018,Approved,RAUL BARAJAS
132,18016-20000-03162,Final,11/28/2018,Corrections Issued,RAUL BARAJAS
133,18016-20000-03162,Green Building Final,11/28/2018,Not Ready for Inspection,RAUL BARAJAS
134,18016-20000-03162,METHANE-Final,11/28/2018,Not Ready for Inspection,RAUL BARAJAS
135,18016-20000-03162,SGSOV-Seismic Gas S/O Valve,11/28/2018,SGSOV Not Ready,RAUL BARAJAS
136,18016-20000-03162,Smoke Detectors,11/28/2018,Partial Inspection,RAUL BARAJAS
137,18016-20000-03162,Final,1/28/2019,Corrections Issued,DANIEL GONZALEZ
138,18016-20000-03162,Green Building Final,1/28/2019,Not Ready for Inspection,DANIEL GONZALEZ
139,18016-20000-03162,METHANE-Final,1/28/2019,Approved,DANIEL GONZALEZ
140,18016-20000-03162,SGSOV-Seismic Gas S/O Valve,1/28/2019,SGSOV Not Ready,DANIEL GONZALEZ
141,18016-20000-03162,Smoke Detectors,1/28/2019,Corrections Issued,DANIEL GONZALEZ
142,18016-20000-03162,Special/Order Compliance,2/8/2019,Partial Inspection,DANIEL GONZALEZ
143,18016-20000-03162,Final,4/16/2019,Corrections Issued,DANIEL GONZALEZ
144,18016-20000-03162,Green Building Final,4/16/2019,Approved,DANIEL GONZALEZ
145,18016-20000-03162,SGSOV-Seismic Gas S/O Valve,4/16/2019,SGSOV Approved,DANIEL GONZALEZ
146,18016-20000-03162,Smoke Detectors,4/16/2019,Approved,DANIEL GONZALEZ
147,18016-20000-03162,Final,5/13/2019,OK to Issue CofO,DANIEL GONZALEZ
148,16016-20000-29480,Deputy Drilled-In Anchors,2/27/2017,Approved,DA LIU
149,16016-20000-29480,Footing/Foundation/Slab,3/1/2017,Approved,DA LIU
150,16016-20000-29480,BUILDING-Rough-Frame,3/14/2017,Partial Approval,DA LIU
151,16016-20000-29480,Green Building Rough,3/14/2017,Partial Approval,DA LIU
152,16016-20000-29480,BUILDING-Rough-Frame,4/7/2017,Approved,BRENDAN LOONEY
153,16016-20000-29480,Final,4/7/2017,Corrections Issued,BRENDAN LOONEY
154,16016-20000-29480,Green Building Final,4/7/2017,Approved,BRENDAN LOONEY
155,16016-20000-29480,Green Building Rough,4/7/2017,Approved,BRENDAN LOONEY
156,16016-20000-29480,SGSOV-Seismic Gas S/O Valve,4/7/2017,SGSOV Not Required,BRENDAN LOONEY
157,16016-20000-29480,Smoke Detectors,4/7/2017,Approved,BRENDAN LOONEY
158,16016-20000-29480,Final,4/18/2017,OK to Issue CofO,BRENDAN LOONEY
159,13030-10000-07492,Excavation,12/10/2014,Not Ready for Inspection,BARTON HOLMES
160,13030-10000-07492,Sub-Drain,1/8/2015,Not Ready for Inspection,BARTON HOLMES
161,13030-10000-07492,Bottom/Toe,1/11/2016,Approved,ROBERT HUGHES
162,13030-10000-07492,Final,1/11/2016,Permit Finaled,ROBERT HUGHES
163,13030-10000-07492,Rough,1/11/2016,Approved,ROBERT HUGHES
164,13016-20000-21572,PLUMBING-Rough,12/2/2013,Partial Approval,JOHN COLEMAN
165,13016-20000-21572,Footing/Foundation/Slab,12/16/2013,Not Ready for Inspection,CHRISTOPHE COCHRAN
166,13016-20000-21572,Footing/Foundation/Slab,12/27/2013,Not Ready for Inspection,CHRISTOPHE COCHRAN
167,13016-20000-21572,Footing/Foundation/Slab,1/3/2014,Partial Approval,CHRISTOPHE COCHRAN
168,13016-20000-21572,BUILDING-Rough-Frame,3/6/2014,Not Ready for Inspection,CHRISTOPHE COCHRAN
169,13016-20000-21572,ELECTRICAL-Rough,3/6/2014,Not Ready for Inspection,CHRISTOPHE COCHRAN
170,13016-20000-21572,PLUMBING-Rough,3/6/2014,Not Ready for Inspection,CHRISTOPHE COCHRAN
171,13016-20000-21572,ELECTRICAL-Rough,3/24/2014,Approved,CHRISTOPHE COCHRAN
172,13016-20000-21572,HVAC-Rough,3/24/2014,Not Ready for Inspection,CHRISTOPHE COCHRAN
173,13016-20000-21572,PLUMBING-Rough,3/24/2014,Approved,CHRISTOPHE COCHRAN
174,13016-20000-21572,HVAC-Rough,5/2/2014,Approved,CHRISTOPHE COCHRAN
175,13016-20000-21572,BUILDING-Rough-Frame,5/15/2014,Approved,CHRISTOPHE COCHRAN
176,13016-20000-21572,Green Building Rough,5/15/2014,Not Ready for Inspection,RICHARD DOCKUS
177,13016-20000-21572,Interior/Exterior Lathing,5/15/2014,Approved,CHRISTOPHE COCHRAN
178,13016-20000-21572,Shower Pan,5/15/2014,Approved,CHRISTOPHE COCHRAN
179,13016-20000-21572,Green Building Rough,5/28/2014,Approved,RICHARD DOCKUS
180,13016-20000-21572,Drywall Nailing,11/4/2014,Approved,TIP WHITING
181,13016-20000-21572,Final,11/4/2014,Corrections Issued,TIP WHITING
182,13016-20000-21572,SGSOV-Seismic Gas S/O Valve,11/4/2014,SGSOV Approved,TIP WHITING
183,13016-20000-21572,Smoke Detectors,11/4/2014,Approved,TIP WHITING
184,13016-20000-21572,Final,12/4/2014,OK to Issue CofO,TIP WHITING
185,17016-10000-20678,BUILDING-Rough-Frame,9/15/2017,Not Ready for Inspection,JOSEPH MCGARRY
186,17016-10000-20678,ELECTRICAL-Rough,9/15/2017,Not Ready for Inspection,JOSEPH MCGARRY
187,17016-10000-20678,PLUMBING-Rough,9/15/2017,Not Ready for Inspection,JOSEPH MCGARRY
188,17016-10000-20678,BUILDING-Rough-Frame,9/27/2017,Corrections Issued,JOEL WILLIAMS
189,17016-10000-20678,ELECTRICAL-Rough,9/27/2017,Approved,JOEL WILLIAMS
190,17016-10000-20678,PLUMBING-Rough,9/27/2017,Corrections Issued,JOEL WILLIAMS
191,17016-10000-20678,BUILDING-Rough-Frame,10/18/2017,Not Ready for Inspection,JOEL WILLIAMS
192,17016-10000-20678,BUILDING-Rough-Frame,11/6/2017,Approved,JOEL WILLIAMS
193,17016-10000-20678,PLUMBING-Rough,11/6/2017,Approved,JOEL WILLIAMS
194,17016-10000-20678,Drywall Nailing,11/14/2017,Approved,JOEL WILLIAMS
195,17016-10000-20678,Interior/Exterior Lathing,11/28/2017,Partial Approval,JOEL WILLIAMS
196,17016-10000-20678,Final,1/5/2018,Corrections Issued,JOEL WILLIAMS
197,17016-10000-20678,SGSOV-Seismic Gas S/O Valve,1/5/2018,SGSOV Approved,JOEL WILLIAMS
198,17016-10000-20678,Smoke Detectors,1/5/2018,Approved,JOEL WILLIAMS
199,17016-10000-20678,Final,1/22/2018,Corrections Issued,JOEL WILLIAMS
200,17016-10000-20678,Final,2/12/2018,Conditional Approval,JOSEPH MCGARRY
201,17016-10000-20678,ELECTRICAL-Final,3/22/2018,Approved,JOEL WILLIAMS
202,17016-10000-20678,Final,3/22/2018,OK to Issue CofO,JOEL WILLIAMS
203,17016-10000-20678,HVAC-Final,3/22/2018,Approved,JOEL WILLIAMS
204,17016-10000-20678,PLUMBING-Final,3/22/2018,Approved,JOEL WILLIAMS
205,18014-20000-00339,Wood Frame,2/9/2018,Partial Approval,CHRISTOPHE COCHRAN
206,18014-20000-00339,ELECTRICAL-Rough,2/12/2018,Approved,CHRISTOPHE COCHRAN
207,18014-20000-00339,PLUMBING-Rough,2/12/2018,Approved,CHRISTOPHE COCHRAN
208,18014-20000-00339,Wood Frame,2/12/2018,Partial Approval,CHRISTOPHE COCHRAN
209,18014-20000-00339,BUILDING-Rough-Frame,2/21/2018,Approved,CHRISTOPHE COCHRAN
210,18014-20000-00339,Green Building Rough,2/21/2018,Approved,CHRISTOPHE COCHRAN
211,18014-20000-00339,HVAC-Rough,2/21/2018,Approved,CHRISTOPHE COCHRAN
212,18014-20000-00339,Insulation,2/21/2018,Approved,CHRISTOPHE COCHRAN
213,18014-20000-00339,Interior/Exterior Lathing,2/21/2018,Partial Approval,CHRISTOPHE COCHRAN
214,18014-20000-00339,Drywall Nailing,2/27/2018,Approved,CHRISTOPHE COCHRAN
215,18014-20000-00339,Interior/Exterior Lathing,2/27/2018,Approved,CHRISTOPHE COCHRAN
216,18014-20000-00339,Shower Pan,2/27/2018,Approved,CHRISTOPHE COCHRAN
217,18014-20000-00339,Final,4/16/2018,Not Ready for Inspection,JOHN KIDWELL
218,18014-20000-00339,Green Building Final,4/16/2018,Not Ready for Inspection,JOHN KIDWELL
219,18014-20000-00339,SGSOV-Seismic Gas S/O Valve,4/16/2018,SGSOV Approved,JOHN KIDWELL
220,18014-20000-00339,Smoke Detectors,4/16/2018,Approved,JOHN KIDWELL
221,18014-20000-00339,Final,4/30/2018,OK to Issue CofO,JOHN KIDWELL
222,18014-20000-00339,Green Building Final,4/30/2018,Approved,JOHN KIDWELL
223,16014-10000-02629,Footing/Foundation/Slab,6/13/2016,Corrections Issued,GREG ALLTON
224,16014-10000-02629,Footing/Foundation/Slab,7/7/2016,Approved,GREG ALLTON
225,16014-10000-02629,BUILDING-Rough-Frame,7/13/2016,Partial Inspection,GREG ALLTON
226,16014-10000-02629,Green Building Rough,7/13/2016,Not Ready for Inspection,GREG ALLTON
227,16014-10000-02629,ELECTRICAL-Rough,7/20/2016,Approved,GREG ALLTON
228,16014-10000-02629,Interior/Exterior Lathing,7/20/2016,Approved,GREG ALLTON
229,16014-10000-02629,Wood Frame,7/20/2016,Approved,GREG ALLTON
230,16014-10000-02629,BUILDING-Rough-Frame,7/22/2016,Approved,GREG ALLTON
231,16014-10000-02629,Green Building Rough,7/22/2016,Approved,GREG ALLTON
232,16014-10000-02629,Insulation,7/22/2016,Approved,GREG ALLTON
233,16014-10000-02629,Drywall Nailing,7/26/2016,Approved,GREG ALLTON
234,16014-10000-02629,Final,8/8/2016,OK to Issue CofO,GREG ALLTON
235,16014-10000-02629,Green Building Final,8/8/2016,Approved,GREG ALLTON
236,16014-10000-02629,Smoke Detectors,8/8/2016,Approved,GREG ALLTON
237,17030-20000-00905,Initial Grading,2/28/2017,Approved,GAYK MANUKYAN
238,17030-20000-00905,Bottom/Toe,3/3/2017,Partial Approval,GAYK MANUKYAN
239,17030-20000-00905,Approved Compaction Report,3/14/2017,Approved,GAYK MANUKYAN
240,17030-20000-00905,Bottom/Toe,2/5/2018,Approved,GAYK MANUKYAN
241,17030-20000-00905,Final,2/5/2018,Permit Finaled,GAYK MANUKYAN
242,17030-20000-00905,Rough,2/5/2018,Approved,GAYK MANUKYAN
243,15016-10000-23106,Excavation/Setback/Form/Re-Bar,11/30/2016,Corrections Issued,DAVID CHAN
244,15016-10000-23106,Sewer,11/30/2016,Corrections Issued,DAVID CHAN
245,15016-10000-23106,Sewer,12/5/2016,Partial Approval,DAVID CHAN
246,15016-10000-23106,Excavation/Setback/Form/Re-Bar,12/7/2016,Approved,DAVID CHAN
247,15016-10000-23106,Underground Mechanical,3/1/2017,Corrections Issued,DANIEL GONZALEZ
248,15016-10000-23106,BUILDING-Rough-Frame,3/22/2017,Corrections Issued,DAVID CHAN
249,15016-10000-23106,BUILDING-Rough-Frame,5/23/2017,Not Ready for Inspection,DAVID CHAN
250,15016-10000-23106,ELECTRICAL-Rough,5/23/2017,Approved,DAVID CHAN
251,15016-10000-23106,PLUMBING-Rough,5/23/2017,Approved,DAVID CHAN
252,15016-10000-23106,Wood Frame,5/23/2017,Not Ready for Inspection,DAVID CHAN
253,15016-10000-23106,Insulation,5/24/2017,Partial Approval,DAVID CHAN
254,15016-10000-23106,Wood Frame,5/25/2017,Approved,DAVID CHAN
255,15016-10000-23106,Drywall Nailing,6/13/2017,Approved,DAVID CHAN
256,15016-10000-23106,Interior/Exterior Lathing,6/21/2017,Approved,DAVID CHAN
257,15016-10000-23106,BUILDING-Rough-Frame,2/20/2018,Approved,DAVID CHAN
258,15016-10000-23106,Final,2/20/2018,Not Ready for Inspection,DAVID CHAN
259,15016-10000-23106,SGSOV-Seismic Gas S/O Valve,2/20/2018,SGSOV Approved,DAVID CHAN
260,15016-10000-23106,Smoke Detectors,2/20/2018,Approved,DAVID CHAN
261,15016-10000-23106,Final,3/15/2018,Not Ready for Inspection,DAVID CHAN
262,15016-10000-23106,Final,3/22/2018,OK to Issue CofO,DAVID CHAN
263,17042-10000-13549,Final,2/7/2019,Permit Finaled,DAVID CHAN
264,17016-10000-26370,Footing/Foundation/Slab,1/22/2018,Not Ready for Inspection,ENRIQUE MIRELES
265,17016-10000-26370,Excavation/Setback/Form/Re-Bar,1/23/2018,Corrections Issued,LUIS ALVAREZ
266,17016-10000-26370,Footing/Foundation/Slab,2/2/2018,Partial Approval,LUIS ALVAREZ
267,17016-10000-26370,PLUMBING-Rough,2/21/2018,Partial Inspection,OSVALDO PARAMO
268,17016-10000-26370,PLUMBING-Rough,2/22/2018,Partial Inspection,OSVALDO PARAMO
269,17016-10000-26370,Footing/Foundation/Slab,2/28/2018,Approved,OSVALDO PARAMO
270,17016-10000-26370,Floor/Roof Diaphrgm/Shear Wall,3/14/2018,Approved,LUIS ALVAREZ
271,17016-10000-26370,BUILDING-Rough-Frame,4/4/2018,Not Ready for Inspection,OSVALDO PARAMO
272,17016-10000-26370,ELECTRICAL-Rough,4/4/2018,Approved,OSVALDO PARAMO
273,17016-10000-26370,HVAC-Rough,4/4/2018,Partial Inspection,OSVALDO PARAMO
274,17016-10000-26370,PLUMBING-Rough,4/4/2018,Approved,OSVALDO PARAMO
275,17016-10000-26370,Floor/Roof Diaphrgm/Shear Wall,4/10/2018,Approved,LUIS ALVAREZ
276,17016-10000-26370,BUILDING-Rough-Frame,4/13/2018,Not Ready for Inspection,DOMINIC DANERI
277,17016-10000-26370,BUILDING-Rough-Frame,4/18/2018,Partial Approval,LUIS BARRALES
278,17016-10000-26370,BUILDING-Rough-Frame,4/24/2018,Partial Inspection,OSVALDO PARAMO
279,17016-10000-26370,Interior/Exterior Lathing,4/24/2018,Approved,OSVALDO PARAMO
280,17016-10000-26370,BUILDING-Rough-Frame,4/26/2018,Approved,LUIS ALVAREZ
281,17016-10000-26370,Drywall Nailing,5/1/2018,Approved,OSVALDO PARAMO
282,17016-10000-26370,Interior/Exterior Lathing,5/1/2018,Approved,OSVALDO PARAMO
283,17016-10000-26370,Special/Order Compliance,5/24/2018,Not Ready for Inspection,LUIS ALVAREZ
284,17016-10000-26370,ELECTRICAL-Final,6/14/2018,Approved,BRIAN SULLIVAN
285,17016-10000-26370,Final,6/14/2018,Not Ready for Inspection,BRIAN SULLIVAN
286,17016-10000-26370,HVAC-Final,6/14/2018,Approved,BRIAN SULLIVAN
287,17016-10000-26370,PLUMBING-Final,6/14/2018,Approved,BRIAN SULLIVAN
288,17016-10000-26370,SGSOV-Seismic Gas S/O Valve,6/14/2018,SGSOV Approved,BRIAN SULLIVAN
289,17016-10000-26370,Smoke Detectors,6/14/2018,Approved,BRIAN SULLIVAN
290,17016-10000-26370,Final,8/20/2018,OK to Issue CofO,FRANCISCO MORADO
291,14016-10000-15930,METHANE-Rough,10/2/2014,Approved,ROBERT MCDOWELL
292,14016-10000-15930,Wood Frame,10/2/2014,Approved,ROBERT MCDOWELL
293,14016-10000-15930,Insulation,10/3/2014,Approved,ROBERT MCDOWELL
294,14016-10000-15930,Drywall Nailing,10/7/2014,Approved,DAVID CHAN
295,14016-10000-15930,Final,11/18/2014,Conditional Approval,ROBERT MCDOWELL
296,14016-10000-15930,SGSOV-Seismic Gas S/O Valve,11/18/2014,SGSOV Approved,ROBERT MCDOWELL
297,14016-10000-15930,Smoke Detectors,11/18/2014,Approved,ROBERT MCDOWELL
