,permit_ID,full_description
18,16047-30000-01406,"EXISTING POOL ALTERATION: CONVERT (E) POOL INTO ZERO EDGE POOL, AND ADD WATER FOUNTAIN FEATURE (10' LENGTH X 5' HIGH) PER LA CITY STD PLAN 268 & DETAILS #220-60, 640, & 649. (SEE COMMENTS)"
19,13016-20001-00981,Supplemental to convert one kitchen to wet bar(See comments).
20,18016-20000-32663,"INTERIOR REMODEL TO (E) SFD TO CONVERT CLOSET AND LAUNDRY ROOM TO A BATHROOM AND REMODEL 2 BEDROOMS,  REMODEL RECREATION ROOM."
21,16016-20000-30176,CONVERT PORTION OF (E) ENTRY/DINING TO CREATE AN ENTRY PORCH. REMODEL (E) KITCHEN AND 2 BATHROOMS ON FIRST FLOOR.
22,13030-30000-03980,SITE FRADING FOR NEW SINGLE FAMILY DEWLLING AND SITE RETAINING WALL.
23,14016-10000-14856,CONVERT (E) CLOSET ON THE 2ND FLOOR INTO A RESTROOM. (NO EXTERIOR WORK)
24,16016-20000-25848,"NON STRUCTURAL INTERIOR REMODEL; CONVERT KITCHEN INTO BEDROOM, CONVERT PORTION OF LIVING ROOM INTO KITCHEN, CONVERT PORTION OF BEDROOM TO EXPAND (E) 1/2 BATH TO 3/4 BATH (ADD SHOWER) AND CHANGE OUT (1) WINDOW AT BEDROOM."
25,13016-20000-26018,Interior remodel to convert existing closet to 3/4 bathroom.
26,18016-20000-05049,"Convert 10'6"" x 21'-6'' attached garage into bedroom/bathroom per WFPP."
27,16016-10000-11766,"INTERIOR REMODEL OF EXISTING 1-STORY SINGLE FAMILY DWELLING TO CONVERT EXISTING KITCHEN TO BEDROOM, LAUDRY ROOM MASTER BATH AND CLOSET AND DINING ROOM TO KITCHEN.CREATE LAUNDRY CLOSET IN HALLWAY-REPLACE ALL WINDOWS, CLOSE UP BASEMENT STAIR OPENING. WORK DONE PER P/BC 2011-004"
28,17014-20000-06714,"CONVERT/ENCLOSE (E) 26'6"" x 23'5"" (IRR. SHAPE) 2ND FLOOR DECK TO ADD NEW MASTER BEDROOM AND EXPAND WALK IN CLOSET. ALL WORK PER ENGINEERING."
29,14019-20000-02113,demo (e) 20'x19' accessory storage building
30,14020-10000-01017,SHORING FOR NEW ACCESSORY LIVING QUARTER.
31,18016-20000-00676,Convert portion of bedroom closet to expand powder room to 3/4 bathroom and replace fixtures of another bathroom.
32,16010-20002-02326,"SUPPLEMENTAL TO 16010-20000-02326: TO CONVERT MODEL DWELLING AND SALES OFFICE TO (N) SFD-CONDO WITH ATTACHED GARAGE. (ZERO PERMIT FEE, NO CHANGE IN PERMIT VALUATION)"
33,13014-20000-02186,"NEW ADDITION  760 SQ.FT. (24' x 31' 7"") ,    CONVERT PATIO COVER TO LIVING AREA   112  SQ.FT (5' x 22' 5"")."
34,14043-10000-03718,13-D SYSTEM (2013) FOR A NEW 2 STORY-GARAGE/ ACCESSORY LIVING QUARTER SHARING A 1 INCH WATER METER WITH THE MAIN HOUSE. MAX SPACING 16X16.
35,15016-70000-27947,"Interior remodel to the existing single family dwelling: convert office into a bedroom, remodel the kitchen and bathroom, change out 7 windows (same size and location). Related electrical, plumbing, and hvac."
36,17014-20000-06009,"ENCLOSE (E) 10'-1"" X 13'-2"" PATIO COVER (132 S.F.) AND CONVERT INTO A NEW FAMILY ROOM FOR (E) SFD. ALL WORK PER ENGINEER."
37,16014-20000-00551,"CONVERT (E) 20'-6"" X 21'-5"" GARAGE INTO A (N) BEDROOM WITH FULL BATH, CONVERT PORTION OF (E) BEDROOM TO (N) HALLWAY, ADD 18' X 18' 2-CAR CARPORT PER LA CITY STANDARD PLAN #20"
38,15014-20000-01744,"ADDITION TO 1ST, 2ND FLOOR, CONVERT CRAWL SPACE INTO HABITAL BASEMENT AND INTERIOR REMODEL TO (E) 2 STORY SFD W/ ATT GARAGE"
39,13014-20000-02927,"CONVERT GARAGE TO BEDROOM, 3/4 BATH, LAUNDRY ROOM AND DEN. ADD 18' X 20' CARPORT TO (E) SFD. UPGRADE ELECTRICAL PANEL"
40,14016-20000-08587,INTERIOR REMODEL TO CONVERT 1 BATHROOM INTO 1 FULL BATH AND 1-3/4 BATH. FOR (E) SFD
41,15014-10000-05582,INTERIOR AND EXTERIOR  REMODEL. ADDITION OF A TRELLIS AND UNCOVERED  ROOF DECK  TO AN (E) TWO STORY SFD
42,14014-20000-04200,"CONVERT 10' X 11' STORAGE ROOM TO 3/4 BATH,  ADD 10'10"" X 21'3"" AREA FOR ATTACHED GARAGE EXTENSION AND ENCLOSE 10'4"" X 4' PATIO COVER FOR NEW HALLWAY ACCESS TO GARAGE"
43,15016-20000-25474,CONVERT (E) LAUNDARY ROOM TO BATHROOM/LAUNDARY ROOM.
44,15030-30000-08318,SITE GRADING for new accessory struture and site work.
45,14016-20000-02103,CONVERT BATHROOM TO TWO FULL BATHROOMS
46,16014-20001-04175,"SUPPLEMENTAL PERMIT TO 16014-20000-04175 TO CONVERT THE 9'-6"" x 16'-6"" OPEN LATTICE ROOF PATIO COVER (TRELLIS) TO A SOLID ROOF PATIO COVER. ALL WORK PER WFPP."
47,16016-70000-10108,Interior alteration to existing single family dwelling to convert dining room into a bedroom (relocate dining room) and convert closet into a bathroom.
48,16010-10001-05050,"SUPP FOR VERTICAL DESIGN CHANGE TO UNIT TYPE ""C""  <PERMIT FEES PAID UNDER 16010-10000-05050>"
49,16016-20000-09867,"NON-STRUCTURAL INTERIOR REMODEL: CONVERT (E) 10'-10"" X 15'-8"" BATHROOM INTO A (N) 7'-8"" X 9'-4"" MUDROOM AND 6'-7"" X 10'-10"" BATHROOM, REMOVE AND REPLACE INTERIOR DOORS AND EXTERIOR WINDOWS AS EXISTING, REPLACE (1) EXISTING WINDOW WITH NEW DOOR. ALL WORK PER WFPP."
50,15016-10000-18353,voluntary foundation repair and upgrade by providng sister footing on a portion of the exterior wall and adding plywood to (e) cripple wall.
51,18016-30000-05193,"interior remodel convert closet to bathroom, convert kitchen to bedroom. all work per WFPP"
52,18016-10000-04477,"PROPOSED CONSTRUCTION OF PILES, GRADE BEAM AND UNDERPINING FOUNDATION OF EXISTING SINGLE FAMILY DWELLING"
53,15010-20000-02543,"NEW 11'-0"" X 18'-0"" 1-STORY ACCESSORY LIVING QUARTERS PER ENGINEERING"
54,13014-30002-01151,Supplemental to permit 13014-30000-01151 to convert 6'x10'portion of roof to open deck at 2nd floor bedroom. Shear wall detail change at 2nd floor.
55,13016-20000-24998,"Convert portion (7.5' x 15') of 3-car garage into laundry room, half a bathroom and 2-car garage.  Remodel existing commom bathroom."
56,15016-20000-18326,CONVERT (E) CLOSET TO (N) BATHROOM FOR AN (E) SFD
57,13010-20000-03429,"(N) ACCESSORY BUILDING 22'2""x22'6"" (499SF)"
58,17014-20000-02232,"REMODEL TWO BEDROOMS, CONVERT LIVING ROOM TO BEDROOM & BATHROOM, CONVERT BEDROOM TO FAMILY ROOM AND ADD IRR. SHAPE 19'-11"" x 17'-5"" LIVING ROOM. ALL WORK PER ENGR."
59,13016-20000-19247,CONVERT MODEL TO SINGLE FAMILY DWELLING W/ GARAGE
60,13016-10000-07305,CONVERT (E) STORAGE INTO A BATHROOM.
61,17016-20000-29439,"REMODEL KITCHEN, BATHROOM & TWO BEDROOMS, AND CONVERT CLOSET & PORTION OF BEDROOM TO LAUNDRY ROOM, AND REMOVE & REPLACE (7) WINDOWS (SAME PLACE & LOCATION). ALL WORK PER ENGR."
62,17014-10000-00848,"Addition to existing single family dwelling to convert to duplex, and home occupation."
63,17016-20000-05289,CONVERT BAR SPACE TO  SHOWER TO ENLARGE (E) POWDER ROOM. COMPLY WITH DEPARTMENT ORDER effective date 12/23/2016. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE
64,15014-20000-03079,CONVERT (E) GARAGE TO FAMILY ROOM;  ADD 20' X 23' GARAGE TO (E) SFD AND REMODEL KITCHEN. REPLACE ENTRY DOOR AND ENTRY WINDOWS.
65,17016-20000-06686,"CONVERT (E) DEN TO (N) BEDROOM.  REMOVE TWO NON BEARING WALLS,  ADD NEW WINDOW, AND INTERIOR  REMODEL OF THE KITCHEN; REMODEL (E)  3/4 BATHROOM AND RELOCATE THE WATER HEATER."
66,16014-20000-05462,"(N) 13'1"" x 22'6"" ADDITION TO ENLARGE DEN. INTERIOR REMODEL TO CONVERT (E) BEDROOM TO ADD FULL BATHROOM AND 1/2 BATHROOM. REMODEL BEDROOMS AND KITCHEN. ALL WORK PER ENGINEERING."
67,13020-10000-01411,TEMPORARY SHORING FOR PROPOSED ACCESSORY BLDG <REF #12010-20000-02819>
68,16016-20000-14321,CONVERT (E) PANTRY INTO (N) FULL BATHROOM PER WFPP
69,18016-20000-17067,INTERIOR REMODEL TO (E) SFD: CONVERT (E) DEN TO (N) BATHROOM
70,18014-20000-03483,"Convert portion (17'6"" X 10'5"") of existing patio cover into a master bedroom in single family dwelling. remodel bedroom.  all work per engineer."
71,16016-20000-15274,CONVERT PORTION OF BEDROOM AREA  FOR BATHROOM EXPANSION AND BUILD (N) BEDROOM WALK-IN CLOSET. ALL WORKS ARE NON BEARING AND PER WFPP.
72,15019-20000-00521,"DEMO (E) SFD, DETACHED GARAGE & ACCESSORY BUILDING TO CLEAR LOT"
73,17016-20000-27509,INTERIOR REMODEL TO CONVERT CLOSET INTO LAUNDRY ROOM AT FIRST FLOOR AND CONVERT STORAGE INTO 3/4 BATHROOM AT SECOND FLOOR.
74,16016-10000-03599,ADDTION TO AN EXISTING GARAGE AND CONVERT A PORTION TO A RECREATION ROOMATION ROOM.
75,15014-10000-05265,"Convert (e)  garge to habitable space creating (2) bedrooms, (2) bathrooms and a play room; Add 17'0"" x 10'6"" to converted garage creating a storage area/laundry room; Add 20'0"" x 16'8"" 2-car carport; All work per WFPP and P/BC 2014-005."
76,17016-10000-26897,"CONVERT KITCHEN 2 NEW BATHROOMS, ADD NEW KITCHEN"
77,14014-20000-05544,CONVERT (E) STORAGE TO SAUNA AND REVISE REAR  CONC LANDING/ STAIRCASE STAIRS TO (E) SFD
78,18016-20000-10575,CONVERT PORTION OF (E) PANTRY TO (N) LAUNDRY ROOM
79,13014-30000-00283,NEW SUBTERRANEAN GARAGE AND STORAGE BELOW EXISTING ACCESSORY LIVING QUARTERS.
80,13016-20000-12584,Remove and replace  (e) stairway at accessory structure.See commnets.
81,17016-20000-02448,"REMODEL TO (E) DWELLING. REMODEL KITCHEN, CONVERT CLOSET TO BATHROOM, NEW SKYLIGHTS, AND REMOVE PATIO COVER. ALL WORK PER ENGINEERING."
82,14016-20000-00142,"Remodel kitchen and convert 2' x 4'4"" portion of garage to kitchen expansion."
83,15014-30000-05485,"Convert 482 sq ft attached garage to master bed/bathroom.Add attached 2 car tandem carport(13'3"" x 38') per L.A. City Standard."
84,13016-20000-11328,"KITCHEN REMODELING,  BATHROOM REMODELING,  CONVERT EXISTING STORAGE TO BATHROOM"
85,15014-30001-06013,supplemental permit to 15014-10000-06013 to convert the flat roof at the rear to roof deck and new spiral stairs within the permitted veranda. no additional floor area.
86,17016-20000-00010,ENCLOSE AND CONVERT (E) COVERED PATIO TO HALLWAY AND 3/4 BATHROOM AND INTERIOR REMODEL TO RELOCATE KITCHEN OF (E) ONE STORY SFD W/ ATTACHED GARAGE.
87,13014-10000-04920,Convert underfloor/basement area to first floor habitable space.
88,16016-20000-13230,REMODEL AND CONVERT (E) FULL BATHROOM TO 3/4 BATHROOM.
89,13030-10000-06152,EXCAVATE & BACKFILL RETAINING WALL FOR NEW DEWLLING W/ATTACHED GARAGE AND A BASEMENT .
90,14016-20000-21305,"Remodel bathroom, kitchen and convert portion of (E) laundry room to new 1/2 bathroom.  All works per WFPP details."
91,13014-10000-00843,"PROPOSED ONE-STORY ADDITION TO CONVERT 1 BEDROOM/ 1 BATH UNITS TO 3 BEDROOM/2 BATH UNITS INTERIOR MODEIFICATIONS, RELOCATE KITCHEN; AND ALTERATIONS TO EXISTING DUPLEX."
92,13016-30002-06378,Supplemental permit 13016-30000-06378 to convert existing patio into new master bedroom and provide foundation plans.
93,16016-20000-25086,CONVERT DEN TO BEDROOM AND CONVERT BEDROOM TO FAMILY ROOM AND 3/4 BATHROOM. ALL WORK PER ENGINEERING.
94,16014-10000-03487,NEW 2-STORY ADDITION TO (E) SFD AND CONVERTED TO DUPLEX.
95,15016-10000-24563,Construct a 1/2 bath on 1st floor of (e) 2-story accessory structure by garage. No exterior work. Comply with department order effective date 10/30/2014. Permit will expire 30 days from issuance date. See comments.
96,13010-30000-02257,NEW 2-STORY SINGLE FAMILY DEWLLING WITH ATTACHED GARAGE.
97,18016-20000-33858,"Interior remodel at living room, kitchen, and dining room.  Convert portion of living to create bathroom."
98,17016-20000-11532,"INTERIOR REMODEL; REMODEL BATHROOM, CONVERT PORTION OF (E) BATHROOM TO PANTRY, REMODEL LAUNDRY, REMOVE FIREPLACE AT DINING ROOM/LIVING ROOM, REMODEL DINING ROOM, LIVING ROOM, KITCHEN, AND ENTRY. ALL WORK PER ENGR."
99,13014-10000-01625,REMODEL AND ADDITION (EXISTING OPEN DECK CONVERT TO NEW KITCHEN) TO EXISTING TWO STORY SFD WITH ATT. GARAGE.
100,15030-10000-00373,"SITE GRADING FOR SITE PREPARATION FOR SFD, ACCESSORY SERVANTS QUARTERS AND SECOND DWELLING"
101,15016-20000-27562,"CONVERT (E) CLOSET TO (N) POWDER ROOM, CONVERT (E) BATHROOM TO (2) NEW BATHROOMS, REMOVE AND REPLACE (E) FIREPLACE. ALL WORK PER WFPP."
102,17016-20000-14121,"CHANGE OF USE, NONSTRUCT INT REMODEL & CONVERT EX 1ST FLR GARAGE OF 2-STORY SFD TO DWELLING UNIT TO CREATE 2-STORY DUPLEX. ALL WORK PER WFPP. SEE COMMENTS."
103,18016-20000-18711,"INTERIOR REMODEL TO (E) LAUNDRY , CONVERT (E)  FAMILLY ROOM TO A NEW BEDROOM, CONVERT (E) CLOSET TO NEW BATHROOM , DOORS AND WINDOWS CHANGEOUT. ALL WORK PER WFPP"
104,12014-20000-02313,"CONVERT (E) UNDERFLOOR CRAWL SPACE INTO RECREATION ROOM FOR  (E) 2-STORY SINGLE FAMILY DWELLING, 388 SF."
105,15016-10000-11745,CONVERT (E) CLOSET IN LIVINGROOM TO (N) HALF BATHROOM WITHIN (E) 1-STY SFD
106,14016-10000-21947,CONVERT EXISTING CLOSET TO 3/4 BATHROOM.
107,16016-10000-18138,"INTERIOR REMODEL OF EXISTING 1 STORY SFD TO CONVERT KITCHEN TO BEDROOM, CONVERT DINING ROOM TO KITCHEN, CONVERT EXISTING BATH TO TWO BATHROOMS, AND CHANGE OUT WINDOWS WITH SAME SIZE AND SAME TYPE.  WOOD FRAME PRESCRIPTIVE METHOD."
108,15016-10000-28377,Remodel 1-story single family dwelling - convert 18 sq ft of living space to garage space. New roof in master bedroom. Windows/doors changeout.
109,16030-30000-00996,Grading for Accessory living quarters addition and new retaining wall (Grading for SFD under separate permit 16030-30000-04567)
110,16014-10000-00202,NEW PATIO WITH BALCONY ABOVE AT REAR OF EXISTING 2-STY SFD. CONVERT EXISTING CLOSET INTO A NEW BATH ROOM AT 1ST FLOOR.
111,14010-10004-02957,"SUPPLEMENTAL PERMIT TO # 14010-10000-02957 TO CONVERT SPA , SAUNA AND STEAM ROOM TO BEDROOM WITH BATH . NO CHANGE IN FLOOR AREA ."
112,17014-10000-05247,ADDITION AT LOWER LEVEL:  CONVERT UNDERFLOOR AREA TO NEW FLOOR AREA TO EXPAND BATHROOM and W.I.C.  BATHROOM REMODEL & STRUCTURAL CHANGE ADDING 62 SF.  ENLARGE EXT WINDOW ON NW WALL.  UNDERPIN FOUNDATION.
113,18016-10000-25584,"CONVERT 12'9"" x 18'6"" PORTION OF EX. BASEMENT TO BEDROOM. NO FOUNDATION WORK."
114,16016-20000-25484,"KITCHEN REMODEL AND CONVERT 6' x 17'-7"" Of THE (E) GARAGE TO NEW LAUNDRY RM."
115,16016-70000-14960,"Alteration to existing single family dwelling to convert a bedroom into a laundry room, relocate bathroom, and convert bathroom into a wash room. No change in floor area and parking."
116,17016-10000-03562,ADD INTERIOR WALLS TO CONVERT A PORTION OF THE EXISTING LIVING ROOM INTO A BEDROOM.
117,16016-10000-30402,"Interior remodel to relocate (e) kitchen, convert (e) closet to laundry space and replace all interior doors for unit on the rear of lot."
118,16014-10000-05172,Addition to (e) SFD to convert (e) crawlspace on lower floor and major remodel on upper floor. No change in the SFD footprint
119,14016-10001-09677,Supplemental permit to permit # 14016-70000-09677 to convert den to covered patio at the front of (e) dwelling . No change in floor area .
120,17016-20000-06160,"CONVERT (E) 40'-0"" x 18'-0"" DETACHED GARAGE/STORAGE INTO ACCESSORY DWELLING UNIT PER AB 2299 AND SB 1069."
121,13016-10000-00069,ADD NON-BEARING WALL AS PER WFPP TO CONVERT (E) DINING ROOM TO BEDROOM AND  REMODEL (E) KITCHEN.
122,16016-20000-02624,CONVERT (E) TWO CAR GARAGE INTO A TWO CAR CARPORT.
123,16019-20000-05536,"DEMO (e) sfd and accessory building, clear lot. Sewer cap required."
124,15016-20000-19909,"CONVERT (E) ATTACHED RECREATION ROOM TO NEW BEDROOMS AND PROVIDE INNER CONNECTION TO (E) DWELLING, ADD BATHTUB TO (E) 1/2 BATH. CLOSE ONE EXTERIOR DOOR WITHIN (E) ONE STORY DUPLEX. ALL WORK PER WFPP"
125,14016-10000-18517,INTERIOR ALTERATION TO (E) 1 STORY SFD AND CONVERT (E) CLOSET INTO (N) BATH AND ADD CLOSETS.  ALL WORK PER WFPP; COMPLY WITH DEPARTMENT ORDER effective date 9/27/2011. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE
126,14016-70000-16374,CONVERT PORTION OF EXISTING DINNING ROOM TO BATHROOM.
127,17016-20000-35154,REMOVE EXISTING NON-BEARING PARTITION WALLS & CONVERT EXISTING TWO BEDROOMS INTO ONE BEDROOM WITHIN (E) 2-STORY SINGLE FAMILY DWELLING @ 1ST & 2ND FLOOR.  WORK PER ENGINEER.
128,16010-20002-01174,SUPPLEMENTAL TO CHANGE ADDRESS AND UPDATE LEGAL FROM 22720 W. VANOWEN STREET  TO 6750 N. GLASNER LANE PER TRACT MAP # 72880
129,13029-30000-00045,"Demo (e) ""accessory living quarters."
130,18016-20000-01575,REMODEL (E) MAIDROOM TO CONVERT TO LAUNDRY ROOM. ALL WORK DONE PER WFPP
131,14016-10000-14191,CONVERT 1ST FLOOR STORAGE ROOM (395 s.f.) TO PART OF THE (E) SINGLE FAMILY DWELLING WITH ATTACHED GARAGE.
132,17014-20000-03753,CONVERT (E) BEDROOM TO HALLWAY AND NEW CLOSET AND ADD IRREGULAR SHAPE 27' X 12' FOR NEW BEDROOM PER WFPP
133,15016-20000-16449,KITCHEN AND BATHROOM REMODEL AND CONVERT (E) CLOSET INTO A NEW BATHROOM
134,15030-10000-05291,"SHORING FOR NEW 2-STORY DETACHED ACCESSORY BUILDING (41'X26'), WHICH INCLUDES BASEMENT, 3-CAR GARAGE, AND A	N ACCESSORY LIVING QUARTER"
135,14014-20000-00167,"Convert (e) garege into a family room and add 17'3""x21'2"" 2-car garage. Add 46'x27' on second floor to include 3 additional bedrooms 2 bathrooms.""COMPLY WITH DEPARTMENT ORDER effective date 11/01/2013. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE"""
136,17010-20000-00352,"(N) 41'9""X25' ACCESSORY LIVING QUARTERS. NFPA 13 R REQUIRED"
137,17016-10003-21515,"Supplemental Permit to: 17016-10000-21515.  Underpin ADU foundation, and typical pipe penetration in foundation per details."
138,16014-20000-02541,"CONVERT (E) ATTACHED GARAGE TO FAMILY ROOM, (N) ATTACHED CARPORT, (N) PORCH, 1ST & 2ND FLOOR ADDITION & INTERIOR REMODEL TO (E) 2 STORY SFD. SEE COMMENTS."
139,18016-20000-17121,CONVERT 2ND FLOOR BATHROOM TUB TO BUILT-IN SHOWER.
140,13010-30001-02199,"SUPPLEMENTAL TO PERMIT 13010-30000-02199 TO CONVERT 12'6""X13'4"" OF GARAGE TO 10'5""X18'2"" CARPORT."
141,13014-20000-04947,"ADD LAUNDRY ROOM, PANTRY AND BATHROOM;  CONVERT 12' x 25'-6"" IRR. ATTIC SPACE TO 2ND FLOOR BEDROOM, BATHROOM AND 12'X14' ROOF DECK;  REMODEL KITCHEN;  REMODEL (E) FAMILY ROOM"
142,13010-10000-02814,PROPOSED 1-STORY ACCESSORY PATIO STRUCTURE (SHADE PAVILION).    INCLUDES (4) OPEN PARKING SPACES AND LAWN AREA DECK EXTENSION.  SEE PERMIT 14030-10000-00951 FOR GRADING WORK.
143,13016-30000-07559,"CONVERT EXISTING CLOSET INTO NEW LAUNDRY ROOM ON 2ND FLOOR AND REMODEL EXISTING BATHROOM ON 1ST FLOOR. REMOVE NON-BEARING WALL, IN-FILL DOORS."
144,14014-20000-00428,"387 SF ADDITION AND 72 SF REMODEL TO (E) SFD , CONVERT 552 SF ATTIC AREA TO LIVING AREA OF SFD."
145,14014-20000-03757,"ADD NEW FLOOR FRAMING TO CONVERT (E) DOUBLE HEIGHT CEILING SPACE (12'-6""x14'-9"" IRREGULAR) TO TWO SEPARATE FLOORS. REMODEL PORTION OF SECOND FLOOR TO CONVERT (E) BEDROOM TO CLOSET / EXERCISE ROOM. ADD NEW CREATED SPACE AT SECOND FLOOR TO (E) CLOSET BY REMOVING NON-BEARING WALL AND CONVERT IT TO NEW MASTER BEDROOM. ALL WORK PER ENGINEERING."
146,14014-10000-01756,ADDITION BY CONVERTIG AN EXISTING STORAGR AREA TO RECREATION ROOM TO AND REMODEL TO AN ( E ) SINGLE FAMILY DWELLING. NO CHANGE IN THE BUILDINGS FOOTPRINT.
147,18016-20000-13218,Convert rear (1) window to sliding doors (existing header to remain) and add 3/4 bathroom within existing bathroom per WFPP
148,13016-40000-07346,CONVERT (E) FAMILY ROOM TO TWO BEDROOMS. CONVERT CLOSET TO 1/2 BATHROOM.
149,17014-20000-06164,"Remove and fill in kitchen/dining room walls, convert family room to bedroom and add 8.5' x 8' for new bathroom. All works per design for ground floor unit"
150,14014-20000-05219,"Remodel kitchen, bathrooms and living room, convert exercise room to new bedroom, add total of 327 SF ""RFA"" at numerous places on ground floor to expand kitchen, office, add entry foyer, wet bar nook and laundry room; add 6' x 8'8"" patio cover at front."
151,17016-20000-12746,"CONVERT (E) 18'-2"" X 20'-1"" DET. TWO-CAR GARAGE TO ACCESSORY DWELLING UNIT PER AB 2299 & SB 1069. ALL WORKS PER WFPP."
152,17016-10000-15615,"INTERIOR REMODEL SFD, CONVERT DINING TO KITCHEN, KITCHEN TO BEDROOM"
153,17014-20000-00642,"CONVERT BEDROOM TO DEN AND ADD 15' X 17'9"" BEDROOM, CLOSET,  AND 3/4 BATHROOM PER WFPP."
154,13016-20000-14790,CONVERT EXISTING GARAGE TO FAMILY ROOM. ADD BATHROOM. NO MODIFICATION TO EXISTING BUILDING SHELL AND NO STRUCTURAL CHANGES.
155,14014-20000-00250,"CONVERT EXISTING DETACHED GARAGE TO REC. ROOM WITH 1/2 BATH AND ADD 18' X 18' CARPORT PER CITY STANDARD. ""COMPLY WITH DEPARTMENT ORDER effective date 10/10/2013. PERMIT WILL EXPIRE 30 DAYS FROM ISSUANCE DATE""."
156,14016-10000-15585,CONVERT (E) STORAGE ROOM INTO A LAUNDRY ROOM WITH STORAGE. NO PHYSICAL CONSTRUCTION.
157,13016-20000-15665,CONVERT (E) ATTCHED STORATE ROOM TO CLOSET AND BATHROOM
158,15016-20000-11747,"revise floor plan to convert (e)  bed room #1 & #4 into one bed room #1, relocate bath room to (e)Duplex"
159,12016-70000-25263,CONVERT (E) SINGLE FAMILY DWELLING INTO DUPLEX; INTERIOR WORK ONLY. AND FILL IN A FEW WINDOW AND DOOR OPENINGS.
160,15043-10000-05897,NEW NFPA 13D system for ACCESSORY LIVING QUARTER
