,permit_ID,section,date,status,inspector
85,15014-20000-02411,Final,9/21/2015,Corrections Issued,BEAU COLLINS
86,15014-20000-02411,Green Building Final,9/21/2015,Not Ready for Inspection,BEAU COLLINS
87,15014-20000-02411,SGSOV-Seismic Gas S/O Valve,9/21/2015,SGSOV Approved,BEAU COLLINS
88,15014-20000-02411,Smoke Detectors,9/21/2015,Approved,BEAU COLLINS
89,15014-20000-02411,Final,9/28/2015,OK to Issue CofO,KEVIN BEAULIEU
90,15014-20000-02411,Green Building Final,9/28/2015,Approved,KEVIN BEAULIEU
91,14016-10000-11461,Wood Frame,6/19/2014,Partial Inspection,ROBERT MINASSIANS
92,14016-10000-11461,Wood Frame,7/2/2014,Approved,ROBERT MINASSIANS
93,14016-10000-11461,Insulation,7/10/2014,Approved,ROBERT MINASSIANS
94,14016-10000-11461,Drywall Nailing,7/22/2014,Approved,ROBERT MINASSIANS
95,14016-10000-11461,Final,9/17/2014,Not Ready for Inspection,ROBERT MINASSIANS
96,14016-10000-11461,SGSOV-Seismic Gas S/O Valve,9/17/2014,SGSOV Not Ready,ROBERT MINASSIANS
97,14016-10000-11461,Smoke Detectors,9/17/2014,Approved,ROBERT MINASSIANS
98,14016-10000-11461,Final,9/22/2014,Not Ready for Inspection,ENRIQUE MIRELES
99,14016-10000-11461,SGSOV-Seismic Gas S/O Valve,9/22/2014,SGSOV Not Ready,ENRIQUE MIRELES
100,14016-10000-11461,Final,10/2/2014,Permit Finaled,ROBERT MINASSIANS
101,14016-10000-11461,SGSOV-Seismic Gas S/O Valve,10/2/2014,SGSOV Approved,ROBERT MINASSIANS
102,16010-20001-04452,Final,9/12/2017,Permit Finaled,RAYMOND KEHOE
103,13016-70000-14982,Drywall Nailing,10/16/2013,Approved,FRED HANNUM
104,13016-70000-14982,Final,12/11/2013,Not Ready for Inspection,FRED HANNUM
105,13016-70000-14982,SGSOV-Seismic Gas S/O Valve,12/11/2013,SGSOV Not Ready,FRED HANNUM
106,13016-70000-14982,Smoke Detectors,12/11/2013,Approved,FRED HANNUM
107,13016-70000-14982,Final,12/12/2013,Permit Finaled,FRED HANNUM
108,13016-70000-14982,SGSOV-Seismic Gas S/O Valve,12/12/2013,SGSOV Approved,FRED HANNUM
109,14014-10000-05541,Footing/Foundation/Slab,3/13/2015,Corrections Issued,ROBERT MINASSIANS
110,14014-10000-05541,Excavation/Setback/Form/Re-Bar,3/16/2015,Approved,ROBERT MINASSIANS
111,14014-10000-05541,Footing/Foundation/Slab,3/16/2015,Approved,ROBERT MINASSIANS
112,14014-10000-05541,Floor/Roof Diaphrgm/Shear Wall,4/7/2015,Not Ready for Inspection,ROBERT MINASSIANS
113,14014-10000-05541,PLUMBING-Rough,4/7/2015,Not Ready for Inspection,ROBERT MINASSIANS
114,14014-10000-05541,BUILDING-Rough-Frame,4/8/2015,Partial Approval,ROBERT MINASSIANS
115,14014-10000-05541,Insulation,4/8/2015,Partial Approval,ROBERT MINASSIANS
116,14014-10000-05541,PLUMBING-Rough,4/8/2015,Partial Approval,ROBERT MINASSIANS
117,14014-10000-05541,Floor/Roof Diaphrgm/Shear Wall,4/10/2015,Partial Approval,ROBERT MINASSIANS
118,14014-10000-05541,BUILDING-Rough-Frame,5/8/2015,Not Ready for Inspection,ROBERT MINASSIANS
119,14014-10000-05541,ELECTRICAL-Rough,5/8/2015,Not Ready for Inspection,ROBERT MINASSIANS
120,14014-10000-05541,Green Building Rough,5/8/2015,Not Ready for Inspection,ROBERT MINASSIANS
121,14014-10000-05541,PLUMBING-Rough,5/8/2015,Not Ready for Inspection,ROBERT MINASSIANS
122,14014-10000-05541,ELECTRICAL-Rough,5/11/2015,Partial Approval,ROBERT MINASSIANS
123,14014-10000-05541,HVAC-Rough,5/11/2015,Corrections Issued,ROBERT MINASSIANS
124,14014-10000-05541,Rough-Elec/Plmb/HVAC,5/13/2015,Corrections Issued,ROBERT MINASSIANS
125,14014-10000-05541,BUILDING-Rough-Frame,5/15/2015,Corrections Issued,BRAD BESCOS
126,14014-10000-05541,Green Building Rough,5/15/2015,Approved,BRAD BESCOS
127,14014-10000-05541,Rough-Elec/Plmb/HVAC,5/15/2015,Approved,BRAD BESCOS
128,14014-10000-05541,BUILDING-Rough-Frame,6/5/2015,Corrections Issued,ROBERT MINASSIANS
129,14014-10000-05541,Interior/Exterior Lathing,6/5/2015,Corrections Issued,ROBERT MINASSIANS
130,14014-10000-05541,BUILDING-Rough-Frame,6/9/2015,Partial Inspection,ROBERT MINASSIANS
131,14014-10000-05541,ELECTRICAL-Rough,6/9/2015,Approved,ROBERT MINASSIANS
132,14014-10000-05541,HVAC-Rough,6/9/2015,Approved,ROBERT MINASSIANS
133,14014-10000-05541,Interior/Exterior Lathing,6/9/2015,Partial Inspection,ROBERT MINASSIANS
134,14014-10000-05541,PLUMBING-Rough,6/9/2015,Approved,ROBERT MINASSIANS
135,14014-10000-05541,Floor/Roof Diaphrgm/Shear Wall,6/10/2015,Corrections Issued,ROBERT MINASSIANS
136,14014-10000-05541,BUILDING-Rough-Frame,6/15/2015,Partial Approval,ROBERT MINASSIANS
137,14014-10000-05541,Insulation,6/15/2015,Approved,ROBERT MINASSIANS
138,14014-10000-05541,Interior/Exterior Lathing,6/15/2015,Partial Inspection,ROBERT MINASSIANS
139,14014-10000-05541,Drywall Nailing,6/18/2015,Approved,ROBERT MINASSIANS
140,14014-10000-05541,Interior/Exterior Lathing,6/18/2015,Approved,ROBERT MINASSIANS
141,14014-10000-05541,BUILDING-Rough-Frame,10/26/2015,Approved,LUIS ALVAREZ
142,14014-10000-05541,ELECTRICAL-Final,10/26/2015,Corrections Issued,LUIS ALVAREZ
143,14014-10000-05541,Final,10/26/2015,Corrections Issued,LUIS ALVAREZ
144,14014-10000-05541,Green Building Final,10/26/2015,Corrections Issued,LUIS ALVAREZ
145,14014-10000-05541,HVAC-Final,10/26/2015,Corrections Issued,LUIS ALVAREZ
146,14014-10000-05541,PLUMBING-Final,10/26/2015,Corrections Issued,LUIS ALVAREZ
147,14014-10000-05541,SGSOV-Seismic Gas S/O Valve,10/26/2015,SGSOV Approved,LUIS ALVAREZ
148,14014-10000-05541,Smoke Detectors,10/26/2015,Approved,LUIS ALVAREZ
149,14014-10000-05541,Service/Power Release,11/19/2015,Conditional Approval,ROBERT MINASSIANS
150,14014-10000-05541,Service/Power Release,11/25/2015,Approved,ROBERT MINASSIANS
151,14014-10000-05541,Final,12/2/2015,Corrections Issued,ROBERT MINASSIANS
152,14014-10000-05541,Green Building Final,12/2/2015,Not Ready for Inspection,ROBERT MINASSIANS
153,14014-10000-05541,ELECTRICAL-Final,12/4/2015,Approved,ROBERT MINASSIANS
154,14014-10000-05541,Final,12/4/2015,OK to Issue CofO,ROBERT MINASSIANS
155,14014-10000-05541,Green Building Final,12/4/2015,Approved,ROBERT MINASSIANS
156,14014-10000-05541,HVAC-Final,12/4/2015,Approved,ROBERT MINASSIANS
157,14014-10000-05541,PLUMBING-Final,12/4/2015,Approved,ROBERT MINASSIANS
158,13014-10000-04909,Footing/Foundation/Slab,2/25/2014,Corrections Issued,RUBEN SALAS
159,13014-10000-04909,BUILDING-Rough-Frame,5/21/2014,Approved,RUBEN SALAS
160,13014-10000-04909,Final,5/21/2014,Not Ready for Inspection,RUBEN SALAS
161,13014-10000-04909,Footing/Foundation/Slab,5/21/2014,Approved,RUBEN SALAS
162,13014-10000-04909,Green Building Final,5/21/2014,Not Ready for Inspection,DONALD CRICHLOW
163,13014-10000-04909,Green Building Rough,5/21/2014,Approved,DONALD CRICHLOW
164,13014-10000-04909,SGSOV-Seismic Gas S/O Valve,5/21/2014,SGSOV Not Ready,RUBEN SALAS
165,13014-10000-04909,Smoke Detectors,5/21/2014,Not Ready for Inspection,RUBEN SALAS
166,13014-10000-04909,Green Building Final,5/22/2014,Approved,DONALD CRICHLOW
167,13014-10000-04909,Final,6/3/2014,Conditional Approval,RAUL BARAJAS
168,13014-10000-04909,SGSOV-Seismic Gas S/O Valve,6/3/2014,SGSOV Approved,RAUL BARAJAS
169,13014-10000-04909,Smoke Detectors,6/3/2014,Approved,RAUL BARAJAS
170,17016-20000-06411,Excavation/Setback/Form/Re-Bar,3/30/2017,Corrections Issued,RUBEN SALAS
171,17016-20000-06411,Excavation/Setback/Form/Re-Bar,4/4/2017,Partial Approval,RUBEN SALAS
172,17016-20000-06411,Excavation/Setback/Form/Re-Bar,4/5/2017,Partial Approval,RUBEN SALAS
173,17016-20000-06411,Pre-Inspection,4/5/2017,Approved,DOMINIC DANERI
174,17016-20000-06411,Excavation/Setback/Form/Re-Bar,4/6/2017,Approved,RUBEN SALAS
175,17016-20000-06411,Floor/Roof Diaphrgm/Shear Wall,5/3/2017,Partial Approval,RUBEN SALAS
176,17016-20000-06411,Wood Frame,5/3/2017,Corrections Issued,RUBEN SALAS
177,17016-20000-06411,Pre-Inspection,5/11/2017,Approved,RUBEN SALAS
178,17016-20000-06411,Green Building Rough,5/18/2017,Approved,RUBEN SALAS
179,17016-20000-06411,Wood Frame,5/18/2017,Approved,RUBEN SALAS
180,17016-20000-06411,Drywall Nailing,5/23/2017,Approved,DOMINIC DANERI
181,17016-20000-06411,Interior/Exterior Lathing,5/23/2017,Approved,DOMINIC DANERI
182,17016-20000-06411,Final,7/3/2017,Corrections Issued,RUBEN SALAS
183,17016-20000-06411,Footing/Foundation/Slab,7/3/2017,Approved,RUBEN SALAS
184,17016-20000-06411,Green Building Final,7/3/2017,Not Ready for Inspection,RUBEN SALAS
185,17016-20000-06411,SGSOV-Seismic Gas S/O Valve,7/3/2017,SGSOV Approved,RUBEN SALAS
186,17016-20000-06411,Smoke Detectors,7/3/2017,Approved,RUBEN SALAS
187,17016-20000-06411,Final,7/7/2017,Partial Inspection,RUBEN SALAS
188,17016-20000-06411,Green Building Final,7/7/2017,Approved,DOMINIC DANERI
189,17016-20000-06411,Final,7/26/2017,OK to Issue CofO,RUBEN SALAS
190,19016-20000-17333,ELECTRICAL-Rough,7/8/2019,Approved,LUIS BARRALES
191,19016-20000-17333,PLUMBING-Rough,7/8/2019,Approved,LUIS BARRALES
192,19016-20000-17333,Interior/Exterior Lathing,7/11/2019,Approved,LUIS BARRALES
193,19016-20000-17333,Shower Pan,7/11/2019,Approved,LUIS BARRALES
194,19016-20000-17333,Final,7/19/2019,Permit Finaled,LUIS BARRALES
195,19016-20000-17333,Smoke Detectors,7/19/2019,Approved,LUIS BARRALES
196,14016-70000-05568,BUILDING-Rough-Frame,5/21/2014,Corrections Issued,WILLIAM JIMENEZ
197,14016-70000-05568,ELECTRICAL-Rough,5/21/2014,Not Ready for Inspection,WILLIAM JIMENEZ
198,14016-70000-05568,PLUMBING-Rough,5/21/2014,Not Ready for Inspection,WILLIAM JIMENEZ
199,14016-70000-05568,BUILDING-Rough-Frame,5/22/2014,Not Ready for Inspection,WILLIAM JIMENEZ
200,14016-70000-05568,ELECTRICAL-Rough,5/22/2014,Not Ready for Inspection,WILLIAM JIMENEZ
201,14016-70000-05568,PLUMBING-Rough,5/22/2014,Not Ready for Inspection,WILLIAM JIMENEZ
202,14016-70000-05568,BUILDING-Rough-Frame,5/28/2014,Not Ready for Inspection,DOMINIC DANERI
203,14016-70000-05568,ELECTRICAL-Rough,5/28/2014,Not Ready for Inspection,DOMINIC DANERI
204,14016-70000-05568,PLUMBING-Rough,5/28/2014,Not Ready for Inspection,DOMINIC DANERI
205,14016-70000-05568,BUILDING-Rough-Frame,5/29/2014,Not Ready for Inspection,WILLIAM JIMENEZ
206,14016-70000-05568,ELECTRICAL-Rough,5/29/2014,Not Ready for Inspection,WILLIAM JIMENEZ
207,14016-70000-05568,PLUMBING-Rough,5/29/2014,Not Ready for Inspection,WILLIAM JIMENEZ
208,14016-70000-05568,BUILDING-Rough-Frame,6/3/2014,Approved,WILLIAM JIMENEZ
209,14016-70000-05568,ELECTRICAL-Rough,6/3/2014,Approved,WILLIAM JIMENEZ
210,14016-70000-05568,PLUMBING-Rough,6/3/2014,Approved,WILLIAM JIMENEZ
211,14016-70000-05568,Insulation,6/4/2014,Approved,WILLIAM JIMENEZ
212,14016-70000-05568,Drywall Nailing,6/6/2014,Approved,WILLIAM JIMENEZ
213,14016-70000-05568,Interior/Exterior Lathing,6/6/2014,Not Ready for Inspection,WILLIAM JIMENEZ
214,14016-70000-05568,Interior/Exterior Lathing,6/18/2014,Approved,WILLIAM JIMENEZ
215,14016-70000-05568,Final,6/26/2014,Permit Finaled,WILLIAM JIMENEZ
216,14016-70000-05568,SGSOV-Seismic Gas S/O Valve,6/26/2014,SGSOV Approved,WILLIAM JIMENEZ
217,14016-70000-05568,Smoke Detectors,6/26/2014,Approved,WILLIAM JIMENEZ
218,14016-70000-11146,PLUMBING-Rough,8/4/2014,Partial Inspection,ROBERT MINASSIANS
219,14016-70000-11146,Deputy Drilled-In Anchors,8/12/2014,Approved,ROBERT MINASSIANS
220,14016-70000-11146,BUILDING-Rough-Frame,9/29/2014,Corrections Issued,ROBERT MINASSIANS
221,14016-70000-11146,Rough-Elec/Plmb/HVAC,9/29/2014,Not Ready for Inspection,ROBERT MINASSIANS
222,14016-70000-11146,BUILDING-Rough-Frame,10/3/2014,Approved,ROBERT MINASSIANS
223,14016-70000-11146,ELECTRICAL-Rough,10/3/2014,Approved,ROBERT MINASSIANS
224,14016-70000-11146,PLUMBING-Rough,10/3/2014,Approved,ROBERT MINASSIANS
225,14016-70000-11146,Drywall Nailing,10/29/2014,Approved,ROBERT MINASSIANS
226,14016-70000-11146,SGSOV-Seismic Gas S/O Valve,4/27/2015,SGSOV Not Ready,DAVID FEILER
227,14016-70000-11146,Final,5/11/2015,Permit Finaled,ENRIQUE MIRELES
228,14016-70000-11146,SGSOV-Seismic Gas S/O Valve,5/11/2015,SGSOV Approved,ENRIQUE MIRELES
229,14016-70000-11146,Smoke Detectors,5/11/2015,Approved,ENRIQUE MIRELES
230,17014-10000-02766,Footing/Foundation/Slab,7/5/2017,Approved,GREG ALLTON
231,17014-10000-02766,BUILDING-Rough-Frame,7/18/2017,Approved,GREG ALLTON
232,17014-10000-02766,ELECTRICAL-Rough,7/18/2017,Approved,GREG ALLTON
233,17014-10000-02766,Green Building Rough,7/18/2017,Not Ready for Inspection,GREG ALLTON
234,17014-10000-02766,HVAC-Rough,7/18/2017,Conditional Approval,GREG ALLTON
235,17014-10000-02766,PLUMBING-Rough,7/18/2017,Approved,GREG ALLTON
236,17014-10000-02766,Interior/Exterior Lathing,7/20/2017,Partial Approval,GREG ALLTON
237,17014-10000-02766,Drywall Nailing,7/26/2017,Approved,GREG ALLTON
238,17014-10000-02766,Green Building Rough,7/26/2017,Approved,GREG ALLTON
239,17014-10000-02766,METHANE-Barrier,8/3/2017,Approved,GREG ALLTON
240,17014-10000-02766,Final,8/17/2017,Not Ready for Inspection,MICHEL ABAJAN
241,17014-10000-02766,Green Building Final,8/17/2017,Not Ready for Inspection,MICHEL ABAJAN
242,17014-10000-02766,Final,8/22/2017,OK to Issue CofO,GREG ALLTON
243,17014-10000-02766,Green Building Final,8/22/2017,Approved,GREG ALLTON
244,14016-20000-04570,PLUMBING-Rough,4/16/2014,Partial Approval,CHRISTOPHE COCHRAN
245,14016-20000-04570,ELECTRICAL-Rough,5/16/2014,Approved,CHRISTOPHE COCHRAN
246,14016-20000-04570,HVAC-Rough,5/16/2014,Approved,CHRISTOPHE COCHRAN
247,14016-20000-04570,PLUMBING-Rough,5/16/2014,Approved,CHRISTOPHE COCHRAN
248,14016-20000-04570,Rough-Elec/Plmb/HVAC,5/16/2014,Approved,CHRISTOPHE COCHRAN
249,14016-20000-04570,Shower Pan,5/16/2014,Approved,CHRISTOPHE COCHRAN
250,14016-20000-04570,Insulation,5/19/2014,Approved,CHRISTOPHE COCHRAN
251,14016-20000-04570,Drywall Nailing,5/20/2014,Not Ready for Inspection,CHRISTOPHE COCHRAN
252,14016-20000-04570,Interior/Exterior Lathing,5/21/2014,Approved,CHRISTOPHE COCHRAN
253,14016-20000-04570,Underground Mechanical,8/5/2014,Approved,CHRISTOPHE COCHRAN
254,14016-20000-04570,ELECTRICAL-Final,1/14/2015,Approved,CHRISTOPHE COCHRAN
255,14016-20000-04570,Final,1/14/2015,Not Ready for Inspection,CHRISTOPHE COCHRAN
256,14016-20000-04570,HVAC-Final,1/14/2015,Approved,CHRISTOPHE COCHRAN
257,14016-20000-04570,PLUMBING-Final,1/14/2015,Approved,CHRISTOPHE COCHRAN
258,14016-20000-04570,SGSOV-Seismic Gas S/O Valve,1/14/2015,SGSOV Approved,CHRISTOPHE COCHRAN
259,14016-20000-04570,Service/Power Release,1/14/2015,Not Ready for Inspection,CHRISTOPHE COCHRAN
260,14016-20000-04570,Smoke Detectors,1/14/2015,Approved,CHRISTOPHE COCHRAN
261,14016-20000-04570,Final,1/21/2015,Permit Finaled,CHRISTOPHE COCHRAN
262,14016-20000-04570,Gas Test,1/21/2015,Approved,CHRISTOPHE COCHRAN
263,14016-20000-04570,HVAC-Final,1/21/2015,Approved,CHRISTOPHE COCHRAN
264,14016-20000-04570,PLUMBING-Final,1/21/2015,Approved,CHRISTOPHE COCHRAN
265,15014-20000-04944,PLUMBING-Rough,3/30/2016,Partial Approval,RAUL BARAJAS
266,15014-20000-04944,Footing/Foundation/Slab,4/11/2016,Corrections Issued,RAUL BARAJAS
267,15014-20000-04944,Footing/Foundation/Slab,4/21/2016,Conditional Approval,RAUL BARAJAS
268,15014-20000-04944,Floor/Roof Diaphrgm/Shear Wall,6/2/2016,Partial Approval,RAUL BARAJAS
269,15014-20000-04944,Wood Frame,6/2/2016,Partial Approval,RAUL BARAJAS
270,15014-20000-04944,Floor/Roof Diaphrgm/Shear Wall,6/17/2016,Partial Approval,RAUL BARAJAS
271,15014-20000-04944,ELECTRICAL-Rough,10/4/2016,Not Ready for Inspection,RAUL BARAJAS
272,15014-20000-04944,HVAC-Rough,10/4/2016,Partial Inspection,RAUL BARAJAS
273,15014-20000-04944,PLUMBING-Rough,10/4/2016,Partial Inspection,RAUL BARAJAS
274,15014-20000-04944,Gas Test,10/6/2016,Partial Approval,RAUL BARAJAS
275,15014-20000-04944,Rough-Elec/Plmb/HVAC,10/6/2016,Partial Inspection,RAUL BARAJAS
276,15014-20000-04944,Interior/Exterior Lathing,11/16/2016,Approved,RAUL BARAJAS
277,15014-20000-04944,Shower Pan,11/16/2016,Approved,RAUL BARAJAS
278,15014-20000-04944,BUILDING-Rough-Frame,12/14/2016,Not Ready for Inspection,RAUL BARAJAS
279,15014-20000-04944,Green Building Rough,12/14/2016,Not Ready for Inspection,RAUL BARAJAS
280,15014-20000-04944,BUILDING-Rough-Frame,12/20/2016,Not Ready for Inspection,RAUL BARAJAS
281,15014-20000-04944,Green Building Rough,12/20/2016,Approved,RAUL BARAJAS
282,15014-20000-04944,Rough-Elec/Plmb/HVAC,12/27/2016,Partial Approval,BRIAN SULLIVAN
283,15014-20000-04944,Wood Frame,12/27/2016,Not Ready for Inspection,BRIAN SULLIVAN
284,15014-20000-04944,Wood Frame,12/28/2016,Corrections Issued,RAUL BARAJAS
285,15014-20000-04944,Wood Frame,12/29/2016,Approved,RAUL BARAJAS
286,15014-20000-04944,Drywall Nailing,1/9/2017,Approved,RAUL BARAJAS
287,15014-20000-04944,Interior/Exterior Lathing,1/10/2017,Approved,RAUL BARAJAS
288,15014-20000-04944,Gas Test,2/8/2017,Approved,RAUL BARAJAS
289,15014-20000-04944,BUILDING-Rough-Frame,6/2/2017,Approved,RAUL BARAJAS
290,15014-20000-04944,Final,6/2/2017,Not Ready for Inspection,RAUL BARAJAS
291,15014-20000-04944,Footing/Foundation/Slab,6/2/2017,Approved,RAUL BARAJAS
292,15014-20000-04944,Green Building Final,6/2/2017,Not Ready for Inspection,RAUL BARAJAS
293,15014-20000-04944,SGSOV-Seismic Gas S/O Valve,6/2/2017,SGSOV Approved,RAUL BARAJAS
294,15014-20000-04944,Smoke Detectors,6/2/2017,Approved,RAUL BARAJAS
